"","종목코드","종목명","종가","대비","등락률","EPS","PER","BPS","PBR","주당배당금","배당수익률"
"1277","080440","에스제이케이",498,0,0,NA,NA,997,0.5,0,0
"1278","096630","에스코넥",2150,10,0.47,NA,NA,1383,1.55,0,0
"1279","069510","에스텍",10600,50,0.47,2045,5.18,14115,0.75,600,5.66
"1280","041910","에스텍파마",10900,-100,-0.91,1304,8.36,8633,1.26,100,0.92
"1281","234300","에스트래픽",7280,1680,30,NA,NA,1967,3.7,0,0
"1282","039440","에스티아이",20750,1050,5.33,1529,13.57,10548,1.97,250,1.2
"1283","098660","에스티오",2670,-35,-1.29,270,9.89,2810,0.95,120,4.49
"1284","052020","에스티큐브",10100,-50,-0.49,NA,NA,1029,9.82,0,0
"1285","237690","에스티팜",86800,2600,3.09,NA,NA,16132,5.38,0,0
"1286","050760","에스폴리텍",5360,50,0.94,684,7.84,3429,1.56,50,0.93
"1287","288620","에스퓨얼셀",33850,1400,4.31,263,128.71,5422,6.24,50,0.15
"1288","317830","에스피시스템스",7180,130,1.84,212,33.87,3737,1.92,20,0.28
"1289","058610","에스피지",9000,-10,-0.11,370,24.32,6336,1.42,100,1.11
"1290","043340","에쎈테크",1230,10,0.82,NA,NA,385,3.19,0,0
"1291","023960","에쓰씨엔지니어링",4650,10,0.22,NA,NA,994,4.68,0,0
"1292","298690","에어부산",3800,-60,-1.55,NA,NA,1862,2.04,0,0
"1293","054630","에이디칩스",1525,-40,-2.56,NA,NA,683,2.23,0,0
"1294","200710","에이디테크놀로지",25250,450,1.81,803,31.44,5518,4.58,0,0
"1295","096690","에이루트",6720,-70,-1.03,350,19.2,13630,0.49,0,0
"1296","078520","에이블씨엔씨",7520,140,1.9,NA,NA,9140,0.82,0,0
"1297","298380","에이비엘바이오",22400,250,1.13,NA,NA,2914,7.69,0,0
"1298","195990","에이비프로바이오",884,47,5.62,NA,NA,731,1.21,0,0
"1299","003800","에이스침대",43900,950,2.21,4130,10.63,42247,1.04,1100,2.51
"1300","088800","에이스테크",21550,-100,-0.46,NA,NA,2275,9.47,0,0
"1301","241840","에이스토리",46850,4150,9.72,NA,NA,4143,11.31,0,0
"1302","138360","에이씨티",4480,0,0,NA,NA,1588,2.82,0,0
"1303","039230","에이아이비트",181,0,0,NA,NA,483,0.37,0,0
"1304","312610","에이에프더블류",9250,170,1.87,307,30.13,3523,2.63,100,1.08
"1305","015260","에이엔피",1415,55,4.04,NA,NA,4707,0.3,0,0
"1306","102210","에이치디",1100,0,0,NA,NA,1517,0.73,0,0
"1307","072990","에이치시티",13450,0,0,874,15.39,7129,1.89,30,0.22
"1308","176440","에이치엔티",1920,0,0,NA,NA,695,2.76,0,0
"1309","028300","에이치엘비",41700,-300,-0.71,NA,NA,1920,21.72,0,0
"1310","067630","에이치엘비생명과학",13300,-250,-1.85,NA,NA,3547,3.75,0,0
"1311","047920","에이치엘비제약",17700,1000,5.99,34,520.59,1293,13.69,0,0
"1312","043220","에이치엘비파워",1065,10,0.95,15,71,425,2.51,0,0
"1313","239610","에이치엘사이언스",42300,-900,-2.08,3722,11.36,15065,2.81,400,0.95
"1314","353070","에이치엠씨제4호스팩",2095,10,0.48,NA,NA,NA,NA,0,0
"1315","353060","에이치엠씨제5호스팩",2040,-5,-0.24,NA,NA,NA,NA,0,0
"1316","044780","에이치케이",1820,35,1.96,45,40.44,2642,0.69,0,0
"1317","071670","에이테크솔루션",15300,300,2,145,105.52,7007,2.18,0,0
"1318","045660","에이텍",31800,1650,5.47,789,40.3,9141,3.48,100,0.31
"1319","224110","에이텍티앤",26050,2450,10.38,480,54.27,9164,2.84,0,0
"1320","230980","에이트원",5870,180,3.16,NA,NA,841,6.98,0,0
"1321","021080","에이티넘인베스트",3170,20,0.63,141,22.48,1660,1.91,50,1.58
"1322","089530","에이티세미콘",369,8,2.22,NA,NA,444,0.83,0,0
"1323","200470","에이팩트",6650,80,1.22,239,27.82,3459,1.92,0,0
"1324","073070","에이팸",2035,0,0,NA,NA,2250,0.9,0,0
"1325","262260","에이프로",37000,-50,-0.13,1543,23.98,3866,9.57,0,0
"1326","109960","에이프로젠 H&G",721,-5,-0.69,NA,NA,1178,0.61,0,0
"1327","007460","에이프로젠 KIC",2080,-45,-2.12,86,24.19,1973,1.05,0,0
"1328","003060","에이프로젠제약",1150,-25,-2.13,NA,NA,968,1.19,0,0
"1329","244920","에이플러스에셋",7700,410,5.62,610,12.62,2262,3.4,15,0.19
"1330","089970","에이피티씨",23150,-300,-1.28,656,35.29,2561,9.04,0,0
"1331","230240","에치에프알",24700,200,0.82,86,287.21,6753,3.66,0,0
"1332","064510","에코마이스터",1385,-20,-1.42,NA,NA,855,1.62,0,0
"1333","230360","에코마케팅",26600,-400,-1.48,975,27.28,3293,8.08,670,2.52
"1334","038870","에코바이오",8190,-80,-0.97,620,13.21,5355,1.53,0,0
"1335","128540","에코캡",4500,235,5.51,76,59.21,4556,0.99,0,0
"1336","086520","에코프로",55000,-1100,-1.96,946,58.14,12226,4.5,300,0.55
"1337","247540","에코프로비엠",156800,500,0.32,1750,89.6,18010,8.71,150,0.1
"1338","038110","에코플라스틱",3010,-35,-1.15,NA,NA,4274,0.7,30,1
"1339","073540","에프알텍",4965,-20,-0.4,NA,NA,2742,1.81,0,0
"1340","064850","에프앤가이드",11250,50,0.45,286,39.34,3067,3.67,70,0.62
"1341","064090","에프앤리퍼블릭",330,-5,-1.49,NA,NA,423,0.78,0,0
"1342","036810","에프에스티",29800,-200,-0.67,1002,29.74,5592,5.33,80,0.27
"1343","173940","에프엔씨엔터",5870,-80,-1.34,NA,NA,4622,1.27,0,0
"1344","083500","에프엔에스테크",12700,0,0,202,62.87,6180,2.06,0,0
"1345","054940","엑사이엔씨",1545,15,0.98,NA,NA,1570,0.98,0,0
"1346","205100","엑셈",4740,65,1.39,143,33.15,1958,2.42,0,0
"1347","070300","엑스큐어",4810,0,0,175,27.49,3165,1.52,0,0
"1348","092870","엑시콘",14200,100,0.71,NA,NA,7266,1.95,65,0.46
"1349","317870","엔바이오니아",9320,290,3.21,159,58.62,2897,3.22,0,0
"1350","067570","엔브이에이치코리아",5260,-10,-0.19,364,14.45,4904,1.07,50,0.95
"1351","236810","엔비티",22400,-750,-3.24,159,140.88,NA,NA,0,0
"1352","101400","엔시트론",857,-59,-6.44,NA,NA,580,1.48,0,0
"1353","036570","엔씨소프트",936000,5000,0.54,17387,53.83,113836,8.22,5220,0.56
"1354","217820","엔에스",9980,160,1.63,693,14.4,3288,3.04,80,0.8
"1355","138250","엔에스쇼핑",11600,-300,-2.52,NA,NA,12609,0.92,150,1.29
"1356","031860","엔에스엔",1510,35,2.37,NA,NA,952,1.59,0,0
"1357","310840","엔에이치스팩13호",2095,-10,-0.48,NA,NA,NA,NA,0,0
"1358","353190","엔에이치스팩16호",2180,0,0,NA,NA,NA,NA,0,0
"1359","359090","엔에이치스팩17호",2095,0,0,NA,NA,NA,NA,0,0
"1360","365590","엔에이치스팩18호",2100,20,0.96,NA,NA,NA,NA,0,0
"1361","265740","엔에프씨",17250,650,3.92,991,17.41,2829,6.1,0,0
"1362","354200","엔젠바이오",18050,500,2.85,NA,NA,398,45.35,0,0
"1363","208860","엔지스테크널러지",4450,-480,-9.74,NA,NA,955,4.66,0,0
"1364","183490","엔지켐생명과학",123900,1800,1.47,NA,NA,9036,13.71,0,0
"1365","085310","엔케이",1310,10,0.77,NA,NA,1121,1.17,0,0
"1366","182400","엔케이맥스",18900,-450,-2.33,NA,NA,3408,5.55,0,0
"1367","009810","엔케이물산",628,15,2.45,NA,NA,802,0.78,0,0
"1368","069410","엔텔스",8200,220,2.76,203,40.39,4116,1.99,0,0
"1369","227950","엔투텍",2085,0,0,NA,NA,1138,1.83,0,0
"1370","198080","엔피디",3875,-35,-0.9,1167,3.32,3492,1.11,0,0
"1371","048830","엔피케이",1910,0,0,NA,NA,2153,0.89,30,1.57
"1372","096870","엘디티",3890,-30,-0.77,NA,NA,1480,2.63,0,0
"1373","061970","엘비세미콘",14400,200,1.41,744,19.35,3419,4.21,50,0.35
"1374","138690","엘아이에스",5480,-10,-0.18,NA,NA,2625,2.09,0,0
"1375","290650","엘앤씨바이오",33250,-2200,-6.21,331,100.45,2635,12.62,100,0.3
"1376","066970","엘앤에프",67300,-300,-0.44,NA,NA,5040,13.35,50,0.07
"1377","156100","엘앤케이바이오",34900,2350,7.22,NA,NA,2343,14.9,0,0
"1378","073110","엘엠에스",10500,150,1.45,1603,6.55,13986,0.75,250,2.38
"1379","083310","엘오티베큠",17050,-50,-0.29,143,119.23,9277,1.84,0,0
"1380","297890","엘이티",16000,0,0,1557,10.28,4594,3.48,0,0
"1381","037950","엘컴텍",1370,-65,-4.53,13,105.38,877,1.56,35,2.55
"1382","170920","엘티씨",12600,300,2.44,104,121.15,11611,1.09,100,0.79
"1383","058630","엠게임",8700,10,0.12,406,21.43,2050,4.24,0,0
"1384","019590","엠벤처투자",1140,-35,-2.98,133,8.57,627,1.82,0,0
"1385","169330","엠브레인",9030,230,2.61,511,17.67,2521,3.58,220,2.44
"1386","097520","엠씨넥스",55200,1400,2.6,5151,10.72,12571,4.39,500,0.91
"1387","179290","엠아이텍",4215,5,0.12,120,35.13,1586,2.66,50,1.19
"1388","009780","엠에스씨",4880,-30,-0.61,668,7.31,5130,0.95,60,1.23
"1389","123040","엠에스오토텍",7270,-120,-1.62,552,13.17,4849,1.5,75,1.03
"1390","323230","엠에프엠코리아",2120,105,5.21,NA,NA,NA,NA,0,0
"1391","032790","엠젠플러스",4075,0,0,NA,NA,1319,3.09,0,0
"1392","033160","엠케이전자",11100,0,0,336,33.04,13992,0.79,40,0.36
"1393","347890","엠투아이",10150,0,0,401,25.31,2485,4.08,280,2.76
"1394","033310","엠투엔",15300,-100,-0.65,200,76.5,2544,6.01,0,0
"1395","259630","엠플러스",13050,-100,-0.76,198,65.91,4076,3.2,0,0
"1396","115960","연우",24600,250,1.03,1355,18.15,16906,1.46,160,0.65
"1397","060850","영림원소프트랩",13050,-150,-1.14,714,18.28,1578,8.27,25,0.19
"1398","014440","영보화학",4110,0,0,263,15.63,7274,0.57,100,2.43
"1399","007530","영신금속",3865,100,2.66,450,8.59,3267,1.18,0,0
"1400","143540","영우디에스피",2230,-20,-0.89,NA,NA,591,3.77,0,0
"1401","111770","영원무역",39650,-150,-0.38,3791,10.46,41602,0.95,400,1.01
"1402","009970","영원무역홀딩스",40550,-750,-1.82,10421,3.89,100896,0.4,1000,2.47
"1403","003520","영진약품",6240,-40,-0.64,28,222.86,633,9.86,0,0
"1404","000670","영풍",573000,-6000,-1.04,135469,4.23,1767872,0.32,10000,1.75
"1405","036560","영풍정밀",8030,30,0.38,799,10.05,18057,0.44,300,3.74
"1406","006740","영풍제지",7210,100,1.41,516,13.97,5383,1.34,40,0.55
"1407","012280","영화금속",1820,15,0.83,6,303.33,1556,1.17,0,0
"1408","265560","영화테크",23600,850,3.74,NA,NA,8466,2.79,50,0.21
"1409","012160","영흥",1125,-5,-0.44,20,56.25,1937,0.58,30,2.67
"1410","036000","예림당",2950,50,1.72,NA,NA,9308,0.32,0,0
"1411","250930","예선테크",2515,20,0.8,NA,NA,1089,2.31,0,0
"1412","053280","예스24",14150,-50,-0.35,NA,NA,3715,3.81,200,1.41
"1413","015360","예스코홀딩스",33950,50,0.15,4611,7.36,91813,0.37,1750,5.15
"1414","122640","예스티",14650,400,2.81,NA,NA,3924,3.73,0,0
"1415","045060","오공",4790,-5,-0.1,444,10.79,4699,1.02,50,1.04
"1416","080520","오디텍",5680,130,2.34,192,29.58,10005,0.57,100,1.76
"1417","007310","오뚜기",576000,-6000,-1.03,29693,19.4,354385,1.63,7500,1.3
"1418","039830","오로라",10000,140,1.42,368,27.17,9867,1.01,200,2
"1419","322310","오로스테크놀로지",49550,-3950,-7.38,1028,48.2,2564,19.33,0,0
"1420","046120","오르비텍",7490,40,0.54,43,174.19,2877,2.6,0,0
"1421","014940","오리엔탈정공",2960,160,5.71,77,38.44,689,4.3,0,0
"1422","002630","오리엔트바이오",1370,-210,-13.29,NA,NA,510,2.69,0,0
"1423","065500","오리엔트정공",822,-87,-9.57,NA,NA,424,1.94,0,0
"1424","271560","오리온",129000,-500,-0.39,5454,23.65,41042,3.14,600,0.47
"1425","001800","오리온홀딩스",14050,-100,-0.71,804,17.48,30747,0.46,650,4.63
"1426","010470","오리콤",5370,-20,-0.37,532,10.09,7081,0.76,220,4.1
"1427","053980","오상자이엘",6650,160,2.47,NA,NA,2131,3.12,0,0
"1428","052420","오성첨단소재",3985,75,1.92,236,16.89,2813,1.42,0,0
"1429","241790","오션브릿지",17100,50,0.29,1093,15.65,6457,2.65,270,1.58
"1430","039200","오스코텍",36200,900,2.55,NA,NA,1708,21.19,0,0
"1431","226400","오스테오닉",4080,10,0.25,40,102,2295,1.78,0,0
"1432","031510","오스템",3525,45,1.29,NA,NA,4219,0.84,20,0.57
"1433","048260","오스템임플란트",88100,-1300,-1.45,NA,NA,5602,15.73,0,0
"1434","138080","오이솔루션",47450,950,2.04,4756,9.98,13112,3.62,400,0.84
"1435","080580","오킨스전자",28550,950,3.44,18,1586.11,1845,15.47,0,0
"1436","067170","오텍",13150,-100,-0.75,719,18.29,9288,1.42,130,0.99
"1437","173130","오파스넷",4515,215,5,NA,NA,1492,3.03,0,0
"1438","049480","오픈베이스",2950,25,0.85,51,57.84,2062,1.43,15,0.51
"1439","309930","오하임아이엔티",3245,-10,-0.31,NA,NA,NA,NA,0,0
"1440","244460","올리패스",15950,50,0.31,NA,NA,1214,13.14,0,0
"1441","226950","올릭스",45150,1400,3.2,NA,NA,3203,14.1,0,0
"1442","057540","옴니시스템",2135,-30,-1.39,463,4.61,2326,0.92,0,0
"1443","082210","옵트론텍",9470,-40,-0.42,461,20.54,4750,1.99,30,0.32
"1444","109080","옵티시스",9340,-20,-0.21,579,16.13,6727,1.39,50,0.54
"1445","153710","옵티팜",11150,0,0,NA,NA,2477,4.5,0,0
"1446","321820","와이더플래닛",21700,200,0.93,NA,NA,422,51.42,0,0
"1447","122990","와이솔",12650,-50,-0.39,1228,10.3,12099,1.05,250,1.98
"1448","232140","와이아이케이",6910,80,1.17,NA,NA,1580,4.37,0,0
"1449","067900","와이엔텍",15550,-50,-0.32,1012,15.37,7405,2.1,0,0
"1450","155650","와이엠씨",9060,-10,-0.11,NA,NA,4046,2.24,0,0
"1451","251370","와이엠티",20400,600,3.03,900,22.67,5222,3.91,0,0
"1452","066430","와이오엠",2540,95,3.89,NA,NA,940,2.7,0,0
"1453","193250","와이제이엠게임즈",2080,-20,-0.95,NA,NA,1324,1.57,0,0
"1454","273060","와이즈버즈",1695,-40,-2.31,NA,NA,NA,NA,0,0
"1455","019210","와이지-원",7430,-510,-6.42,41,181.22,10380,0.72,120,1.62
"1456","122870","와이지엔터테인먼트",46550,-1000,-2.1,NA,NA,18508,2.52,0,0
"1457","332570","와이팜",11050,-300,-2.64,339,32.6,1389,7.96,0,0
"1458","079000","와토스코리아",7110,-50,-0.7,437,16.27,10456,0.68,200,2.81
"1459","070960","용평리조트",4760,-80,-1.65,NA,NA,8222,0.58,0,0
"1460","114630","우노앤컴퍼니",5870,0,0,NA,NA,4911,1.2,100,1.7
"1461","316140","우리금융지주",9940,-110,-1.09,2727,3.65,29782,0.33,700,7.04
"1462","033660","우리금융캐피탈",10900,-100,-0.91,1784,6.11,14145,0.77,650,5.96
"1463","032820","우리기술",1325,20,1.53,NA,NA,339,3.91,0,0
"1464","041190","우리기술투자",6930,30,0.43,140,49.5,899,7.71,0,0
"1465","115440","우리넷",8690,-10,-0.11,283,30.71,7874,1.1,50,0.58
"1466","004720","우리들제약",9020,-130,-1.42,26,346.92,4801,1.88,0,0
"1467","118000","우리들휴브레인",2655,-15,-0.56,NA,NA,1020,2.6,0,0
"1468","046970","우리로",1910,0,0,NA,NA,1107,1.73,0,0
"1469","082850","우리바이오",4335,-10,-0.23,107,40.51,2078,2.09,0,0
"1470","215360","우리산업",27150,-450,-1.63,802,33.85,12469,2.18,120,0.44
"1471","072470","우리산업홀딩스",5310,-90,-1.67,10,531,6836,0.78,25,0.47
"1472","073560","우리손에프앤지",2320,-5,-0.22,61,38.03,2645,0.88,25,1.08
"1473","153490","우리이앤엘",1345,55,4.26,99,13.59,1223,1.1,0,0
"1474","037400","우리조명",2735,60,2.24,53,51.6,2799,0.98,0,0
"1475","010050","우리종금",659,-9,-1.35,78,8.45,536,1.23,0,0
"1476","101170","우림기계",4260,-95,-2.18,NA,NA,6428,0.66,0,0
"1477","006980","우성사료",4300,-20,-0.46,464,9.27,5612,0.77,15,0.35
"1478","066590","우수AMS",6300,-70,-1.1,11,572.73,2442,2.58,0,0
"1479","017370","우신시스템",6000,40,0.67,347,17.29,6224,0.96,0,0
"1480","103840","우양",6200,250,4.2,326,19.02,2347,2.64,0,0
"1481","046940","우원개발",6450,-40,-0.62,818,7.89,4666,1.38,0,0
"1482","215380","우정바이오",6270,-80,-1.26,28,223.93,2555,2.45,0,0
"1483","065680","우주일렉트로",26600,-500,-1.85,1407,18.91,19095,1.39,300,1.13
"1484","105840","우진",4495,55,1.24,NA,NA,5704,0.79,100,2.22
"1485","018620","우진비앤지",2585,15,0.58,NA,NA,1050,2.46,0,0
"1486","010400","우진아이엔에스",7760,20,0.26,279,27.81,14032,0.55,250,3.22
"1487","049800","우진플라임",6640,-100,-1.48,NA,NA,5263,1.26,0,0
"1488","016880","웅진",2825,650,29.89,NA,NA,917,3.08,0,0
"1489","095720","웅진씽크빅",3225,215,7.14,NA,NA,3510,0.92,310,9.61
"1490","005820","원림",23050,-450,-1.91,1450,15.9,39414,0.58,250,1.08
"1491","307280","원바이오젠",2225,75,3.49,NA,NA,NA,NA,0,0
"1492","053080","원방테크",45450,-300,-0.66,3571,12.73,25476,1.78,0,0
"1493","032940","원익",5290,-90,-1.67,2577,2.05,6293,0.84,0,0
"1494","240810","원익IPS",52400,1700,3.35,899,58.29,11543,4.54,0,0
"1495","074600","원익QnC",24350,2400,10.93,99,245.96,8103,3.01,0,0
"1496","104830","원익머트리얼즈",39000,950,2.5,2229,17.5,24386,1.6,150,0.38
"1497","014190","원익큐브",4675,275,6.25,108,43.29,2276,2.05,0,0
"1498","030530","원익홀딩스",6780,210,3.2,444,15.27,9949,0.68,0,0
"1499","012620","원일특강",10650,-200,-1.84,2259,4.71,26821,0.4,150,1.41
"1500","008370","원풍",5370,250,4.88,173,31.04,6125,0.88,150,2.79
"1501","008290","원풍물산",2025,0,0,NA,NA,1119,1.81,0,0
"1502","101160","월덱스",25100,1000,4.15,1180,21.27,5433,4.62,50,0.2
"1503","095270","웨이브일렉트로",3475,90,2.66,NA,NA,1239,2.8,0,0
"1504","010600","웰바이오텍",2830,-15,-0.53,NA,NA,1774,1.6,0,0
"1505","065950","웰크론",4965,-75,-1.49,NA,NA,2182,2.28,0,0
"1506","076080","웰크론한텍",3365,-10,-0.3,NA,NA,3257,1.03,0,0
"1507","196700","웹스",2095,45,2.2,NA,NA,2837,0.74,0,0
"1508","069080","웹젠",43350,1400,3.34,1369,31.67,10064,4.31,0,0
"1509","053580","웹케시",72100,-600,-0.83,1406,51.28,8017,8.99,200,0.28
"1510","071460","위니아딤채",3970,320,8.77,131,30.31,2393,1.66,0,0
"1511","044340","위닉스",23150,350,1.54,2478,9.34,8541,2.71,500,2.16
"1512","330350","위더스제약",18150,-150,-0.82,1036,17.52,8730,2.08,205,1.13
"1513","348350","위드텍",42150,250,0.6,2969,14.2,12730,3.31,0,0
"1514","112040","위메이드",52900,3250,6.55,NA,NA,14108,3.75,600,1.13
"1515","065370","위세아이텍",13650,-100,-0.73,532,25.66,2211,6.17,50,0.37
"1516","038620","위즈코프",1470,50,3.52,2,735,984,1.49,0,0
"1517","299900","위지윅스튜디오",10700,450,4.39,204,52.45,1978,5.41,0,0
"1518","036090","위지트",1765,-25,-1.4,31,56.94,921,1.92,0,0
"1519","136540","윈스",16800,0,0,1323,12.7,9299,1.81,350,2.08
"1520","320000","윈텍",2845,50,1.79,NA,NA,NA,NA,0,0
"1521","097800","윈팩",2945,45,1.55,254,11.59,1263,2.33,0,0
"1522","192390","윈하이텍",3360,-105,-3.03,NA,NA,4905,0.69,0,0
"1523","313760","윌링스",13600,-150,-1.09,717,18.97,7453,1.82,80,0.59
"1524","008600","윌비스",1595,10,0.63,NA,NA,1697,0.94,0,0
"1525","033270","유나이티드제약",50600,-1500,-2.88,2087,24.25,15716,3.22,330,0.65
"1526","014830","유니드",65700,-500,-0.76,7600,8.64,79982,0.82,1200,1.83
"1527","036200","유니셈",13550,250,1.88,749,18.09,4198,3.23,50,0.37
"1528","018000","유니슨",4230,270,6.82,NA,NA,731,5.79,0,0
"1529","000910","유니온",9390,-190,-1.98,NA,NA,6355,1.48,100,1.06
"1530","047400","유니온머티리얼",4180,-195,-4.46,57,73.33,2045,2.04,50,1.2
"1531","203450","유니온커뮤니티",4380,40,0.92,299,14.65,2360,1.86,70,1.6
"1532","011330","유니켐",1605,40,2.56,235,6.83,1238,1.3,0,0
"1533","077500","유니퀘스트",11900,400,3.48,953,12.49,7830,1.52,150,1.26
"1534","011320","유니크",7920,60,0.76,220,36,5184,1.53,12,0.15
"1535","086390","유니테스트",22650,350,1.57,1259,17.99,7543,3,250,1.1
"1536","241690","유니테크노",6390,-100,-1.54,239,26.74,2777,2.3,0,0
"1537","142210","유니트론텍",7410,-30,-0.4,301,24.62,4023,1.84,100,1.35
"1538","048430","유라테크",10900,-300,-2.68,202,53.96,9349,1.17,100,0.92
"1539","206650","유바이오로직스",20000,50,0.25,NA,NA,1221,16.38,0,0
"1540","089850","유비벨록스",11550,150,1.32,851,13.57,10348,1.12,0,0
"1541","032620","유비케어",7830,-60,-0.76,133,58.87,1965,3.98,40,0.51
"1542","264450","유비쿼스",22350,200,0.9,1089,20.52,8612,2.6,450,2.01
"1543","078070","유비쿼스홀딩스",21800,0,0,424,51.42,10715,2.03,130,0.6
"1544","002920","유성기업",3130,25,0.81,678,4.62,10636,0.29,200,6.39
"1545","024800","유성티엔에스",3525,110,3.22,923,3.82,7121,0.5,15,0.43
"1546","000700","유수홀딩스",5800,200,3.57,163,35.58,8702,0.67,0,0
"1547","054930","유신",18200,300,1.68,NA,NA,27126,0.67,0,0
"1548","069330","유아이디",1055,0,0,NA,NA,1284,0.82,0,0
"1549","049520","유아이엘",3680,10,0.27,395,9.32,7761,0.47,400,10.87
"1550","287410","유안타제3호스팩",4375,5,0.11,NA,NA,NA,NA,0,0
"1551","313750","유안타제4호스팩",2100,-35,-1.64,NA,NA,NA,NA,0,0
"1552","336060","유안타제5호스팩",2080,0,0,NA,NA,NA,NA,0,0
"1553","340360","유안타제6호스팩",1995,0,0,NA,NA,NA,NA,0,0
"1554","367460","유안타제7호스팩",2080,5,0.24,NA,NA,NA,NA,0,0
"1555","003470","유안타증권",3240,0,0,394,8.22,5947,0.54,0,0
"1556","003475","유안타증권우",2935,50,1.73,NA,NA,NA,NA,0,0
"1557","056090","유앤아이",4460,20,0.45,NA,NA,4892,0.91,0,0
"1558","011690","유양디앤유",2440,0,0,NA,NA,3970,0.61,0,0
"1559","263770","유에스티",6030,80,1.34,108,55.83,1957,3.08,0,0
"1560","072130","유엔젤",4015,60,1.52,NA,NA,2745,1.46,0,0
"1561","000220","유유제약",15150,-100,-0.66,756,20.04,11570,1.31,210,1.39
"1562","000225","유유제약1우",13350,0,0,NA,NA,NA,NA,220,1.65
"1563","000227","유유제약2우B",33700,0,0,NA,NA,NA,NA,220,0.65
"1564","340930","유일에너테크",20800,-700,-3.26,1060,19.62,1277,16.29,0,0
"1565","023410","유진기업",5070,50,1,272,18.64,9929,0.51,150,2.96
"1566","056080","유진로봇",4180,-75,-1.76,NA,NA,1385,3.02,0,0
"1567","321260","유진스팩4호",2100,5,0.24,NA,NA,NA,NA,0,0
"1568","331380","유진스팩5호",2115,0,0,NA,NA,NA,NA,0,0
"1569","084370","유진테크",45400,3750,9,257,176.65,10366,4.38,230,0.51
"1570","001200","유진투자증권",3850,20,0.52,427,9.02,8151,0.47,70,1.82
"1571","178780","유테크",1730,0,0,NA,NA,899,1.92,0,0
"1572","179900","유티아이",18950,950,5.28,317,59.78,3900,4.86,100,0.53
"1573","263050","유틸렉스",41450,-700,-1.66,NA,NA,4300,9.64,0,0
"1574","000100","유한양행",61000,0,0,616,99.03,23178,2.63,400,0.66
"1575","000105","유한양행우",59000,-200,-0.34,NA,NA,NA,NA,410,0.69
"1576","003460","유화증권",2500,-10,-0.4,99,25.25,6180,0.4,120,4.8
"1577","003465","유화증권우",2535,-35,-1.36,NA,NA,NA,NA,130,5.13
"1578","191410","육일씨엔에쓰",3125,125,4.17,NA,NA,3147,0.99,0,0
"1579","008730","율촌화학",19550,100,0.51,734,26.63,13790,1.42,500,2.56
"1580","072770","율호",2460,-45,-1.8,NA,NA,636,3.87,0,0
"1581","008250","이건산업",9260,180,1.98,73,126.85,16294,0.57,200,2.16
"1582","039020","이건홀딩스",3650,85,2.38,186,19.62,6634,0.55,70,1.92
"1583","025820","이구산업",2985,-5,-0.17,NA,NA,3027,0.99,30,1.01
"1584","060230","이그잭스",1615,95,6.25,NA,NA,769,2.1,0,0
"1585","067920","이글루시큐리티",6460,190,3.03,211,30.62,4392,1.47,140,2.17
"1586","044960","이글벳",7830,60,0.77,100,78.3,2811,2.79,20,0.26
"1587","302430","이노메트리",19100,-200,-1.04,480,39.79,5433,3.52,400,2.09
"1588","214320","이노션",59600,300,0.51,3681,16.19,38184,1.56,1500,2.52
"1589","073490","이노와이어리스",50800,200,0.4,2190,23.2,13479,3.77,250,0.49
"1590","086250","이노와이즈",1405,0,0,NA,NA,NA,NA,0,0
"1591","215790","이노인스트루먼트",2290,95,4.33,NA,NA,1476,1.55,0,0
"1592","246960","이노테라피",14250,200,1.42,NA,NA,2990,4.77,0,0
"1593","088390","이녹스",11750,0,0,NA,NA,12820,0.92,0,0
"1594","272290","이녹스첨단소재",52300,600,1.16,3655,14.31,18500,2.83,0,0
"1595","053350","이니텍",4985,55,1.12,NA,NA,5856,0.85,20,0.4
"1596","258610","이더블유케이",7870,-1150,-12.75,NA,NA,3422,2.3,0,0
"1597","215090","이디티",700,-4,-0.57,NA,NA,778,0.9,0,0
"1598","041520","이라이콤",12350,650,5.56,NA,NA,16821,0.73,100,0.81
"1599","264850","이랜시스",2360,-30,-1.26,48,49.17,895,2.64,40,1.69
"1600","054210","이랜텍",8030,30,0.38,571,14.06,7484,1.07,100,1.25
"1601","164060","이루다",11350,0,0,505,22.48,2456,4.62,0,0
"1602","065440","이루온",1600,-15,-0.93,20,80,1263,1.27,0,0
"1603","139480","이마트",172000,-1000,-0.58,7620,22.57,315997,0.54,2000,1.16
"1604","115610","이미지스",2055,-60,-2.84,NA,NA,1528,1.34,0,0
"1605","349720","이베스트스팩5호",2060,15,0.73,NA,NA,NA,NA,0,0
"1606","323210","이베스트이안스팩1호",2065,0,0,NA,NA,NA,NA,0,0
"1607","078020","이베스트투자증권",7000,20,0.29,1132,6.18,9264,0.76,345,4.93
"1608","080010","이상네트웍스",7920,50,0.64,1061,7.46,10650,0.74,100,1.26
"1609","086890","이수앱지스",9300,-160,-1.69,NA,NA,2073,4.49,0,0
"1610","007660","이수페타시스",3335,-35,-1.04,NA,NA,1842,1.81,60,1.8
"1611","005950","이수화학",11650,-300,-2.51,NA,NA,18013,0.65,400,3.43
"1612","015020","이스타코",1210,35,2.98,307,3.94,1141,1.06,0,0
"1613","047560","이스트소프트",10100,100,1,NA,NA,3826,2.64,0,0
"1614","067010","이씨에스",6820,100,1.49,308,22.14,3645,1.87,100,1.47
"1615","093230","이아이디",393,2,0.51,1,393,251,1.57,0,0
