"","PER","PBR","PCR","PSR"
"005930",18.9452985397151,1.79127225107629,7.57115497939866,2.08734537044935
"000660",20.2856540056991,1.85825439783198,7.83300418710311,3.02379635874472
"035420",61.9614442770183,7.52160038158229,42.9046180970149,11.7063334609076
"051910",120.362285957862,3.2834696324719,10.563228972401,2.05135929320233
"207940",222.929377593361,11.6826085065669,265.838594755072,46.1246394230769
"005380",33.1512702379949,0.618549263528117,NA,0.454055375575975
"006400",80.1674527579607,3.4488045497758,23.6413357450739,4.0790660392393
"035720",335.138774662596,7.02069191506119,53.6995091519926,12.5451292671045
"068270",77.5642230862507,11.4779425978236,113.084081163388,21.4475081196258
"000270",22.1538317498656,1.10251474861249,6.07607811926842,0.556990001556582
"012330",18.0088900706298,0.826251535701105,11.1185827136916,0.751843441415369
"005490",19.3464327086324,0.650134869353912,3.56849993005745,0.536311094850916
"051900",31.2912221740221,5.14680335024334,24.8386532703025,3.1815767488049
"066570",13.5936684392623,1.52526878703234,5.78067182063691,0.422946122300907
"028260",24.455045365041,0.768639100195778,19.9725526267844,0.838069753393059
"105560",6.5346058277379,0.520700853429886,NA,NA
"036570",31.7312983963228,5.92710423188221,26.3411032758621,7.71416467097095
"017670",16.8801689108615,1.04092137748912,4.36189665049211,1.36348645129854
"091990",79.3566684712978,9.8698034562057,NA,11.7211496070902
"096770",NA,1.61501454086748,8.75743730882559,0.730749821598443
"055550",5.66586226711767,0.417341394642437,NA,NA
"034730",109.961182217529,0.401594447964612,2.14827305015163,0.254541951329808
"032830",13.0194343498183,0.377889779090405,5.64615595450185,NA
"090430",438.855046011396,3.45036558440104,27.7846538870851,3.47543254252967
"003550",13.4801060923108,0.947102601443822,26.7322304146935,2.97911543847348
"015760",7.75334507700999,0.218479343225532,1.1688864028353,0.263606292918816
"018260",33.6728644870349,2.1772412415623,15.2480247090055,1.35548454263256
"009150",23.8673565033113,2.43907067677315,9.07744054404634,1.75617129728215
"086790",4.88411362801456,0.407603233507277,NA,NA
"003670",423.954109459459,12.2597124267292,327.651217754569,8.01241325501213
"033780",9.71370487437057,1.25187513763254,9.02080367860823,2.14681379230798
"251270",38.4456558466454,2.12959513679963,32.3220260005372,4.84284058274308
"302440",NA,43.6438589840788,95.7841098169717,51.0339095744681
"011170",63.4689935425868,0.733630544361308,7.6745769579646,0.823025073754397
"011200",91.8537727736078,6.74011397491857,8.0800017370607,1.77454390822977
"018880",82.6809782608696,4.07608287934268,11.4730769230769,1.328131183797
"003490",NA,2.75173041489265,6.61938375463064,1.19808913978071
"010950",NA,1.54535112644083,5.3840942832618,0.521783381521952
"000810",12.298633181457,0.570272872838938,6.25747560617292,NA
"009830",30.7555525748949,1.59299919582084,8.88877166984572,1.03388159879282
"326030",NA,24.4793461487734,NA,356.927697115385
"009540",NA,0.803385289344025,NA,0.669565903500473
"034220",NA,0.759911335175749,4.23232965367965,0.399458305372244
"352820",107.453231738623,7.68099254316457,78.9095283633248,11.5644128594751
"010130",14.4571204188482,1.16889092704953,18.1466155531216,1.09259288568828
"030200",11.6865391270517,0.494472699924123,1.62237705084603,0.321521896649621
"316140",5.80112496863765,0.283763654277889,2.10310889392679,NA
"086280",11.5679643681953,1.38411890099479,7.17831917289385,0.424488041695168
"011780",14.5308253525476,2.68957770163851,10.9786365495787,1.76110159018609
"024110",4.47325554991209,0.273227928550689,NA,NA
"097950",9.01362799445741,0.607859552348914,3.08709329253672,0.254879972654945
"006800",7.7075986709175,0.677712526642629,7.5057525628155,NA
"004020",NA,0.41169699439885,3.42185716366262,0.381307518420498
"035250",NA,1.61427232830305,NA,10.9518225031341
"161390",17.1688250346495,0.862367420892864,4.95154819149431,0.990524485967984
"068760",257.784522009569,17.9231420825017,148.831395303867,23.0637693065068
"019170",1058.6401002,14.1415989874432,263.343308507463,26.760366536906
"032640",12.3931031132177,0.756103687428116,2.26991310258573,0.431157623811263
"002790",535.97817,0.8887393125,8.36962908108108,1.13064095413886
"271560",17.6553354783259,2.48989078998682,10.2485201171367,2.11883028702126
"011070",21.3013987187632,2.07161520678008,5.29228689624329,0.527076677094468
"021240",12.2118411286737,3.31850635771812,8.78566892857143,1.52732886668314
"139480",12.9439955555556,0.446157574071604,3.37888715151515,0.21255106394953
"000720",45.3435576206051,0.632587732364483,3.20605717581083,0.326766234966914
"071050",6.96978243891141,1.06855230296682,NA,NA
"034020",NA,0.820409922324632,19.750146046748,0.385282117377283
"010140",NA,1.20639018880103,NA,0.653848957042695
"000100",24.3889151701245,2.54653823168156,163.270237666667,2.90276118575221
"006280",56.4127945432099,3.59996561726936,126.928787722222,3.03798707399774
"011790",149.023490781671,2.88693619549893,16.4009834114506,2.0460260187995
"267250",NA,0.417817252768542,5.22702523898095,0.245195605176881
"263750",40.4020297324083,6.40063557858377,25.8993951715375,8.33994435351882
"000120",32.642053203252,0.99382968489319,7.01550330945308,0.372408431792674
"008930",213.826153530973,7.33637630150296,350.179063028986,5.63619205714952
"029780",NA,0.559806987906454,NA,NA
"180640",NA,2.18181423974043,NA,8.88256712133072
"293490",49.6778334034884,4.16646545026331,51.9112232405832,8.62218702865792
"128940",369.89738625,5.33569976559683,29.2988028712871,4.12563308392973
"047810",44.6869793485255,2.70084149671879,4.55167757973785,1.1800108525008
"006360",12.6851223772859,0.916943634192157,7.13838715472107,0.390594853747444
"241560",17.9435880961616,1.09014631395748,7.85607297682646,1.03711684776161
"078930",NA,0.364958371263887,2.25847124640433,0.254184400648787
"096530",5.61448765677882,4.36286687809406,7.35949151878914,2.50636078030572
"028670",40.4539090162162,1.33323354259451,7.9532127183847,1.49847292327407
"026960",27.2257692307692,2.27969297931725,37.9216071428571,6.46128803245436
"003410",28.8023936360347,2.35573817867077,10.3148245672454,2.70634403079956
"016360",7.44752855454903,0.711262718399127,NA,NA
"004990",NA,0.464188308417719,9.50105870896498,0.400051181085334
"023530",NA,0.311235490765457,2.31641594066716,0.213244118410321
"008770",NA,5.25195208894231,NA,1.02795335889715
"247540",86.2155151684435,8.65291603124331,32.3480612912,4.73090869474669
