"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"1247","060300","레드로버","KOSDAQ","오락·문화",1830,0,0,48765969930
"1248","038390","레드캡투어","KOSDAQ","기타서비스",21300,-50,-0.23,182955924000
"1249","294140","레몬","KOSDAQ","화학",9200,-90,-0.97,3.174e+11
"1250","228670","레이","KOSDAQ","의료·정밀기기",54200,0,0,360607071400
"1251","228850","레이언스","KOSDAQ","의료·정밀기기",12350,200,1.65,204899022900
"1252","281740","레이크머티리얼즈","KOSDAQ","화학",3235,-10,-0.31,212638322780
"1253","277810","레인보우로보틱스","KOSDAQ","기계·장비",24200,-450,-1.83,384059178800
"1254","215100","로보로보","KOSDAQ","디지털컨텐츠",5320,0,0,94687775280
"1255","090360","로보스타","KOSDAQ","기계·장비",24200,-50,-0.21,2.3595e+11
"1256","108490","로보티즈","KOSDAQ","소프트웨어",16500,-200,-1.2,185641500000
"1257","900260","로스웰","KOSDAQ","금융",315,-7,-2.17,44661093750
"1258","067730","로지시스","KOSDAQ","컴퓨터서비스",10800,-150,-1.37,100881957600
"1259","071280","로체시스템즈","KOSDAQ","반도체",6260,10,0.16,95756734780
"1260","038060","루멘스","KOSDAQ","반도체",1700,-545,-24.28,81775217300
"1261","085370","루트로닉","KOSDAQ","의료·정밀기기",12500,-350,-2.72,323221287500
"1262","08537M","루트로닉3우C","KOSDAQ","의료·정밀기기",16200,-1400,-7.95,9111933000
"1263","060240","룽투코리아","KOSDAQ","디지털컨텐츠",5320,-100,-1.85,135283790880
"1264","058470","리노공업","KOSDAQ","반도체",152900,-300,-0.2,2330558373000
"1265","039980","리노스","KOSDAQ","유통",1170,5,0.43,48602509020
"1266","019570","리더스 기술투자","KOSDAQ","금융",881,10,1.15,85439189704
"1267","016100","리더스코스메틱","KOSDAQ","화학",3425,-20,-0.58,62933789325
"1268","012700","리드코프","KOSDAQ","유통",7880,-10,-0.13,208395543800
"1269","302550","리메드","KOSDAQ","의료·정밀기기",25500,500,2,155267358000
"1270","029480","릭스솔루션","KOSDAQ","통신장비",626,-71,-10.19,49870775776
"1271","277070","린드먼아시아","KOSDAQ","금융",5610,-40,-0.71,7.5735e+10
"1272","042500","링네트","KOSDAQ","컴퓨터서비스",6120,-20,-0.33,93984093360
"1273","219420","링크제니시스","KOSDAQ","소프트웨어",7990,-10,-0.13,7.99e+10
"1274","195500","마니커에프앤지","KOSDAQ","음식료·담배",6850,-160,-2.28,73760800000
"1275","222810","마이더스AI","KOSDAQ","소프트웨어",523,-6,-1.13,62787337733
"1276","305090","마이크로디지탈","KOSDAQ","의료·정밀기기",19300,1800,10.29,140148880000
"1277","098120","마이크로컨텍솔","KOSDAQ","반도체",5690,90,1.61,47299638540
"1278","147760","마이크로프랜드","KOSDAQ","의료·정밀기기",8420,60,0.72,91103271720
"1279","038290","마크로젠","KOSDAQ","기타서비스",35150,1250,3.69,373702638100
"1280","267980","매일유업","KOSDAQ","음식료·담배",71600,0,0,561604480800
"1281","005990","매일홀딩스","KOSDAQ","음식료·담배",8950,50,0.56,122778820800
"1282","127160","매직마이크로","KOSDAQ","반도체",282,0,0,22816398912
"1283","093520","매커스","KOSDAQ","유통",5260,-30,-0.57,85017863920
"1284","141070","맥스로텍","KOSDAQ","기계·장비",743,0,0,26670245050
"1285","100590","머큐리","KOSDAQ","일반전기전자",9610,-50,-0.52,141878196000
"1286","067280","멀티캠퍼스","KOSDAQ","디지털컨텐츠",32300,0,0,191434961700
"1287","072870","메가스터디","KOSDAQ","출판·매체복제",12200,300,2.52,145435699800
"1288","215200","메가스터디교육","KOSDAQ","기타서비스",62000,2800,4.73,734413560000
"1289","133750","메가엠디","KOSDAQ","기타서비스",3890,55,1.43,91053529530
"1290","235980","메드팩토","KOSDAQ","기타서비스",97200,6400,7.05,1980240242400
"1291","041920","메디아나","KOSDAQ","의료·정밀기기",14400,-50,-0.35,124567142400
"1292","014100","메디앙스","KOSDAQ","화학",6200,0,0,7.316e+10
"1293","054180","메디콕스","KOSDAQ","운송장비·부품",1565,-85,-5.15,68484831940
"1294","086900","메디톡스","KOSDAQ","제약",2e+05,4000,2.04,1195489800000
"1295","078160","메디포스트","KOSDAQ","제약",35300,-400,-1.12,574126048200
"1296","065650","메디프론","KOSDAQ","유통",3595,15,0.42,149956455475
"1297","021880","메이슨캐피탈","KOSDAQ","금융",546,-6,-1.09,54154686768
"1298","140410","메지온","KOSDAQ","기타서비스",177200,6100,3.57,1575787503200
"1299","241770","메카로","KOSDAQ","반도체",14550,200,1.39,146987592000
"1300","059210","메타바이오메드","KOSDAQ","제약",2505,-5,-0.2,59775189255
"1301","327260","메탈라이프","KOSDAQ","기타제조",27750,-50,-0.18,99805317000
"1302","058110","멕아이씨에스","KOSDAQ","의료·정밀기기",11600,-200,-1.69,186186148000
"1303","096640","멜파스","KOSDAQ","IT부품",2185,20,0.92,73969305365
"1304","257370","명성티엔에스","KOSDAQ","IT부품",9210,0,0,59319850890
"1305","080420","모다이노칩","KOSDAQ","IT부품",3655,35,0.97,291382528410
"1306","080160","모두투어","KOSDAQ","기타서비스",22450,-300,-1.32,4.24305e+11
"1307","100030","모바일리더","KOSDAQ","소프트웨어",25550,450,1.79,83898892700
"1308","087260","모바일어플라이언스","KOSDAQ","소프트웨어",4600,-135,-2.85,149327251600
"1309","101330","모베이스","KOSDAQ","IT부품",4675,-205,-4.2,112004528900
"1310","012860","모베이스전자","KOSDAQ","운송장비·부품",2570,-490,-16.01,146370649200
"1311","348030","모비릭스","KOSDAQ","디지털컨텐츠",19750,-200,-1,1.83754e+11
"1312","250060","모비스","KOSDAQ","소프트웨어",2950,100,3.51,94905376300
"1313","033200","모아텍","KOSDAQ","IT부품",10050,-50,-0.5,144028409250
"1314","118990","모트렉스","KOSDAQ","운송장비·부품",6020,-130,-2.11,234786254780
"1315","006920","모헨즈","KOSDAQ","비금속",5150,-40,-0.77,5.6238e+10
"1316","001810","무림SP","KOSDAQ","종이·목재",3635,65,1.82,80469812500
"1317","279600","미디어젠","KOSDAQ","소프트웨어",10800,-50,-0.46,50093434800
"1318","028040","미래SCI","KOSDAQ","유통",279,0,0,12549281058
"1319","095500","미래나노텍","KOSDAQ","IT부품",3960,175,4.62,106524352440
"1320","218150","미래생명자원","KOSDAQ","음식료·담배",5300,-190,-3.46,98958568400
"1321","353490","미래에셋대우스팩 5호","KOSDAQ","금융",2180,5,0.23,11030800000
"1322","328380","미래에셋대우스팩3호","KOSDAQ","금융",2085,5,0.24,13514970000
"1323","333430","미래에셋대우스팩4호","KOSDAQ","금융",3055,-80,-2.55,13411450000
"1324","100790","미래에셋벤처투자","KOSDAQ","금융",8930,500,5.93,412126849390
"1325","049950","미래컴퍼니","KOSDAQ","기계·장비",30950,-1000,-3.13,258813370700
"1326","213090","미래테크놀로지","KOSDAQ","소프트웨어",8370,0,0,51230995560
"1327","207760","미스터블루","KOSDAQ","디지털컨텐츠",9820,-110,-1.11,243159255700
"1328","059090","미코","KOSDAQ","반도체",14050,50,0.36,439998272150
"1329","214610","미코바이오메드","KOSDAQ","의료·정밀기기",10450,-50,-0.48,190726429850
"1330","201490","미투온","KOSDAQ","디지털컨텐츠",6980,0,0,218179234600
"1331","950190","미투젠","KOSDAQ","출판·매체복제",24450,200,0.82,328911791250
"1332","214180","민앤지","KOSDAQ","소프트웨어",16750,0,0,207071473000
"1333","206640","바디텍메드","KOSDAQ","제약",17700,-350,-1.94,415712112000
"1334","018700","바른손","KOSDAQ","오락·문화",3220,185,6.1,94898188140
"1335","035620","바른손이앤에이","KOSDAQ","오락·문화",1520,-20,-1.3,111702524560
"1336","064520","바른전자","KOSDAQ","반도체",1005,0,0,74054909385
"1337","053030","바이넥스","KOSDAQ","제약",19800,-250,-1.25,628868750400
"1338","301300","바이브컴퍼니","KOSDAQ","소프트웨어",28950,-100,-0.34,156161221500
"1339","064550","바이오니아","KOSDAQ","제약",16350,-250,-1.51,410908821300
"1340","314930","바이오다인","KOSDAQ","의료·정밀기기",63400,-5600,-8.12,375213880000
"1341","208710","바이오로그디바이스","KOSDAQ","IT부품",1700,35,2.1,49910031400
"1342","142760","바이오리더스","KOSDAQ","기타서비스",4930,-20,-0.4,135142224880
"1343","086820","바이오솔루션","KOSDAQ","제약",27700,-150,-0.54,224132500200
"1344","038460","바이오스마트","KOSDAQ","정보기기",5620,-90,-1.58,112893436000
"1345","086040","바이오톡스텍","KOSDAQ","기타서비스",9720,-100,-1.02,142156195560
"1346","032980","바이온","KOSDAQ","유통",1410,-25,-1.74,88527626910
"1347","043150","바텍","KOSDAQ","의료·정밀기기",29650,1550,5.52,440428690400
"1348","323990","박셀바이오","KOSDAQ","기타서비스",113100,-6900,-5.75,1701702600000
"1349","267790","배럴","KOSDAQ","섬유·의류",9470,-460,-4.63,74675685000
"1350","046310","백금T&A","KOSDAQ","통신장비",3145,130,4.31,51636625945
"1351","036620","버추얼텍","KOSDAQ","유통",890,1,0.11,61509113960
"1352","066410","버킷스튜디오","KOSDAQ","디지털컨텐츠",1760,-15,-0.85,72530891840
"1353","206400","베노홀딩스","KOSDAQ","소프트웨어",6310,30,0.48,141706427470
"1354","019010","베뉴지","KOSDAQ","유통",1810,-15,-0.82,8.7242e+10
"1355","177350","베셀","KOSDAQ","반도체",6210,360,6.15,69504605280
"1356","299910","베스파","KOSDAQ","디지털컨텐츠",22500,550,2.51,181612980000
"1357","225530","보광산업","KOSDAQ","비금속",5410,280,5.46,196592513070
"1358","250000","보라티알","KOSDAQ","유통",14500,400,2.84,97885628500
"1359","006910","보성파워텍","KOSDAQ","금속",2400,-10,-0.41,110575341600
"1360","226340","본느","KOSDAQ","화학",3325,10,0.3,102076156700
"1361","014470","부방","KOSDAQ","금융",2750,130,4.96,165143715000
"1362","008470","부스타","KOSDAQ","금속",6490,360,5.87,54547152000
"1363","338220","뷰노","KOSDAQ","소프트웨어",26550,850,3.31,288202081950
"1364","100120","뷰웍스","KOSDAQ","의료·정밀기기",34750,-50,-0.14,347564808750
"1365","337930","브랜드엑스코퍼레이션","KOSDAQ","인터넷",10800,-50,-0.46,205880054400
"1366","064480","브리지텍","KOSDAQ","컴퓨터서비스",4140,30,0.73,49483350000
"1367","288330","브릿지바이오테라퓨틱스","KOSDAQ","제약",12900,0,0,251532378600
"1368","251630","브이원텍","KOSDAQ","기계·장비",10550,0,0,158783619000
"1369","018290","브이티지엠피","KOSDAQ","일반전기전자",8190,-30,-0.36,279766476990
"1370","263920","블러썸엠앤씨","KOSDAQ","기타제조",4555,0,0,62509048460
"1371","033560","블루콤","KOSDAQ","IT부품",7140,270,3.93,129148655580
"1372","126340","비나텍","KOSDAQ","IT부품",41100,1000,2.49,201443430000
"1373","121800","비덴트","KOSDAQ","통신장비",13000,-150,-1.14,593759465000
"1374","148140","비디아이","KOSDAQ","기계·장비",8210,-40,-0.48,167316557050
"1375","082800","비보존 헬스케어","KOSDAQ","반도체",1535,55,3.72,245221582590
"1376","318410","비비씨","KOSDAQ","기타제조",19200,450,2.4,103750713600
"1377","200780","비씨월드제약","KOSDAQ","제약",16800,-150,-0.88,149392051200
"1378","141000","비아트론","KOSDAQ","반도체",11150,150,1.36,135079016500
"1379","090460","비에이치","KOSDAQ","IT부품",18100,-200,-1.09,605855652800
"1380","083650","비에이치아이","KOSDAQ","기계·장비",3820,125,3.38,9.932e+10
"1381","086670","비엠티","KOSDAQ","기계·장비",12700,200,1.6,103460918300
"1382","335890","비올","KOSDAQ","금융",2140,-60,-2.73,117143600000
"1383","138580","비즈니스온","KOSDAQ","소프트웨어",20300,-50,-0.25,230941732000
"1384","082920","비츠로셀","KOSDAQ","IT부품",15000,-100,-0.66,323087280000
"1385","054220","비츠로시스","KOSDAQ","일반전기전자",5930,0,0,127850669540
"1386","042370","비츠로테크","KOSDAQ","금융",10000,50,0.5,242769490000
"1387","032850","비트컴퓨터","KOSDAQ","소프트웨어",9100,-60,-0.66,151271966300
"1388","238200","비피도","KOSDAQ","음식료·담배",24150,0,0,98773500000
"1389","093190","빅솔론","KOSDAQ","정보기기",5000,-10,-0.2,96194525000
"1390","065450","빅텍","KOSDAQ","의료·정밀기기",7260,-270,-3.59,208019328000
"1391","072950","빛샘전자","KOSDAQ","반도체",6670,50,0.76,41559829530
"1392","143240","사람인에이치알","KOSDAQ","인터넷",31750,-100,-0.31,370181600250
"1393","100090","삼강엠앤티","KOSDAQ","금속",19000,1150,6.44,675040854000
"1394","122350","삼기","KOSDAQ","운송장비·부품",3945,-35,-0.88,151249043460
"1395","014970","삼륭물산","KOSDAQ","종이·목재",8020,100,1.26,121302500000
"1396","018310","삼목에스폼","KOSDAQ","금속",11900,-300,-2.46,1.7493e+11
"1397","053700","삼보모터스","KOSDAQ","운송장비·부품",7070,10,0.14,120787711940
"1398","009620","삼보산업","KOSDAQ","금속",1120,20,1.82,42663315520
"1399","023600","삼보판지","KOSDAQ","종이·목재",13500,300,2.27,2.18295e+11
"1400","111870","삼본전자","KOSDAQ","일반전기전자",1250,35,2.88,120652281250
"1401","291230","삼성스팩2호","KOSDAQ","금융",2180,0,0,1.6459e+10
"1402","009300","삼아제약","KOSDAQ","제약",14850,-50,-0.34,94594500000
"1403","225190","삼양옵틱스","KOSDAQ","의료·정밀기기",9230,20,0.22,93155621000
"1404","054540","삼영엠텍","KOSDAQ","금속",5480,130,2.43,7.124e+10
"1405","065570","삼영이엔씨","KOSDAQ","통신장비",6780,-120,-1.74,65071741560
"1406","032280","삼일","KOSDAQ","운송",2240,20,0.9,36318441600
"1407","002290","삼일기업공사","KOSDAQ","건설",4910,300,6.51,6.0884e+10
"1408","037460","삼지전자","KOSDAQ","통신장비",13450,150,1.13,219484120900
"1409","032750","삼진","KOSDAQ","일반전기전자",11100,50,0.45,6.66e+10
"1410","054090","삼진엘앤디","KOSDAQ","IT부품",3940,-55,-1.38,98339374080
"1411","000250","삼천당제약","KOSDAQ","제약",54600,-2800,-4.88,1243135038600
"1412","024950","삼천리자전거","KOSDAQ","유통",12400,150,1.22,164592354800
"1413","038500","삼표시멘트","KOSDAQ","비금속",5130,80,1.58,550742297490
"1414","017480","삼현철강","KOSDAQ","금속",4905,-5,-0.1,77022675450
"1415","046390","삼화네트웍스","KOSDAQ","오락·문화",5150,295,6.08,222340604950
"1416","027580","상보","KOSDAQ","화학",1775,20,1.14,83102441675
"1417","038540","상상인","KOSDAQ","컴퓨터서비스",6550,10,0.15,362400450150
"1418","307870","상상인이안1호스팩","KOSDAQ","금융",2070,0,0,9832500000
"1419","329560","상상인이안제2호스팩","KOSDAQ","금융",2040,0,0,7.854e+09
"1420","101000","상상인인더스트리","KOSDAQ","기계·장비",898,3,0.34,57087799680
"1421","091580","상신이디피","KOSDAQ","IT부품",13350,350,2.69,177998567100
"1422","263810","상신전자","KOSDAQ","일반전기전자",4680,215,4.82,66665280240
"1423","089980","상아프론테크","KOSDAQ","화학",48650,800,1.67,765009817250
"1424","042940","상지카일룸","KOSDAQ","건설",1370,-50,-3.52,80093952430
"1425","042600","새로닉스","KOSDAQ","IT부품",9850,-40,-0.4,122372203900
"1426","263540","샘코","KOSDAQ","운송장비·부품",2015,0,0,36098614175
"1427","294630","서남","KOSDAQ","일반전기전자",3170,-40,-1.25,65400777200
"1428","038070","서린바이오","KOSDAQ","유통",12200,150,1.24,97608247200
"1429","006730","서부T&D","KOSDAQ","숙박·음식",7840,100,1.29,455821080960
"1430","079650","서산","KOSDAQ","비금속",2535,10,0.4,5.07e+10
"1431","100660","서암기계공업","KOSDAQ","기계·장비",5880,60,1.03,7.4088e+10
"1432","019770","서연탑메탈","KOSDAQ","기계·장비",12700,1600,14.41,1.47955e+11
"1433","043710","서울리거","KOSDAQ","유통",991,13,1.33,36130332869
"1434","092190","서울바이오시스","KOSDAQ","IT부품",15750,-300,-1.87,602022534750
"1435","046890","서울반도체","KOSDAQ","반도체",18750,-350,-1.83,1093226250000
"1436","063170","서울옥션","KOSDAQ","유통",15150,-450,-2.88,256300125000
"1437","027040","서울전자통신","KOSDAQ","유통",951,6,0.63,66178993497
"1438","018680","서울제약","KOSDAQ","제약",9090,70,0.78,77487914070
"1439","093920","서원인텍","KOSDAQ","IT부품",7810,-40,-0.51,1.45266e+11
"1440","189860","서전기전","KOSDAQ","일반전기전자",3940,55,1.42,38213193200
"1441","178320","서진시스템","KOSDAQ","통신장비",47450,3700,8.46,858876601700
"1442","122690","서진오토모티브","KOSDAQ","운송장비·부품",3370,40,1.2,65853999020
"1443","140070","서플러스글로벌","KOSDAQ","유통",5070,50,1,187529160000
"1444","011370","서한","KOSDAQ","건설",1540,-20,-1.28,155378092100
"1445","065710","서호전기","KOSDAQ","일반전기전자",22550,50,0.22,116132500000
"1446","035890","서희건설","KOSDAQ","건설",1570,-30,-1.88,360799277490
"1447","357550","석경에이티","KOSDAQ","화학",21550,-100,-0.46,117555250000
"1448","003100","선광","KOSDAQ","운송",29250,50,0.17,1.9305e+11
"1449","123420","선데이토즈","KOSDAQ","디지털컨텐츠",22000,-150,-0.68,210536524000
"1450","171090","선익시스템","KOSDAQ","반도체",16200,-700,-4.14,145788579000
"1451","086710","선진뷰티사이언스","KOSDAQ","화학",20500,400,1.99,125370825000
"1452","014620","성광벤드","KOSDAQ","금속",7170,-40,-0.55,2.05062e+11
"1453","037350","성도이엔지","KOSDAQ","기타서비스",5740,10,0.17,88797800000
"1454","081580","성우전자","KOSDAQ","IT부품",3025,5,0.17,46912132575
"1455","045300","성우테크론","KOSDAQ","반도체",5160,90,1.78,48532906320
"1456","015750","성우하이텍","KOSDAQ","운송장비·부품",6300,-150,-2.33,5.04e+11
"1457","080470","성창오토텍","KOSDAQ","운송장비·부품",9390,0,0,6.8547e+10
"1458","043260","성호전자","KOSDAQ","IT부품",1720,0,0,91857260480
"1459","148150","세경하이테크","KOSDAQ","일반전기전자",21300,100,0.47,247974600000
"1460","053060","세동","KOSDAQ","운송장비·부품",2415,180,8.05,29931488265
"1461","017510","세명전기","KOSDAQ","금속",4270,35,0.83,65100420000
"1462","214310","세미콘라이트","KOSDAQ","반도체",1370,-5,-0.36,54562870810
"1463","011560","세보엠이씨","KOSDAQ","건설",6160,-120,-1.91,64864800000
"1464","100700","세운메디칼","KOSDAQ","제약",5010,0,0,2.19438e+11
"1465","234100","세원","KOSDAQ","운송장비·부품",6760,-180,-2.59,207167047880
"1466","024830","세원물산","KOSDAQ","운송장비·부품",6280,0,0,5.2438e+10
"1467","258830","세종메디칼","KOSDAQ","의료·정밀기기",10250,-400,-3.76,69471845250
"1468","036630","세종텔레콤","KOSDAQ","통신서비스",861,2,0.23,516880794486
"1469","039310","세중","KOSDAQ","기타서비스",2515,40,1.62,45575992505
"1470","067770","세진티에스","KOSDAQ","IT부품",5160,-80,-1.53,43326419880
"1471","053450","세코닉스","KOSDAQ","의료·정밀기기",7040,-170,-2.36,101346143360
"1472","234340","세틀뱅크","KOSDAQ","소프트웨어",32100,450,1.42,302863500000
"1473","252500","세화피앤씨","KOSDAQ","화학",3900,20,0.52,80898460500
"1474","347000","센코","KOSDAQ","일반전기전자",23250,-200,-0.85,189967473000
"1475","051980","센트럴바이오","KOSDAQ","화학",2900,-5,-0.17,173665215300
"1476","331920","셀레믹스","KOSDAQ","제약",21400,900,4.39,173460867200
"1477","049180","셀루메드","KOSDAQ","제약",5980,0,0,236167577880
"1478","299660","셀리드","KOSDAQ","기타서비스",40100,1100,2.82,388917549200
"1479","268600","셀리버리","KOSDAQ","기타서비스",143500,-1700,-1.17,2349125709000
"1480","108860","셀바스AI","KOSDAQ","소프트웨어",3185,150,4.94,70248184825
"1481","208370","셀바스헬스케어","KOSDAQ","의료·정밀기기",2600,60,2.36,56369466400
"1482","068760","셀트리온제약","KOSDAQ","제약",149300,1600,1.08,5346635152200
"1483","091990","셀트리온헬스케어","KOSDAQ","유통",131500,2800,2.18,19984205173000
"1484","290690","소룩스","KOSDAQ","일반전기전자",22900,800,3.62,186821864000
"1485","053110","소리바다","KOSDAQ","디지털컨텐츠",234,13,5.88,23120834724
"1486","950200","소마젠(Reg.S)","KOSDAQ","기타서비스",13200,300,2.33,250318899600
"1487","032680","소프트센","KOSDAQ","유통",1815,0,0,64933078815
"1488","032685","소프트센우","KOSDAQ","유통",24500,50,0.2,3499996500
"1489","258790","소프트캠프","KOSDAQ","출판·매체복제",2985,-35,-1.16,74598982740
"1490","066910","손오공","KOSDAQ","유통",2670,-150,-5.32,71812749870
"1491","043100","솔고바이오","KOSDAQ","의료·정밀기기",392,0,0,22641609536
"1492","154040","솔루에타","KOSDAQ","IT부품",4250,10,0.24,55165620500
"1493","035610","솔본","KOSDAQ","기타서비스",9350,250,2.75,255685071950
"1494","357780","솔브레인","KOSDAQ","화학",302100,5900,1.99,2349904788600
"1495","036830","솔브레인홀딩스","KOSDAQ","화학",42000,-450,-1.06,880490352000
"1496","304100","솔트룩스","KOSDAQ","소프트웨어",32500,-200,-0.61,165129737500
"1497","086980","쇼박스","KOSDAQ","오락·문화",4920,120,2.5,3.07992e+11
"1498","050960","수산아이앤티","KOSDAQ","출판·매체복제",25250,2350,10.26,170462750000
"1499","084180","수성","KOSDAQ","기계·장비",2115,70,3.42,42718201065
"1500","253840","수젠텍","KOSDAQ","의료·정밀기기",15900,-100,-0.63,243189959400
"1501","058530","슈펙스비앤피","KOSDAQ","유통",162,0,0,21187054332
"1502","236200","슈프리마","KOSDAQ","일반전기전자",26050,0,0,187384761650
"1503","317770","슈프리마아이디","KOSDAQ","일반전기전자",16150,100,0.62,48967123000
"1504","094840","슈프리마에이치큐","KOSDAQ","컴퓨터서비스",8060,130,1.64,84403030400
"1505","192440","슈피겐코리아","KOSDAQ","IT부품",62100,-700,-1.11,386036142300
"1506","099440","스맥","KOSDAQ","기계·장비",1705,-40,-2.29,52402508345
"1507","033790","스카이문스테크놀로지","KOSDAQ","통신장비",829,0,0,14190075900
"1508","131100","스카이이앤엠","KOSDAQ","유통",1710,-10,-0.58,70590860550
"1509","159910","스킨앤스킨","KOSDAQ","반도체",263,0,0,36570869305
"1510","158310","스타모빌리티","KOSDAQ","기계·장비",505,0,0,6096179210
"1511","115570","스타플렉스","KOSDAQ","화학",5940,-530,-8.19,45682205580
"1512","253450","스튜디오드래곤","KOSDAQ","오락·문화",94100,-400,-0.42,2823408864500
"1513","204630","스튜디오산타클로스","KOSDAQ","오락·문화",2490,400,19.14,73340098950
"1514","013810","스페코","KOSDAQ","기계·장비",9410,-120,-1.26,137907972700
"1515","039670","스포츠서울","KOSDAQ","출판·매체복제",7360,0,0,67793710720
"1516","049830","승일","KOSDAQ","금속",16600,0,0,101793059200
"1517","020710","시공테크","KOSDAQ","기타서비스",5630,50,0.9,112870071100
"1518","033170","시그네틱스","KOSDAQ","반도체",1310,10,0.77,112304097890
"1519","048870","시너지이노베이션","KOSDAQ","의료·정밀기기",2770,-55,-1.95,203324855750
"1520","025320","시노펙스","KOSDAQ","IT부품",3690,0,0,270266515020
"1521","269620","시스웍","KOSDAQ","의료·정밀기기",1920,-5,-0.26,142764835200
"1522","131090","시큐브","KOSDAQ","소프트웨어",1435,-25,-1.71,5.74e+10
"1523","139050","시티랩스","KOSDAQ","컴퓨터서비스",1005,9,0.9,70748808120
"1524","290520","신도기연","KOSDAQ","기계·장비",17500,-100,-0.57,141072400000
"1525","001000","신라섬유","KOSDAQ","유통",2570,20,0.78,62393277800
"1526","025870","신라에스지","KOSDAQ","유통",15900,900,6,6.36e+10
"1527","215600","신라젠","KOSDAQ","기타서비스",12100,0,0,866567212500
"1528","065350","신성델타테크","KOSDAQ","일반전기전자",8280,60,0.73,227567089440
"1529","002800","신신제약","KOSDAQ","제약",7790,-30,-0.38,118178195000
"1530","323280","신영스팩5호","KOSDAQ","금융",2110,10,0.48,7395550000
"1531","344050","신영스팩6호","KOSDAQ","금융",2090,0,0,8997450000
"1532","017000","신원종합개발","KOSDAQ","건설",8550,150,1.79,87791630850
"1533","012790","신일제약","KOSDAQ","제약",14150,-500,-3.41,154263300000
"1534","138070","신진에스엠","KOSDAQ","금속",5940,10,0.17,53294767020
"1535","226330","신테카바이오","KOSDAQ","출판·매체복제",15450,50,0.32,207092047200
"1536","333050","신한제6호스팩","KOSDAQ","금융",2080,5,0.24,10420800000
"1537","366330","신한제7호스팩","KOSDAQ","금융",2055,-5,-0.24,9350250000
"1538","056700","신화인터텍","KOSDAQ","IT부품",3230,-10,-0.31,94106343930
"1539","187270","신화콘텍","KOSDAQ","IT부품",3440,-90,-2.55,34894826800
"1540","243840","신흥에스이씨","KOSDAQ","IT부품",46800,550,1.19,333464133600
"1541","108320","실리콘웍스","KOSDAQ","반도체",76600,500,0.66,1245845380000
"1542","222800","심텍","KOSDAQ","반도체",22500,200,0.9,716718217500
"1543","036710","심텍홀딩스","KOSDAQ","IT부품",2550,0,0,103692126450
"1544","160980","싸이맥스","KOSDAQ","반도체",22950,1050,4.79,250711376850
"1545","356890","싸이버원","KOSDAQ","소프트웨어",18300,-350,-1.88,84927189000
"1546","217330","싸이토젠","KOSDAQ","기타서비스",59700,200,0.34,336341680800
"1547","010280","쌍용정보통신","KOSDAQ","컴퓨터서비스",1405,65,4.85,56851967770
"1548","208640","썸에이지","KOSDAQ","출판·매체복제",2265,265,13.25,306005386740
"1549","222420","쎄노텍","KOSDAQ","비금속",2260,-90,-3.83,90757475500
"1550","037760","쎄니트","KOSDAQ","금속",1800,-25,-1.37,60899257800
"1551","136510","쎄미시스코","KOSDAQ","기계·장비",6040,10,0.17,34051581160
"1552","099320","쎄트렉아이","KOSDAQ","통신장비",59900,2200,3.81,435382371300
"1553","049960","쎌바이오텍","KOSDAQ","제약",18700,250,1.36,1.7578e+11
"1554","050890","쏠리드","KOSDAQ","통신장비",9110,60,0.66,475406944250
"1555","066790","씨씨에스","KOSDAQ","방송서비스",846,0,0,47355837282
"1556","222080","씨아이에스","KOSDAQ","기계·장비",14200,0,0,816381799200
"1557","264660","씨앤지하이테크","KOSDAQ","반도체",13250,150,1.15,111372610000
"1558","352700","씨앤투스성진","KOSDAQ","섬유·의류",24950,-250,-0.99,249388498450
"1559","297090","씨에스베어링","KOSDAQ","기계·장비",30000,800,2.74,2.87412e+11
"1560","115530","씨엔플러스","KOSDAQ","IT부품",839,0,0,57020957000
"1561","225330","씨엠에스에듀","KOSDAQ","기타서비스",6520,30,0.46,121497774560
"1562","115480","씨유메디칼","KOSDAQ","의료·정밀기기",1895,-5,-0.26,51108007875
"1563","189330","씨이랩","KOSDAQ","소프트웨어",39300,-1500,-3.68,117158880600
"1564","096530","씨젠","KOSDAQ","제약",135100,-200,-0.15,3544216102000
"1565","900120","씨케이에이치","KOSDAQ","금융",322,4,1.26,35550235154
"1566","101240","씨큐브","KOSDAQ","화학",8330,80,0.97,84451072720
"1567","060590","씨티씨바이오","KOSDAQ","제약",6700,0,0,141007704200
"1568","260930","씨티케이코스메틱스","KOSDAQ","화학",18700,500,2.75,189284223700
"1569","013990","아가방컴퍼니","KOSDAQ","유통",3190,-70,-2.15,104911239840
"1570","123860","아나패스","KOSDAQ","반도체",25450,-400,-1.55,278078228850
"1571","025980","아난티","KOSDAQ","숙박·음식",7670,110,1.46,653321296290
"1572","050320","아래스","KOSDAQ","컴퓨터서비스",990,0,0,45205142400
"1573","058220","아리온","KOSDAQ","통신장비",275,0,0,10717917100
"1574","125210","아모그린텍","KOSDAQ","IT부품",14800,550,3.86,244152492000
"1575","052710","아모텍","KOSDAQ","IT부품",34250,-150,-0.44,333711655500
"1576","074430","아미노로직스","KOSDAQ","유통",2570,25,0.98,225714989080
"1577","092040","아미코젠","KOSDAQ","음식료·담배",38650,3300,9.34,742640811500
"1578","083930","아바코","KOSDAQ","기계·장비",12850,-200,-1.53,198054454300
