"","종목코드","종목명","시장구분","업종명","종가","대비","등락률","시가총액"
"631","034590","인천도시가스","KOSPI","전기가스업",25650,0,0,112212440100
"632","129260","인터지스","KOSPI","운수창고업",3820,120,3.24,113636878680
"633","023810","인팩","KOSPI","운수장비",6900,-130,-1.85,6.9e+10
"634","249420","일동제약","KOSPI","의약품",16050,-50,-0.31,382042724250
"635","000230","일동홀딩스","KOSPI","의약품",14650,350,2.45,169066860000
"636","013360","일성건설","KOSPI","건설업",1345,-5,-0.37,72663463600
"637","003120","일성신약","KOSPI","의약품",81300,300,0.37,2.16258e+11
"638","003200","일신방직","KOSPI","섬유의복",90000,-500,-0.55,2.16e+11
"639","007110","일신석재","KOSPI","유통업",1860,-25,-1.33,144069294600
"640","007570","일양약품","KOSPI","의약품",34300,150,0.44,654638275200
"641","007575","일양약품우","KOSPI","의약품",32000,-200,-0.62,14242560000
"642","008500","일정실업","KOSPI","섬유의복",15200,150,1,1.824e+10
"643","081000","일진다이아","KOSPI","화학",40300,-400,-0.98,572379892500
"644","020760","일진디스플","KOSPI","전기전자",4410,-70,-1.56,152005141260
"645","020150","일진머티리얼즈","KOSPI","전기전자",62500,200,0.32,2881927187500
"646","103590","일진전기","KOSPI","전기전자",3750,70,1.9,139051462500
"647","015860","일진홀딩스","KOSPI","기타금융",5010,-50,-0.99,247230889830
"648","226320","잇츠한불","KOSPI","화학",26900,-550,-2,589898573500
"649","317400","자이에스앤디","KOSPI","서비스업",11000,0,0,294607720000
"650","033240","자화전자","KOSPI","전기전자",17300,-350,-1.98,3.0967e+11
"651","000950","전방","KOSPI","섬유의복",38550,750,1.98,6.4764e+10
"652","348950","제이알글로벌리츠","KOSPI","서비스업",5250,20,0.38,8.694e+11
"653","194370","제이에스코퍼레이션","KOSPI","기타제조업",18600,1550,9.09,248042178600
"654","025620","제이준코스메틱","KOSPI","화학",1610,-120,-6.94,59424182300
"655","036420","제이콘텐트리","KOSPI","서비스업",49850,3050,6.52,816795789350
"656","030000","제일기획","KOSPI","서비스업",21150,350,1.68,2433121908750
"657","271980","제일약품","KOSPI","의약품",40700,-450,-1.09,598488290400
"658","001560","제일연마","KOSPI","비금속광물",7340,-60,-0.81,7.34e+10
"659","002620","제일파마홀딩스","KOSPI","서비스업",18800,-50,-0.27,300299074000
"660","006220","제주은행","KOSPI","은행",7620,-390,-4.87,244821257880
"661","089590","제주항공","KOSPI","운수창고업",23800,-250,-1.04,916290837000
"662","004910","조광페인트","KOSPI","화학",6420,-10,-0.16,8.2176e+10
"663","004700","조광피혁","KOSPI","기타제조업",56500,0,0,375676297000
"664","001550","조비","KOSPI","화학",21150,350,1.68,109815854850
"665","000480","조선내화","KOSPI","비금속광물",79000,100,0.13,3.16e+11
"666","120030","조선선재","KOSPI","기계",111500,500,0.45,140228086500
"667","018470","조일알미늄","KOSPI","철강금속",596,1,0.17,51008132540
"668","002600","조흥","KOSPI","음식료품",177500,4500,2.6,1.065e+11
"669","185750","종근당","KOSPI","의약품",141000,-2000,-1.4,1611079959000
"670","063160","종근당바이오","KOSPI","의약품",57100,-200,-0.35,313248430200
"671","001630","종근당홀딩스","KOSPI","의약품",101500,-500,-0.49,508500891500
"672","044380","주연테크","KOSPI","전기전자",1055,-10,-0.94,57615753895
"673","013890","지누스","KOSPI","기타제조업",83100,-1500,-1.77,1197200841900
"674","013870","지엠비코리아","KOSPI","운수장비",7280,-110,-1.49,138846198400
"675","071320","지역난방공사","KOSPI","전기가스업",37600,-250,-0.66,435360774400
"676","010580","지코","KOSPI","운수장비",306,0,0,19761980616
"677","035000","지투알","KOSPI","서비스업",5500,-10,-0.18,91120749500
"678","088790","진도","KOSPI","유통업",5210,300,6.11,64852746240
"679","003780","진양산업","KOSPI","화학",8970,-170,-1.86,1.1661e+11
"680","010640","진양폴리","KOSPI","화학",4510,250,5.87,4.51e+10
"681","100250","진양홀딩스","KOSPI","화학",3050,65,2.18,170480640600
"682","051630","진양화학","KOSPI","화학",6200,640,11.51,7.44e+10
"683","272450","진에어","KOSPI","운수창고업",20600,-600,-2.83,9.27e+11
"684","011000","진원생명과학","KOSPI","의약품",12100,-400,-3.2,541729196800
"685","002780","진흥기업","KOSPI","건설업",3920,115,3.02,570249240400
"686","002787","진흥기업2우B","KOSPI","건설업",11950,-50,-0.42,3522955600
"687","002785","진흥기업우B","KOSPI","건설업",5800,0,0,4971864400
"688","009310","참엔지니어링","KOSPI","기계",1625,0,0,90098160750
"689","000650","천일고속","KOSPI","운수창고업",64500,100,0.16,92184690000
"690","033250","체시스","KOSPI","운수장비",1540,15,0.98,4.928e+10
"691","035720","카카오","KOSPI","서비스업",492000,1500,0.31,43642673040000
"692","006380","카프로","KOSPI","화학",3715,40,1.09,1.486e+11
"693","109070","컨버즈","KOSPI","종이목재",4100,0,0,53879690800
"694","001620","케이비아이동국실업","KOSPI","운수장비",882,-4,-0.45,58249107504
"695","029460","케이씨","KOSPI","의료정밀",27000,150,0.56,365959188000
"696","344820","케이씨씨글라스","KOSPI","비금속광물",47650,2200,4.84,760994896800
"697","281820","케이씨텍","KOSPI","의료정밀",27550,150,0.55,574735867800
"698","145270","케이탑리츠","KOSPI","서비스업",1435,-25,-1.71,66331622245
"699","357120","코람코에너지리츠","KOSPI","서비스업",4960,0,0,345315200000
"700","007815","코리아써우","KOSPI","전기전자",6030,-30,-0.5,17877080700
"701","007810","코리아써키트","KOSPI","전기전자",12750,250,2,301164575250
"702","00781K","코리아써키트2우B","KOSPI","전기전자",6500,0,0,5094043500
"703","003690","코리안리","KOSPI","보험",8350,-110,-1.3,1005082118600
"704","192820","코스맥스","KOSPI","화학",122500,500,0.41,1231064852500
"705","044820","코스맥스비티아이","KOSPI","기타금융",16000,450,2.89,153662736000
"706","005070","코스모신소재","KOSPI","화학",18400,-100,-0.54,538162556000
"707","005420","코스모화학","KOSPI","화학",10800,150,1.41,281996910000
"708","071950","코아스","KOSPI","기타제조업",1175,5,0.43,36315971750
"709","002020","코오롱","KOSPI","기타금융",23150,750,3.35,292301761900
"710","003070","코오롱글로벌","KOSPI","건설업",19800,-100,-0.5,499166672400
"711","003075","코오롱글로벌우","KOSPI","건설업",25000,300,1.21,7820075000
"712","144620","코오롱머티리얼","KOSPI","화학",3100,-10,-0.32,212841768500
"713","002025","코오롱우","KOSPI","기타금융",13950,350,2.57,15015640500
"714","120110","코오롱인더","KOSPI","화학",61000,3300,5.72,1645709240000
"715","120115","코오롱인더우","KOSPI","화학",26950,850,3.26,74593827000
"716","138490","코오롱플라스틱","KOSPI","화학",6380,-50,-0.78,2.4244e+11
"717","021240","코웨이","KOSPI","서비스업",65100,1000,1.56,4804355196900
"718","031820","콤텍시스템","KOSPI","서비스업",1480,15,1.02,100420169680
"719","192400","쿠쿠홀딩스","KOSPI","기타금융",125000,-2000,-1.57,889054625000
"720","284740","쿠쿠홈시스","KOSPI","서비스업",44050,1350,3.16,988364386500
"721","015590","큐로","KOSPI","기계",624,10,1.63,141780062112
"722","264900","크라운제과","KOSPI","음식료품",9930,-30,-0.3,124361830500
"723","26490K","크라운제과우","KOSPI","음식료품",10300,150,1.48,7967668000
"724","005740","크라운해태홀딩스","KOSPI","기타금융",9430,-130,-1.36,140010482210
"725","005745","크라운해태홀딩스우","KOSPI","기타금융",13350,-450,-3.26,8019692100
"726","020120","키다리스튜디오","KOSPI","서비스업",13150,0,0,428529990800
"727","039490","키움증권","KOSPI","증권",122500,-2500,-2,3184771660000
"728","012170","키위미디어그룹","KOSPI","서비스업",1105,0,0,68534900070
"729","014580","태경비케이","KOSPI","비금속광물",4445,70,1.6,122606879500
"730","015890","태경산업","KOSPI","화학",6260,0,0,182971975000
"731","006890","태경케미컬","KOSPI","화학",14000,-350,-2.44,1.624e+11
"732","003240","태광산업","KOSPI","화학",949000,1000,0.11,1056616600000
"733","011280","태림포장","KOSPI","종이목재",5070,-10,-0.2,358986115800
"734","004100","태양금속","KOSPI","운수장비",1560,45,2.97,5.7252e+10
"735","004105","태양금속우","KOSPI","운수장비",2920,25,0.86,9.636e+09
"736","009410","태영건설","KOSPI","건설업",12500,-150,-1.19,486238725000
"737","009415","태영건설우","KOSPI","건설업",11800,-100,-0.84,15365275600
"738","001420","태원물산","KOSPI","운수장비",4060,-55,-1.34,3.0856e+10
"739","007980","태평양물산","KOSPI","섬유의복",1860,40,2.2,89558231820
"740","055490","테이팩스","KOSPI","화학",47750,3300,7.42,225267787500
"741","078000","텔코웨어","KOSPI","서비스업",11450,-50,-0.43,111095983700
"742","214420","토니모리","KOSPI","화학",8040,-30,-0.37,141825600000
"743","019180","티에이치엔","KOSPI","전기전자",3170,70,2.26,5.706e+10
"744","363280","티와이홀딩스","KOSPI","기타금융",24350,300,1.25,978178825250
"745","36328K","티와이홀딩스우","KOSPI","기타금융",21500,-100,-0.46,26989767000
"746","091810","티웨이항공","KOSPI","운수창고업",2820,-40,-1.4,311131386780
"747","004870","티웨이홀딩스","KOSPI","비금속광물",1420,-15,-1.05,108886815520
"748","005690","파미셀","KOSPI","의약품",15800,-250,-1.56,947351410000
"749","036580","팜스코","KOSPI","음식료품",7160,-60,-0.83,262972071880
"750","028670","팬오션","KOSPI","운수창고업",6600,-270,-3.93,3528158779200
"751","010820","퍼스텍","KOSPI","기계",2450,-45,-1.8,117750577000
"752","016800","퍼시스","KOSPI","기타제조업",29650,250,0.85,3.40975e+11
"753","001020","페이퍼코리아","KOSPI","종이목재",2205,115,5.5,82693515240
"754","090080","평화산업","KOSPI","운수장비",1100,0,0,60392484900
"755","010770","평화홀딩스","KOSPI","운수장비",3690,-30,-0.81,53967969540
"756","058430","포스코강판","KOSPI","철강금속",28600,650,2.33,1.716e+11
"757","047050","포스코인터내셔널","KOSPI","유통업",19950,-550,-2.68,2461334222550
"758","003670","포스코케미칼","KOSPI","비금속광물",148000,5000,3.5,11464556560000
"759","007630","폴루스바이오팜","KOSPI","유통업",1225,0,0,55134426375
"760","017810","풀무원","KOSPI","음식료품",16900,-100,-0.59,644237109100
"761","103140","풍산","KOSPI","철강금속",31750,50,0.16,889770826500
"762","005810","풍산홀딩스","KOSPI","기타금융",22250,-300,-1.33,231611998000
"763","950210","프레스티지바이오파마","KOSPI","서비스업",30650,-900,-2.85,1841947150750
"764","033180","필룩스","KOSPI","전기전자",3915,90,2.35,365795832600
"765","086790","하나금융지주","KOSPI","기타금융",40950,-100,-0.24,12294912438900
"766","293480","하나제약","KOSPI","의약품",23700,0,0,3.8394e+11
"767","039130","하나투어","KOSPI","서비스업",67600,-1300,-1.89,942288906000
"768","172580","하이골드12호","KOSPI","서비스업",2135,20,0.95,27850007500
"769","153360","하이골드3호","KOSPI","서비스업",1305,10,0.77,21075475950
"770","071090","하이스틸","KOSPI","철강금속",27650,1100,4.14,55298451600
"771","019490","하이트론","KOSPI","전기전자",10100,410,4.23,67819116400
"772","000080","하이트진로","KOSPI","음식료품",38300,350,0.92,2686117301300
"773","000087","하이트진로2우B","KOSPI","음식료품",20350,150,0.74,22998308300
"774","000140","하이트진로홀딩스","KOSPI","기타금융",16050,100,0.63,372468578250
"775","000145","하이트진로홀딩스우","KOSPI","기타금융",15000,200,1.35,7062150000
"776","152550","한국ANKOR유전","KOSPI","기타금융",1665,5,0.3,116583300000
"777","036460","한국가스공사","KOSPI","전기가스업",32050,-150,-0.47,2958631650000
"778","005430","한국공항","KOSPI","운수창고업",40450,-1050,-2.53,128079059750
"779","071050","한국금융지주","KOSPI","기타금융",85100,-1400,-1.62,4742281919200
"780","071055","한국금융지주우","KOSPI","기타금융",63000,-300,-0.47,369069813000
"781","010040","한국내화","KOSPI","비금속광물",3985,25,0.63,91111573520
"782","025540","한국단자","KOSPI","전기전자",71900,-1500,-2.04,748838500000
"783","004090","한국석유","KOSPI","비금속광물",252000,18500,7.92,165110400000
"784","002200","한국수출포장","KOSPI","종이목재",23450,600,2.63,9.38e+10
"785","002960","한국쉘석유","KOSPI","화학",248000,500,0.2,3.224e+11
"786","000240","한국앤컴퍼니","KOSPI","기타금융",17900,-150,-0.83,1665061096700
"787","123890","한국자산신탁","KOSPI","기타금융",4055,70,1.76,502729784360
"788","015760","한국전력","KOSPI","전기가스업",22800,50,0.22,14636780955600
"789","006200","한국전자홀딩스","KOSPI","기타금융",1530,55,3.73,71608798080
"790","009540","한국조선해양","KOSPI","운수장비",117500,1500,1.29,8315841130000
"791","023350","한국종합기술","KOSPI","서비스업",6800,400,6.25,7.446e+10
"792","025890","한국주강","KOSPI","기계",1805,15,0.84,20413212495
"793","000970","한국주철관","KOSPI","철강금속",9030,-30,-0.33,205888515000
"794","104700","한국철강","KOSPI","철강금속",9100,10,0.11,4.19055e+11
"795","017960","한국카본","KOSPI","기계",11700,0,0,514340856900
"796","161890","한국콜마","KOSPI","화학",56500,-100,-0.18,1292786670000
"797","024720","한국콜마홀딩스","KOSPI","기타금융",28850,250,0.87,535938343150
"798","161390","한국타이어앤테크놀로지","KOSPI","화학",44950,700,1.58,5568184351550
"799","034830","한국토지신탁","KOSPI","기타금융",2085,30,1.46,526440044550
"800","007280","한국특수형강","KOSPI","철강금속",1900,-15,-0.78,101160704400
"801","168490","한국패러랠","KOSPI","기타금융",1955,5,0.26,156439100000
"802","010100","한국프랜지","KOSPI","운수장비",2965,-15,-0.5,90285495300
"803","047810","한국항공우주","KOSPI","운수장비",37300,1400,3.9,3635821491100
"804","123690","한국화장품","KOSPI","유통업",12050,-100,-0.82,193619400000
"805","003350","한국화장품제조","KOSPI","화학",35850,-300,-0.83,162472200000
"806","011500","한농화성","KOSPI","화학",16900,300,1.81,264266009800
"807","002390","한독","KOSPI","의약품",27400,-50,-0.18,377120804200
"808","014790","한라","KOSPI","건설업",5100,30,0.59,198262204200
"809","060980","한라홀딩스","KOSPI","기타금융",40900,-300,-0.73,428307663000
"810","053690","한미글로벌","KOSPI","서비스업",9990,40,0.4,109465924500
"811","042700","한미반도체","KOSPI","기계",24800,-250,-1,1226604949600
"812","008930","한미사이언스","KOSPI","기타금융",59000,0,0,3970972049000
"813","128940","한미약품","KOSPI","의약품",316500,-2000,-0.63,3822776253000
"814","009240","한샘","KOSPI","유통업",108500,1000,0.93,2553431188000
"815","020000","한섬","KOSPI","섬유의복",39850,350,0.89,981505500000
"816","003680","한성기업","KOSPI","음식료품",8000,180,2.3,49676120000
"817","105630","한세실업","KOSPI","섬유의복",21850,-450,-2.02,8.74e+11
"818","069640","한세엠케이","KOSPI","유통업",3620,0,0,46731745640
"819","016450","한세예스24홀딩스","KOSPI","섬유의복",7960,30,0.38,3.184e+11
"820","010420","한솔PNS","KOSPI","유통업",1980,40,2.06,40576163760
"821","009180","한솔로지스틱스","KOSPI","운수창고업",3380,30,0.9,92873696500
"822","213500","한솔제지","KOSPI","종이목재",13750,-50,-0.36,327257920000
"823","014680","한솔케미칼","KOSPI","화학",225000,2000,0.9,2550418875000
"824","004710","한솔테크닉스","KOSPI","전기전자",10050,50,0.5,322704273900
"825","004150","한솔홀딩스","KOSPI","기타금융",3655,5,0.14,153541348935
"826","025750","한솔홈데코","KOSPI","종이목재",2005,55,2.82,161533123745
"827","004960","한신공영","KOSPI","건설업",19050,-150,-0.78,220421873100
"828","011700","한신기계","KOSPI","기계",1870,-5,-0.27,60674302370
"829","001750","한양증권","KOSPI","증권",10500,50,0.48,133649607000
"830","001755","한양증권우","KOSPI","증권",15750,0,0,8268750000
"831","018880","한온시스템","KOSPI","기계",17950,-450,-2.45,9.58171e+12
"832","009420","한올바이오파마","KOSPI","의약품",22650,50,0.22,1183250450700
"833","014130","한익스프레스","KOSPI","운수창고업",5940,-50,-0.83,7.128e+10
"834","300720","한일시멘트","KOSPI","비금속광물",132500,7500,6,917715405000
"835","002220","한일철강","KOSPI","철강금속",2265,-5,-0.22,59789975100
"836","006390","한일현대시멘트","KOSPI","비금속광물",39500,-250,-0.63,664440955000
"837","003300","한일홀딩스","KOSPI","비금속광물",11550,50,0.43,332822259000
"838","051600","한전KPS","KOSPI","건설업",28100,0,0,1.2645e+12
"839","052690","한전기술","KOSPI","서비스업",20400,-400,-1.92,7.79688e+11
"840","130660","한전산업","KOSPI","서비스업",4630,40,0.87,1.50938e+11
"841","002320","한진","KOSPI","운수창고업",43300,-300,-0.69,647232292400
"842","097230","한진중공업","KOSPI","건설업",6940,10,0.14,577923510140
"843","003480","한진중공업홀딩스","KOSPI","전기가스업",3815,10,0.26,112656232780
"844","180640","한진칼","KOSPI","운수창고업",58500,-500,-0.85,3876365259000
"845","18064K","한진칼우","KOSPI","운수창고업",39900,650,1.66,21416963400
"846","005110","한창","KOSPI","유통업",1205,-5,-0.41,80482274145
"847","009460","한창제지","KOSPI","종이목재",2295,-20,-0.86,136936880370
"848","000880","한화","KOSPI","화학",29150,-50,-0.17,2185047125250
"849","00088K","한화3우B","KOSPI","화학",13850,-50,-0.36,311237200000
"850","088350","한화생명","KOSPI","보험",2970,-45,-1.49,2579534100000
"851","000370","한화손해보험","KOSPI","보험",4970,425,9.35,580192407550
"852","009830","한화솔루션","KOSPI","화학",45000,1350,3.09,8607532365000
"853","009835","한화솔루션우","KOSPI","화학",56000,400,0.72,62929272000
"854","272210","한화시스템","KOSPI","전기전자",19500,-100,-0.51,2149492585500
"855","012450","한화에어로스페이스","KOSPI","운수장비",39250,0,0,1987227500000
"856","000885","한화우","KOSPI","화학",37500,-1000,-2.6,17973525000
"857","003530","한화투자증권","KOSPI","증권",2900,-5,-0.17,622188547500
"858","003535","한화투자증권우","KOSPI","증권",4255,-85,-1.96,2.0424e+10
"859","195870","해성디에스","KOSPI","전기전자",33150,100,0.3,5.6355e+11
"860","101530","해태제과식품","KOSPI","음식료품",8280,-180,-2.13,241087286160
"861","143210","핸즈코퍼레이션","KOSPI","운수장비",6940,80,1.17,151731079920
"862","000720","현대건설","KOSPI","건설업",43000,-300,-0.69,4788297895000
"863","267270","현대건설기계","KOSPI","기계",50600,2250,4.65,996860125800
"864","000725","현대건설우","KOSPI","건설업",176500,9000,5.37,17448084000
"865","005440","현대그린푸드","KOSPI","유통업",10300,0,0,1006356164600
"866","086280","현대글로비스","KOSPI","운수창고업",187500,-4500,-2.34,7.03125e+12
"867","064350","현대로템","KOSPI","운수장비",20050,-50,-0.25,2188302974650
"868","079430","현대리바트","KOSPI","기타제조업",17050,0,0,350126558100
"869","012330","현대모비스","KOSPI","운수장비",283000,-3500,-1.22,26826445602000
"870","010620","현대미포조선","KOSPI","운수장비",58400,-400,-0.68,2332621501600
"871","069960","현대백화점","KOSPI","유통업",86200,-100,-0.12,2017290414200
"872","004560","현대비앤지스틸","KOSPI","철강금속",17900,500,2.87,269910716900
"873","004565","현대비앤지스틸우","KOSPI","철강금속",95000,6000,6.74,10435940000
"874","011760","현대상사","KOSPI","유통업",19300,-450,-2.28,255319043800
"875","004310","현대약품","KOSPI","의약품",7760,-210,-2.63,2.4832e+11
"876","322000","현대에너지솔루션","KOSPI","전기전자",34550,150,0.44,3.8696e+11
"877","017800","현대엘리베이","KOSPI","기계",43850,150,0.34,1789746125350
"878","307950","현대오토에버","KOSPI","서비스업",122500,-1000,-0.81,2.5725e+12
"879","011210","현대위아","KOSPI","운수장비",78800,-1100,-1.38,2142972540400
"880","267260","현대일렉트릭","KOSPI","전기전자",19700,-200,-1.01,710128559500
"881","004020","현대제철","KOSPI","철강금속",42450,-1050,-2.41,5664773573250
"882","267250","현대중공업지주","KOSPI","화학",268000,3500,1.32,4234029356000
"883","005380","현대차","KOSPI","운수장비",221000,-5500,-2.43,47220669327000
"884","005387","현대차2우B","KOSPI","운수장비",98300,-2200,-2.19,3586519833300
"885","005389","현대차3우B","KOSPI","운수장비",94200,-1700,-1.77,228786837000
"886","005385","현대차우","KOSPI","운수장비",1e+05,-3000,-2.91,2435668500000
"887","001500","현대차증권","KOSPI","증권",12250,-50,-0.41,368077097500
"888","227840","현대코퍼레이션홀딩스","KOSPI","유통업",14600,100,0.69,132872205600
"889","126560","현대퓨처넷","KOSPI","서비스업",5400,390,7.78,609533618400
"890","001450","현대해상","KOSPI","보험",23550,-100,-0.42,2.10537e+12
"891","057050","현대홈쇼핑","KOSPI","유통업",79800,-200,-0.25,9.576e+11
"892","093240","형지엘리트","KOSPI","섬유의복",4200,540,14.75,130850151600
"893","003010","혜인","KOSPI","유통업",7680,-230,-2.91,97633896960
"894","111110","호전실업","KOSPI","섬유의복",10300,-50,-0.48,8.24e+10
"895","008770","호텔신라","KOSPI","유통업",86200,-1600,-1.82,3383188030200
"896","008775","호텔신라우","KOSPI","유통업",83200,-700,-0.83,62556332800
"897","002460","화성산업","KOSPI","건설업",11700,-50,-0.43,145674360000
"898","378850","화승알앤에이","KOSPI","운수장비",6000,-450,-6.98,113961738000
"899","241590","화승엔터프라이즈","KOSPI","기타제조업",16250,-300,-1.81,983863318750
"900","006060","화승인더","KOSPI","화학",7620,-130,-1.68,421538400000
"901","013520","화승코퍼레이션","KOSPI","운수장비",1920,-115,-5.65,96098403840
"902","010690","화신","KOSPI","운수장비",5060,-20,-0.39,176697274600
"903","133820","화인베스틸","KOSPI","철강금속",2565,75,3.01,75795750000
"904","010660","화천기계","KOSPI","기계",2430,20,0.83,5.346e+10
"905","000850","화천기공","KOSPI","기계",32250,150,0.47,7.095e+10
"906","016580","환인제약","KOSPI","의약품",18300,250,1.39,340381281000
"907","032560","황금에스티","KOSPI","철강금속",8390,-10,-0.12,1.1746e+11
"908","004800","효성","KOSPI","기타금융",84000,2300,2.82,1769966100000
"909","094280","효성ITX","KOSPI","서비스업",19450,-350,-1.77,224806990000
"910","298040","효성중공업","KOSPI","전기전자",73300,200,0.27,683489368400
"911","298050","효성첨단소재","KOSPI","화학",380000,31000,8.88,1702380240000
"912","298020","효성티앤씨","KOSPI","화학",555000,19000,3.54,2401863510000
"913","298000","효성화학","KOSPI","화학",316500,15500,5.15,1009674879000
"914","093370","후성","KOSPI","화학",10550,-100,-0.94,977001940450
"915","081660","휠라홀딩스","KOSPI","유통업",44300,-500,-1.12,2691323434600
"916","005870","휴니드","KOSPI","전기전자",6630,60,0.91,93589179450
"917","079980","휴비스","KOSPI","화학",8730,100,1.16,3.01185e+11
"918","005010","휴스틸","KOSPI","철강금속",9830,-170,-1.7,74920996440
"919","069260","휴켐스","KOSPI","화학",24750,1150,4.87,1011745053000
"920","000540","흥국화재","KOSPI","보험",3920,-30,-0.76,251831168400
"921","000547","흥국화재2우B","KOSPI","보험",19800,400,2.06,3041280000
"922","000545","흥국화재우","KOSPI","보험",8180,540,7.07,6282240000
"923","003280","흥아해운","KOSPI","운수창고업",258,0,0,30117000222
"924","060310","3S","KOSDAQ","기계·장비",2410,0,0,108960666950
"925","054620","APS홀딩스","KOSDAQ","금융",8530,240,2.9,173962705130
"926","265520","AP시스템","KOSDAQ","반도체",29450,300,1.03,426442685150
"927","211270","AP위성","KOSDAQ","통신장비",16150,-500,-3,243256209600
"928","035760","CJ ENM","KOSDAQ","방송서비스",141700,-1000,-0.7,3107361121800
"929","051500","CJ프레시웨이","KOSDAQ","유통",24450,-250,-1.01,290260277700
"930","058820","CMG제약","KOSDAQ","제약",4460,-5,-0.11,619459408240
"931","023460","CNH","KOSDAQ","금융",2800,335,13.59,1.0416e+11
"932","056000","COWON","KOSDAQ","디지털컨텐츠",2860,0,0,56399843500
"933","065770","CS","KOSDAQ","통신장비",2620,45,1.75,49348093000
"934","083660","CSA 코스믹","KOSDAQ","화학",1840,-785,-29.9,68212562800
"935","367340","DB금융스팩8호","KOSDAQ","금융",2085,0,0,12614250000
"936","367360","DB금융스팩9호","KOSDAQ","금융",2035,5,0.25,9849400000
"937","068790","DMS","KOSDAQ","기계·장비",8220,80,0.98,201990561420
"938","241520","DSC인베스트먼트","KOSDAQ","금융",5350,110,2.1,148076588450
"939","245620","EDGC","KOSDAQ","기타서비스",4975,-105,-2.07,213599291725
"940","037370","EG","KOSDAQ","유통",11750,200,1.73,8.8125e+10
"941","079190","EMW","KOSDAQ","통신장비",2780,0,0,88360067660
"942","130500","GH신소재","KOSDAQ","섬유·의류",6400,-40,-0.62,7.04e+10
"943","900290","GRT","KOSDAQ","금융",951,0,0,64073625000
"944","083450","GST","KOSDAQ","반도체",23850,450,1.92,222228218250
"945","028150","GS홈쇼핑","KOSDAQ","방송서비스",150500,300,0.2,987656250000
"946","045890","GV","KOSDAQ","일반전기전자",240,0,0,20823884880
"947","078150","HB테크놀러지","KOSDAQ","기계·장비",3020,210,7.47,238551086520
"948","036640","HRS","KOSDAQ","화학",5440,-80,-1.45,88970112000
"949","335870","IBKS제12호스팩","KOSDAQ","금융",2165,0,0,6754800000
"950","351340","IBKS제13호스팩","KOSDAQ","금융",2090,-10,-0.48,10805300000
"951","351320","IBKS제14호스팩","KOSDAQ","금융",2090,0,0,9049700000
"952","373200","IBKS제15호스팩","KOSDAQ","금융",2075,5,0.24,7.304e+09
"953","095340","ISC","KOSDAQ","반도체",22000,1250,6.02,356933456000
"954","099520","ITX-AI","KOSDAQ","통신장비",1405,65,4.85,41168864615
"955","950170","JTC","KOSDAQ","유통",5130,30,0.59,179578302210
"956","067290","JW신약","KOSDAQ","제약",4905,45,0.93,215510288490
"957","035900","JYP Ent.","KOSDAQ","오락·문화",36150,750,2.12,1283234335800
"958","024840","KBI메탈","KOSDAQ","금속",2185,-5,-0.23,71997602880
"959","024120","KB오토시스","KOSDAQ","운송장비·부품",9850,-250,-2.48,1.13275e+11
"960","021320","KCC건설","KOSDAQ","건설",8480,-120,-1.4,1.81472e+11
"961","036670","KCI","KOSDAQ","화학",9130,-60,-0.65,102895100000
"962","044180","KD","KOSDAQ","건설",1220,110,9.91,20160939200
"963","151860","KG ETS","KOSDAQ","기타서비스",5970,-40,-0.67,2.1492e+11
"964","046440","KG모빌리언스","KOSDAQ","소프트웨어",9750,-160,-1.61,378549288000
"965","035600","KG이니시스","KOSDAQ","소프트웨어",18850,0,0,525998580900
"966","060720","KH바텍","KOSDAQ","IT부품",21800,-100,-0.46,516091085400
"967","122450","KMH","KOSDAQ","방송서비스",11900,-50,-0.42,539497971600
"968","052900","KMH하이텍","KOSDAQ","반도체",2070,-60,-2.82,97052982930
"969","058400","KNN","KOSDAQ","방송서비스",1930,25,1.31,255589359600
"970","114450","KPX생명과학","KOSDAQ","제약",9010,180,2.04,1.3515e+11
"971","036030","KTH","KOSDAQ","유통",10650,-600,-5.33,380364984300
"972","060370","KT서브마린","KOSDAQ","건설",5820,100,1.75,1.27458e+11
"973","065150","MP그룹","KOSDAQ","유통",895,0,0,111370196730
"974","219550","MP한강","KOSDAQ","유통",1075,-10,-0.92,85814953800
"975","160550","NEW","KOSDAQ","오락·문화",13350,1550,13.14,372546515100
"976","053290","NE능률","KOSDAQ","출판·매체복제",10400,460,4.63,171873592800
"977","104200","NHN벅스","KOSDAQ","디지털컨텐츠",7150,100,1.42,106016982500
"978","060250","NHN한국사이버결제","KOSDAQ","소프트웨어",52000,1100,2.16,1194512436000
"979","030190","NICE평가정보","KOSDAQ","기타서비스",24700,500,2.07,1499656054000
"980","078590","OQP","KOSDAQ","운송장비·부품",3890,0,0,306238837930
"981","178920","PI첨단소재","KOSDAQ","화학",48500,-200,-0.41,1424266617000
"982","024940","PN풍년","KOSDAQ","금속",4660,-5,-0.11,4.66e+10
"983","218410","RFHIC","KOSDAQ","일반전기전자",38300,900,2.41,913363846000
"984","091340","S&K폴리텍","KOSDAQ","IT부품",5150,10,0.19,60274163150
"985","019550","SBI인베스트먼트","KOSDAQ","금융",1710,-5,-0.29,277133843250
"986","950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제",8790,-80,-0.9,211382271600
"987","046140","SBS콘텐츠허브","KOSDAQ","오락·문화",7050,370,5.54,151318062750
