"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",889,1023,1220,11252
"매출원가",286,346,407,2675
"매출총이익",603,677,813,8577
"판매비와관리비",527,570,589,1815
"인건비",185,223,242,822
"유무형자산상각비",46,74,96,150
"연구개발비",126,103,96,259
"광고선전비",NA,NA,NA,NA
"판매비",45,27,1,292
"관리비",126,145,153,291
"기타원가성비용",NA,NA,NA,NA
"기타",NA,NA,NA,NA
"영업이익",76,106,224,6762
"영업이익(발표기준)",76,106,224,6762
"금융수익",42,34,34,179
"이자수익",8,5,8,8
"배당금수익",NA,NA,NA,NA
"외환이익",33,29,25,170
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",0,0,0,NA
"금융자산평가이익",0,0,0,1
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",0,0,0,0
"금융원가",76,33,25,339
"이자비용",16,4,5,14
"외환손실",53,28,19,315
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",0,0,NA,0
"금융자산평가손실",1,0,1,10
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",4,1,NA,0
"기타수익",4,3,39,23
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",0,1,0,10
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",NA,NA,NA,5
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",17,6,2,81
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",0,0,1,1
"자산평가손실",NA,NA,NA,NA
"자산손상차손",16,2,NA,7
"기타대손상각비",1,4,NA,NA
"충당부채전입액",NA,NA,NA,NA
