"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",230,362,384,562
"매출원가",208,297,345,459
"매출총이익",22,65,39,103
"판매비와관리비",283,358,527,716
"인건비",83,88,96,237
"유무형자산상각비",3,2,10,93
"연구개발비",127,222,338,226
"광고선전비",NA,NA,NA,3
"판매비",4,-1,0,-1
"관리비",62,44,73,150
"기타원가성비용",NA,NA,NA,NA
"기타",3,3,9,8
"영업이익",-261,-293,-487,-613
"영업이익(발표기준)",-261,-293,-487,-613
"금융수익",14,318,190,206
"이자수익",6,9,8,17
"배당금수익",NA,NA,NA,NA
"외환이익",0,2,2,6
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",1,307,176,180
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",6,0,1,3
"기타금융수익",NA,NA,2,NA
"금융원가",90,137,249,126
"이자비용",42,128,195,53
"외환손실",4,1,2,41
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,2,0
"금융자산평가손실",NA,6,47,30
"금융자산손상차손",41,NA,NA,NA
"파생상품손실",1,2,3,2
"기타금융원가",2,1,NA,NA
"기타수익",9,1,6,9
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",0,0,0,0
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",1,1,0,1
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",7,NA,5,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",22,42,75,305
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",5,8,1,0
"자산평가손실",NA,NA,NA,NA
"자산손상차손",16,32,72,2
"기타대손상각비",NA,0,NA,300
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",17,288,19,-102
"지분법손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,318,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",-334,135,-598,-932
"법인세비용",-120,0,-1,-45
"계속영업이익",-213,135,-597,-887
"중단영업이익",NA,NA,NA,NA
"당기순이익",-213,135,-597,-887
"지배주주순이익",-165,253,-444,-801
"비지배주주순이익",-48,-118,-153,-86
"자산",1882,3040,3626,7065
"유동자산",353,1171,697,2516
"재고자산",41,39,49,49
"유동생물자산",NA,NA,NA,NA
"유동금융자산",195,733,127,45
"매출채권및기타유동채권",39,90,90,145
"당기법인세자산",NA,NA,NA,NA
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",4,8,22,70
"현금및현금성자산",73,302,409,2207
"매각예정비유동자산및처분자산집단",NA,NA,NA,NA
"비유동자산",1529,1869,2929,4549
"유형자산",103,128,125,199
"무형자산",1266,1336,1336,2638
"비유동생물자산",NA,NA,NA,NA
"투자부동산",27,27,26,26
"장기금융자산",25,15,292,538
"관계기업등지분관련투자자산",106,360,1150,1065
"장기매출채권및기타비유동채권",NA,1,0,1
"이연법인세자산",NA,NA,NA,74
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",2,2,NA,8
"기타금융업자산",NA,NA,NA,NA
"부채",745,945,1734,1490
"유동부채",423,209,677,980
"단기사채",287,50,24,378
"단기차입금",28,59,97,62
"유동성장기부채",NA,NA,NA,NA
"유동금융부채",2,2,11,20
"매입채무및기타유동채무",86,94,540,503
"유동종업원급여충당부채",NA,NA,NA,NA
"기타단기충당부채",4,1,1,1
"당기법인세부채",NA,NA,NA,NA
"계약부채",NA,3,4,17
"반품(환불)부채",NA,NA,NA,NA
"배출부채",NA,NA,NA,NA
"기타유동부채",15,NA,NA,NA
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA,NA
"비유동부채",322,736,1057,510
"사채",NA,266,707,NA
"장기차입금",43,50,38,6
"비유동금융부채",0,126,11,88
"장기매입채무및기타비유동채무",2,7,2,3
