"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",2827,2470,2950,3156
"매출원가",2565,2258,2619,2855
"매출총이익",261,211,331,302
"판매비와관리비",165,160,127,117
"인건비",79,91,52,41
"유무형자산상각비",4,4,11,10
"연구개발비",22,16,12,13
"광고선전비",0,0,0,NA
"판매비",20,16,12,20
"관리비",37,30,39,32
"기타원가성비용",NA,NA,NA,NA
"기타",2,2,1,1
"영업이익",97,51,204,185
"영업이익(발표기준)",97,51,204,185
"금융수익",9,13,15,15
"이자수익",9,13,15,15
"배당금수익",NA,NA,NA,NA
"외환이익",NA,NA,NA,NA
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",NA,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",0,NA,NA,NA
"기타금융수익",NA,NA,NA,NA
"금융원가",4,5,3,1
"이자비용",4,5,3,1
"외환손실",NA,NA,NA,NA
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,NA,NA
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",NA,NA,NA,NA
"기타수익",92,93,66,98
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",1,6,7,37
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",NA,NA,NA,NA
"로열티수익",NA,NA,NA,NA
"수수료수익",6,NA,NA,NA
"대손충당금환입",NA,NA,NA,6
"충당부채환입액",NA,NA,NA,NA
"기타비용",126,80,42,71
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",0,0,2,NA
"자산평가손실",NA,NA,NA,NA
"자산손상차손",2,1,NA,NA
"기타대손상각비",0,NA,15,NA
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,NA,NA,NA
"지분법손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",68,72,240,226
"법인세비용",30,17,71,49
"계속영업이익",38,55,169,177
"중단영업이익",-6,-5,-42,-8
"당기순이익",31,50,127,169
"지배주주순이익",31,48,125,168
"비지배주주순이익",1,1,2,2
"자산",1969,1923,2014,2086
"유동자산",1274,1350,1436,1630
"재고자산",190,209,208,168
"유동생물자산",NA,NA,NA,NA
"유동금융자산",344,445,593,753
"매출채권및기타유동채권",225,300,243,308
"당기법인세자산",9,5,NA,NA
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",50,81,53,57
"현금및현금성자산",456,243,338,344
"매각예정비유동자산및처분자산집단",NA,67,NA,NA
"비유동자산",695,573,578,456
"유형자산",526,419,425,364
"무형자산",8,5,3,2
"비유동생물자산",NA,NA,NA,NA
"투자부동산",NA,NA,NA,NA
"장기금융자산",124,109,118,49
