"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",15070,17817,26439,23064
"매출원가",13765,16196,24287,20758
"매출총이익",1305,1621,2152,2306
"판매비와관리비",782,816,1521,1635
"인건비",308,313,529,534
"유무형자산상각비",15,22,75,82
"연구개발비",NA,NA,NA,NA
"광고선전비",5,8,14,10
"판매비",200,193,480,622
"관리비",212,223,318,316
"기타원가성비용",NA,NA,NA,NA
"기타",42,55,106,70
"영업이익",522,805,631,671
"영업이익(발표기준)",522,805,631,671
"금융수익",122,182,240,343
"이자수익",5,12,24,29
"배당금수익",NA,NA,NA,0
"외환이익",88,63,174,252
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",11,6,2,4
"금융자산평가이익",14,100,11,37
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",4,1,29,21
"기타금융수익",0,NA,NA,NA
"금융원가",182,235,364,516
"이자비용",69,131,187,166
"외환손실",113,78,157,283
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,1,10
"금융자산평가손실",NA,18,5,24
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,8,14,33
"기타금융원가",NA,NA,NA,NA
"기타수익",57,1622,91,85
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",2,1,6,5
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",13,16,49,43
"로열티수익",NA,NA,NA,NA
"수수료수익",1,1,NA,2
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",298,445,127,158
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",21,25,2,4
"자산평가손실",NA,NA,NA,NA
"자산손상차손",143,378,59,97
"기타대손상각비",97,NA,14,NA
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-20,-6,0,-3
"지분법손익",-20,-6,0,-3
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",201,1924,473,422
"법인세비용",231,364,325,84
"계속영업이익",-30,1560,147,338
"중단영업이익",321,1668,NA,NA
"당기순이익",291,3228,147,338
"지배주주순이익",255,3164,-31,171
"비지배주주순이익",36,63,178,167
"자산",24117,24454,24485,23156
"유동자산",12321,12848,12852,11716
"재고자산",5924,6467,6152,4571
"유동생물자산",NA,NA,NA,NA
"유동금융자산",594,404,527,828
"매출채권및기타유동채권",4777,4702,4865,4321
"당기법인세자산",22,27,42,61
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",138,118,63,65
"현금및현금성자산",868,1118,1202,1870
"매각예정비유동자산및처분자산집단",NA,12,NA,NA
"비유동자산",11796,11606,11634,11439
"유형자산",8994,9819,9838,9768
"무형자산",432,155,120,110
"비유동생물자산",NA,NA,NA,NA
"투자부동산",314,430,454,426
"장기금융자산",1134,922,900,692
"관계기업등지분관련투자자산",38,33,34,79
"장기매출채권및기타비유동채권",634,79,78,76
"이연법인세자산",243,129,72,63
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",7,39,138,225
"기타금융업자산",NA,NA,NA,NA
"부채",11426,10928,10962,9848
"유동부채",8819,8089,7698,6707
"단기사채",NA,NA,NA,NA
"단기차입금",4594,4279,4344,3397
"유동성장기부채",985,939,694,749
"유동금융부채",5,3,3,0
"매입채무및기타유동채무",2879,2710,2335,2319
"유동종업원급여충당부채",NA,NA,NA,NA
"기타단기충당부채",NA,NA,NA,NA
"당기법인세부채",332,96,231,133
"계약부채",NA,NA,NA,NA
"반품(환불)부채",NA,NA,NA,NA
"배출부채",NA,NA,NA,NA
"기타유동부채",24,63,91,108
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA,NA
"비유동부채",2606,2839,3264,3141
