"","."
"1",143
"2",112
"3",31
"4",49
"5",18
"6",1
"7",15
"8",1
"9",3
"10",8
"11",NA
"12",4
"13",-18
"14",-18
"15",1
"16",0
"17",NA
"18",1
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",NA
"27",4
"28",1
"29",2
"30",NA
"31",NA
"32",NA
"33",NA
"34",0
"35",NA
"36",NA
"37",NA
"38",4
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",0
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",0
"60",0
"61",NA
"62",NA
"63",-17
"64",-5
"65",-12
"66",NA
"67",-12
"68",-12
"69",NA
"70",895
"71",424
"72",105
"73",NA
"74",5
"75",122
"76",0
"77",10
"78",NA
"79",NA
"80",7
"81",174
"82",NA
"83",472
"84",377
"85",11
"86",NA
"87",43
"88",3
"89",1
"90",37
"91",NA
"92",NA
"93",NA
"94",NA
"95",441
"96",375
"97",NA
"98",220
"99",30
"100",4
"101",88
"102",NA
"103",19
"104",NA
"105",13
"106",1
"107",NA
"108",NA
"109",NA
"110",67
"111",NA
"112",12
"113",11
"114",1
"115",16
"116",0
"117",26
"118",NA
"119",NA
"120",NA
"121",454
"122",454
"123",105
"124",NA
"125",255
"126",-17
"127",85
"128",26
"129",NA
"130",34
"131",-12
"132",NA
"133",10
"134",3
"135",0
"136",NA
"137",2
"138",0
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",0
"149",NA
"150",NA
"151",6
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",5
"164",38
"165",45
"166",-8
"167",NA
"168",NA
"169",30
"170",4
"171",0
"172",-2
"173",NA
"174",NA
"175",5
"176",NA
"177",NA
"178",1
"179",6
"180",NA
"181",0
"182",NA
"183",NA
"184",NA
"185",NA
"186",6
"187",NA
"188",NA
"189",NA
"190",NA
"191",NA
"192",NA
"193",5
"194",NA
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",4
"202",1
"203",NA
"204",NA
"205",NA
"206",NA
"207",-8
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",8
"221",NA
"222",7
"223",NA
"224",NA
"225",1
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",-1
"235",26
"236",148
"237",174
