"","."
"1",334
"2",283
"3",51
"4",43
"5",23
"6",3
"7",NA
"8",0
"9",6
"10",8
"11",NA
"12",3
"13",8
"14",8
"15",18
"16",6
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",0
"23",12
"24",NA
"25",NA
"26",NA
"27",22
"28",1
"29",NA
"30",NA
"31",NA
"32",NA
"33",1
"34",20
"35",NA
"36",NA
"37",NA
"38",22
"39",NA
"40",NA
"41",NA
"42",13
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",27
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",0
"64",2
"65",-2
"66",NA
"67",-2
"68",-2
"69",0
"70",2329
"71",1510
"72",308
"73",NA
"74",747
"75",164
"76",NA
"77",NA
"78",NA
"79",NA
"80",NA
"81",228
"82",64
"83",819
"84",545
"85",6
"86",NA
"87",222
"88",4
"89",NA
"90",8
"91",34
"92",NA
"93",NA
"94",NA
"95",434
"96",354
"97",NA
"98",172
"99",5
"100",2
"101",165
"102",NA
"103",0
"104",9
"105",NA
"106",NA
"107",NA
"108",NA
"109",NA
"110",80
"111",NA
"112",14
"113",4
"114",NA
"115",62
"116",NA
"117",NA
"118",NA
"119",NA
"120",NA
"121",1896
"122",1888
"123",212
"124",NA
"125",961
"126",-72
"127",-85
"128",873
"129",7
"130",4
"131",-2
"132",NA
"133",57
"134",5
"135",NA
"136",NA
"137",13
"138",NA
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",36
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",-12
"165",-11
"166",-1
"167",NA
"168",NA
"169",7
"170",-3
"171",6
"172",-1
"173",NA
"174",NA
"175",NA
"176",-9
"177",NA
"178",70
"179",72
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",38
"187",NA
"188",0
"189",NA
"190",NA
"191",NA
"192",34
"193",2
"194",0
"195",NA
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",2
"202",NA
"203",NA
"204",NA
"205",NA
"206",NA
"207",-1
"208",2
"209",NA
"210",2
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",3
"221",NA
"222",NA
"223",NA
"224",1
"225",1
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",-6
"235",67
"236",161
"237",228
