"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",8364,1008,1022,889
"매출원가",8189,954,965,816
"매출총이익",176,54,57,73
"판매비와관리비",306,166,180,131
"인건비",207,92,83,58
"유무형자산상각비",11,7,10,10
"연구개발비",NA,NA,NA,NA
"광고선전비",2,2,1,0
"판매비",2,4,9,0
"관리비",61,48,67,58
"기타원가성비용",NA,NA,NA,NA
"기타",24,12,10,5
"영업이익",-130,-112,-124,-58
"영업이익(발표기준)",-130,-112,-124,-58
"금융수익",2,2,83,1
"이자수익",2,1,1,1
"배당금수익",NA,NA,NA,NA
"외환이익",NA,NA,NA,NA
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",NA,NA,50,0
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",0,1,31,NA
"금융원가",309,219,255,255
"이자비용",309,202,225,154
"외환손실",NA,NA,NA,NA
"대손상각비",NA,NA,30,101
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,0,NA,NA
"금융자산평가손실",NA,5,NA,NA
"금융자산손상차손",NA,12,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",NA,NA,NA,NA
"기타수익",386,334,445,435
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",24,83,7,158
"자산평가이익",127,19,NA,1
"자산손상차손환입",NA,NA,NA,108
"임대료수익",NA,NA,NA,NA
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",463,248,719,572
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",4,29,21,89
"자산평가손실",NA,NA,1,NA
"자산손상차손",NA,67,15,NA
"기타대손상각비",29,NA,425,327
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-84,54,25,46
"지분법손익",-84,54,25,46
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",-598,-189,-546,-402
"법인세비용",22,9,-129,-39
"계속영업이익",-620,-198,-418,-364
"중단영업이익",NA,-668,-96,NA
"당기순이익",-620,-865,-514,-364
"지배주주순이익",-620,-865,-514,-364
"비지배주주순이익",NA,NA,NA,NA
"자산",8734,8037,4310,3001
"유동자산",1157,1084,938,591
"재고자산",200,188,77,76
"유동생물자산",NA,NA,NA,NA
"유동금융자산",74,72,84,215
"매출채권및기타유동채권",578,601,115,26
"당기법인세자산",0,0,0,1
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",105,70,270,225
"현금및현금성자산",200,153,137,49
"매각예정비유동자산및처분자산집단",NA,NA,255,NA
"비유동자산",7577,6953,3372,2410
"유형자산",5604,4927,2389,1985
"무형자산",9,9,7,3
"비유동생물자산",NA,NA,NA,NA
"투자부동산",656,704,16,140
"장기금융자산",429,401,263,1
"관계기업등지분관련투자자산",662,700,540,179
"장기매출채권및기타비유동채권",92,93,73,52
"이연법인세자산",NA,NA,1,NA
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",124,119,83,51
"기타금융업자산",NA,NA,NA,NA
"부채",7374,7306,4000,3119
"유동부채",3235,3125,2023,1528
"단기사채",NA,98,NA,NA
"단기차입금",1434,1486,443,125
"유동성장기부채",794,466,545,523
"유동금융부채",NA,51,289,346
"매입채무및기타유동채무",973,1005,435,324
