"","."
"1",381
"2",249
"3",132
"4",125
"5",51
"6",17
"7",24
"8",0
"9",1
"10",31
"11",NA
"12",0
"13",7
"14",7
"15",7
"16",5
"17",NA
"18",2
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",NA
"27",50
"28",3
"29",9
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",37
"37",0
"38",1
"39",NA
"40",NA
"41",NA
"42",0
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",15
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",0
"57",13
"58",1
"59",-7
"60",-7
"61",NA
"62",NA
"63",-56
"64",-2
"65",-54
"66",NA
"67",-54
"68",-54
"69",0
"70",812
"71",279
"72",68
"73",NA
"74",27
"75",92
"76",NA
"77",NA
"78",NA
"79",NA
"80",36
"81",57
"82",NA
"83",533
"84",327
"85",18
"86",NA
"87",NA
"88",84
"89",74
"90",9
"91",NA
"92",NA
"93",21
"94",NA
"95",237
"96",163
"97",1
"98",56
"99",15
"100",49
"101",35
"102",NA
"103",NA
"104",NA
"105",NA
"106",NA
"107",NA
"108",7
"109",NA
"110",74
"111",NA
"112",NA
"113",11
"114",2
"115",51
"116",11
"117",NA
"118",NA
"119",NA
"120",NA
"121",576
"122",576
"123",593
"124",NA
"125",91
"126",-7
"127",-4
"128",-98
"129",0
"130",11
"131",-54
"132",NA
"133",104
"134",6
"135",NA
"136",NA
"137",31
"138",4
"139",NA
"140",NA
"141",NA
"142",13
"143",NA
"144",NA
"145",0
"146",NA
"147",NA
"148",7
"149",NA
"150",NA
"151",2
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",2
"164",-36
"165",-18
"166",-18
"167",NA
"168",NA
"169",11
"170",-1
"171",2
"172",-3
"173",NA
"174",NA
"175",0
"176",NA
"177",NA
"178",-30
"179",1
"180",0
"181",NA
"182",NA
"183",NA
"184",1
"185",NA
"186",NA
"187",NA
"188",0
"189",NA
"190",NA
"191",NA
"192",0
"193",31
"194",19
"195",1
"196",NA
"197",NA
"198",10
"199",NA
"200",NA
"201",0
"202",NA
"203",NA
"204",NA
"205",0
"206",NA
"207",52
"208",57
"209",NA
"210",7
"211",NA
"212",NA
"213",NA
"214",NA
"215",49
"216",NA
"217",NA
"218",NA
"219",NA
"220",4
"221",1
"222",NA
"223",NA
"224",0
"225",3
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",NA
"232",NA
"233",NA
"234",0
"235",33
"236",23
"237",57
