"","."
"1",272
"2",193
"3",79
"4",26
"5",10
"6",2
"7",NA
"8",1
"9",3
"10",11
"11",NA
"12",NA
"13",52
"14",52
"15",0
"16",0
"17",NA
"18",NA
"19",NA
"20",NA
"21",NA
"22",NA
"23",0
"24",NA
"25",NA
"26",NA
"27",1
"28",1
"29",NA
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",NA
"38",0
"39",NA
"40",NA
"41",NA
"42",0
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",1
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",NA
"58",NA
"59",0
"60",0
"61",NA
"62",NA
"63",51
"64",11
"65",40
"66",NA
"67",40
"68",40
"69",NA
"70",372
"71",268
"72",NA
"73",NA
"74",5
"75",50
"76",NA
"77",22
"78",NA
"79",NA
"80",25
"81",167
"82",NA
"83",105
"84",41
"85",24
"86",NA
"87",NA
"88",18
"89",4
"90",NA
"91",13
"92",NA
"93",4
"94",NA
"95",125
"96",87
"97",NA
"98",NA
"99",NA
"100",10
"101",56
"102",NA
"103",10
"104",9
"105",1
"106",NA
"107",NA
"108",1
"109",NA
"110",38
"111",NA
"112",NA
"113",24
"114",1
"115",2
"116",11
"117",NA
"118",NA
"119",NA
"120",NA
"121",248
"122",248
"123",45
"124",NA
"125",88
"126",0
"127",0
"128",114
"129",NA
"130",59
"131",40
"132",NA
"133",46
"134",0
"135",NA
"136",1
"137",6
"138",3
"139",NA
"140",NA
"141",NA
"142",NA
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",1
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",0
"162",NA
"163",NA
"164",-19
"165",-9
"166",-10
"167",NA
"168",NA
"169",66
"170",-7
"171",0
"172",-1
"173",NA
"174",NA
"175",NA
"176",-7
"177",NA
"178",-3
"179",0
"180",NA
"181",NA
"182",NA
"183",NA
"184",NA
"185",NA
"186",NA
"187",NA
"188",0
"189",NA
"190",NA
"191",NA
"192",NA
"193",3
"194",NA
"195",0
"196",NA
"197",NA
"198",NA
"199",NA
"200",NA
"201",1
"202",1
"203",NA
"204",NA
"205",NA
"206",NA
"207",-24
"208",NA
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",NA
"219",NA
"220",4
"221",NA
"222",NA
"223",NA
"224",NA
"225",4
"226",NA
"227",NA
"228",NA
"229",NA
"230",NA
"231",-20
"232",NA
"233",NA
"234",-1
"235",32
"236",135
"237",167
