"","."
"1",125
"2",37
"3",88
"4",62
"5",30
"6",3
"7",11
"8",1
"9",2
"10",11
"11",NA
"12",3
"13",26
"14",26
"15",0
"16",0
"17",NA
"18",0
"19",NA
"20",NA
"21",NA
"22",NA
"23",NA
"24",NA
"25",NA
"26",NA
"27",0
"28",NA
"29",0
"30",NA
"31",NA
"32",NA
"33",NA
"34",NA
"35",NA
"36",NA
"37",NA
"38",1
"39",NA
"40",NA
"41",NA
"42",NA
"43",NA
"44",NA
"45",NA
"46",NA
"47",NA
"48",NA
"49",NA
"50",1
"51",NA
"52",NA
"53",NA
"54",NA
"55",NA
"56",NA
"57",0
"58",NA
"59",NA
"60",NA
"61",NA
"62",NA
"63",27
"64",3
"65",24
"66",NA
"67",24
"68",24
"69",0
"70",590
"71",229
"72",NA
"73",NA
"74",49
"75",54
"76",0
"77",NA
"78",NA
"79",NA
"80",0
"81",125
"82",NA
"83",360
"84",319
"85",28
"86",NA
"87",NA
"88",7
"89",NA
"90",NA
"91",3
"92",NA
"93",4
"94",NA
"95",30
"96",27
"97",NA
"98",NA
"99",NA
"100",NA
"101",19
"102",NA
"103",NA
"104",NA
"105",NA
"106",NA
"107",NA
"108",7
"109",NA
"110",3
"111",NA
"112",NA
"113",NA
"114",2
"115",1
"116",NA
"117",NA
"118",NA
"119",NA
"120",NA
"121",560
"122",560
"123",41
"124",NA
"125",167
"126",-22
"127",0
"128",373
"129",0
"130",23
"131",24
"132",NA
"133",9
"134",NA
"135",NA
"136",NA
"137",2
"138",1
"139",NA
"140",NA
"141",NA
"142",0
"143",NA
"144",NA
"145",NA
"146",NA
"147",NA
"148",NA
"149",NA
"150",NA
"151",0
"152",NA
"153",NA
"154",NA
"155",NA
"156",NA
"157",NA
"158",NA
"159",NA
"160",NA
"161",NA
"162",NA
"163",NA
"164",-5
"165",-9
"166",5
"167",NA
"168",NA
"169",27
"170",-4
"171",0
"172",NA
"173",NA
"174",NA
"175",NA
"176",-4
"177",NA
"178",-34
"179",7
"180",3
"181",NA
"182",NA
"183",NA
"184",1
"185",NA
"186",3
"187",NA
"188",NA
"189",NA
"190",NA
"191",NA
"192",NA
"193",41
"194",33
"195",0
"196",3
"197",NA
"198",1
"199",NA
"200",NA
"201",1
"202",3
"203",NA
"204",NA
"205",NA
"206",NA
"207",-8
"208",0
"209",NA
"210",NA
"211",NA
"212",NA
"213",NA
"214",NA
"215",NA
"216",NA
"217",NA
"218",0
"219",NA
"220",0
"221",NA
"222",NA
"223",NA
"224",NA
"225",NA
"226",NA
"227",NA
"228",0
"229",NA
"230",NA
"231",-8
"232",NA
"233",NA
"234",0
"235",-19
"236",144
"237",125
