"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",2281,2440,2529,2287
"매출원가",2069,2205,2284,2146
"매출총이익",211,235,244,141
"판매비와관리비",184,189,215,202
"인건비",53,57,77,56
"유무형자산상각비",8,7,8,10
"연구개발비",19,21,21,29
"광고선전비",0,0,NA,NA
"판매비",72,81,78,63
"관리비",31,23,18,32
"기타원가성비용",NA,NA,NA,NA
"기타",1,1,14,11
"영업이익",28,46,29,-61
"영업이익(발표기준)",28,46,29,-61
"금융수익",28,13,22,23
"이자수익",1,1,2,3
"배당금수익",NA,NA,NA,NA
"외환이익",27,11,20,20
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",0,NA,NA,NA
"금융자산평가이익",0,NA,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",NA,NA,NA,NA
"금융원가",32,28,33,44
"이자비용",12,14,18,18
"외환손실",20,14,15,26
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,NA,NA
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,NA
"기타금융원가",NA,NA,NA,NA
"기타수익",23,21,24,32
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,0,NA
"자산처분(폐기)이익",2,1,3,3
"자산평가이익",NA,NA,NA,NA
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",5,5,5,4
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",4,26,34,16
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,14,NA,NA
"자산처분(폐기)손실",0,1,4,2
"자산평가손실",NA,NA,NA,NA
"자산손상차손",NA,NA,19,NA
"기타대손상각비",NA,3,0,2
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",2,-7,-2,-29
"지분법손익",2,-7,-2,-29
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",44,19,6,-95
"법인세비용",-5,4,3,-18
"계속영업이익",50,15,3,-78
"중단영업이익",NA,NA,NA,NA
"당기순이익",50,15,3,-78
"지배주주순이익",50,15,3,-76
"비지배주주순이익",NA,NA,NA,-2
"자산",1571,1649,1809,2455
"유동자산",694,719,683,817
"재고자산",161,149,176,206
"유동생물자산",NA,NA,NA,NA
"유동금융자산",16,16,77,61
