"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",11111,11809,11390,12528
"매출원가",9405,9803,9417,10654
"매출총이익",1706,2006,1973,1874
"판매비와관리비",1008,893,916,1011
"인건비",259,259,268,324
"유무형자산상각비",14,15,36,53
"연구개발비",80,77,47,46
"광고선전비",34,29,34,31
"판매비",451,347,343,359
"관리비",166,165,187,191
"기타원가성비용",NA,NA,NA,NA
"기타",4,3,2,5
"영업이익",698,1113,1057,863
"영업이익(발표기준)",698,1113,1057,863
"금융수익",92,156,140,129
"이자수익",87,133,24,28
"배당금수익",5,5,3,3
"외환이익",NA,NA,NA,NA
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,113,98
"금융자산평가이익",NA,18,NA,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,NA
"기타금융수익",NA,NA,NA,NA
"금융원가",25,34,112,208
"이자비용",25,34,40,59
"외환손실",NA,NA,NA,NA
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,4
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,72,145
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,NA,0
"기타금융원가",NA,NA,NA,NA
"기타수익",350,181,209,530
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",113,10,2,86
"자산평가이익",15,NA,NA,NA
"자산손상차손환입",NA,0,1,2
"임대료수익",27,28,28,49
"로열티수익",NA,NA,NA,NA
"수수료수익",NA,NA,NA,NA
"대손충당금환입",NA,NA,NA,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",227,143,166,431
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",0,8,2,47
"자산평가손실",NA,NA,NA,NA
"자산손상차손",2,NA,NA,14
"기타대손상각비",NA,NA,NA,NA
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",NA,NA,NA,NA
"지분법손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",888,1273,1128,883
"법인세비용",221,307,343,216
