"","X2017.12","X2018.12","X2019.12","X2020.12"
"매출액",393,372,438,572
"매출원가",277,272,NA,NA
"매출총이익",116,100,438,572
"판매비와관리비",131,94,440,579
"인건비",22,16,47,48
"유무형자산상각비",1,1,4,5
"연구개발비",5,7,11,9
"광고선전비",22,8,16,19
"판매비",-1,3,1,4
"관리비",79,57,268,295
"기타원가성비용",NA,NA,88,191
"기타",3,2,5,8
"영업이익",-15,6,-2,-7
"영업이익(발표기준)",-15,6,-2,-7
"금융수익",2,1,8,12
"이자수익",2,1,1,0
"배당금수익",0,0,0,0
"외환이익",NA,NA,5,9
"대손충당금환입액",NA,NA,NA,NA
"매출채권처분이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련이익",NA,NA,NA,NA
"금융자산처분이익",NA,NA,NA,NA
"금융자산평가이익",NA,NA,2,NA
"금융자산손상차손환입",NA,NA,NA,NA
"파생상품이익",NA,NA,NA,2
"기타금융수익",NA,NA,NA,NA
"금융원가",2,0,25,21
"이자비용",2,0,1,1
"외환손실",NA,NA,5,7
"대손상각비",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산관련손실",NA,NA,NA,NA
"매출채권처분손실",NA,NA,NA,NA
"금융자산처분손실",NA,NA,NA,NA
"금융자산평가손실",NA,NA,1,10
"금융자산손상차손",NA,NA,NA,NA
"파생상품손실",NA,NA,19,3
"기타금융원가",NA,NA,NA,NA
"기타수익",78,25,12,42
"재고자산감모손실환입",NA,NA,NA,NA
"재고자산폐기(처분)이익",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가이익",NA,NA,NA,NA
"자산처분(폐기)이익",0,NA,NA,0
"자산평가이익",16,0,11,38
"자산손상차손환입",NA,NA,NA,NA
"임대료수익",1,1,1,2
"로열티수익",NA,NA,NA,NA
"수수료수익",0,0,0,0
"대손충당금환입",NA,1,0,NA
"충당부채환입액",NA,NA,NA,NA
"기타비용",23,23,3,7
"재고자산감모손실",NA,NA,NA,NA
"재고자산폐기(처분)손실",NA,NA,NA,NA
"당기손익-공정가치측정<U+00A0>금융자산평가손실",NA,NA,NA,NA
"자산처분(폐기)손실",1,0,0,1
"자산평가손실",0,5,NA,NA
"자산손상차손",1,0,1,NA
"기타대손상각비",1,NA,1,2
"충당부채전입액",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업관련손익",-14,-4,-15,-9
"지분법손익",-14,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식처분손익",NA,NA,NA,NA
"종속기업,공동지배기업및관계기업투자주식손상관련손익",NA,NA,NA,NA
"세전계속사업이익",28,5,-24,9
"법인세비용",16,19,23,23
"계속영업이익",11,-15,-47,-14
"중단영업이익",NA,-72,82,NA
"당기순이익",11,-87,36,-14
"지배주주순이익",13,-87,36,-22
"비지배주주순이익",-2,0,0,8
"자산",364,438,457,446
"유동자산",192,233,224,183
"재고자산",5,9,14,37
"유동생물자산",NA,NA,NA,NA
"유동금융자산",48,48,7,16
"매출채권및기타유동채권",53,74,97,72
"당기법인세자산",0,0,0,0
"계약자산",NA,NA,NA,NA
"반품(환불)자산",NA,NA,NA,NA
"배출권",NA,NA,NA,NA
"기타유동자산",49,61,44,30
"현금및현금성자산",38,40,61,28
"매각예정비유동자산및처분자산집단",NA,NA,NA,NA
"비유동자산",172,205,233,263
"유형자산",4,4,8,8
"무형자산",2,17,1,0
"비유동생물자산",NA,NA,NA,NA
"투자부동산",105,105,130,168
"장기금융자산",31,24,41,29
"관계기업등지분관련투자자산",9,32,15,34
"장기매출채권및기타비유동채권",7,7,7,8
"이연법인세자산",NA,NA,NA,1
"장기당기법인세자산",NA,NA,NA,NA
"기타비유동자산",14,17,32,16
"기타금융업자산",NA,NA,NA,NA
"부채",149,315,270,258
"유동부채",89,245,224,135
"단기사채",NA,NA,NA,NA
"단기차입금",NA,NA,5,10
"유동성장기부채",3,3,4,NA
"유동금융부채",NA,NA,70,5
"매입채무및기타유동채무",54,122,114,87
"유동종업원급여충당부채",NA,NA,NA,NA
"기타단기충당부채",NA,NA,NA,NA
"당기법인세부채",0,0,0,NA
"계약부채",NA,NA,NA,NA
"반품(환불)부채",NA,NA,NA,NA
"배출부채",NA,NA,NA,NA
"기타유동부채",32,120,32,32
"매각예정으로분류된처분자산집단에포함된부채",NA,NA,NA,NA
"비유동부채",60,71,46,123
"사채",NA,NA,NA,NA
"장기차입금",5,5,4,95
"비유동금융부채",33,47,3,1
"장기매입채무및기타비유동채무",3,3,4,1
"비유동종업원급여충당부채",NA,1,NA,NA
"기타장기충당부채",NA,NA,NA,0
"이연법인세부채",NA,NA,NA,NA
"장기당기법인세부채",NA,NA,NA,NA
"기타비유동부채",19,15,36,25
"기타금융업부채",NA,NA,NA,NA
"자본",215,122,187,189
"지배기업주주지분",217,124,173,165
"자본금",124,124,124,124
"신종자본증권",NA,NA,NA,NA
"자본잉여금",412,428,443,445
"기타자본",NA,-16,-31,-31
"기타포괄손익누계액",-10,-12,-11,0
"이익잉여금(결손금)",-309,-401,-351,-373
"비지배주주지분",-1,-2,14,24
"영업활동으로인한현금흐름",-27,14,-33,-20
"당기순손익",11,-87,36,-14
"법인세비용차감전계속사업이익",NA,NA,NA,NA
"현금유출이없는비용등가산",51,144,70,64
"퇴직급여",NA,1,NA,NA
"종업원급여",NA,NA,NA,NA
"주식보상비",NA,NA,1,2
"감가상각비",1,1,4,5
"무형자산상각비",1,1,1,0
"계약부채전입액",NA,NA,NA,NA
"반품(환불)부채전입액",NA,NA,NA,NA
"배출부채전입액",NA,NA,NA,NA
"기타의대손상각비",1,NA,1,2
"배당금지급",NA,NA,NA,NA
