"","Price"
"2018-04-24",23950
"2018-04-25",23700
"2018-04-26",23900
"2018-04-27",24250
"2018-04-30",22800
"2018-05-02",22300
"2018-05-03",22350
"2018-05-04",21900
"2018-05-08",20950
"2018-05-09",21550
"2018-05-10",21250
"2018-05-11",21900
"2018-05-14",20900
"2018-05-15",20850
"2018-05-16",21300
"2018-05-17",21200
"2018-05-18",21850
"2018-05-21",22000
"2018-05-23",21050
"2018-05-24",21150
"2018-05-25",20800
"2018-05-28",21150
"2018-05-29",21400
"2018-05-30",20250
"2018-05-31",20200
"2018-06-01",20450
"2018-06-04",20450
"2018-06-05",20800
"2018-06-07",20800
"2018-06-08",20600
"2018-06-11",20300
"2018-06-12",20300
"2018-06-14",21000
"2018-06-15",21200
"2018-06-18",19700
"2018-06-19",19000
"2018-06-20",19050
"2018-06-21",18200
"2018-06-22",18850
"2018-06-25",19150
"2018-06-26",19500
"2018-06-27",19200
"2018-06-28",18300
"2018-06-29",18550
"2018-07-02",17600
"2018-07-03",17600
"2018-07-04",18450
"2018-07-05",18800
"2018-07-06",18350
"2018-07-09",18600
"2018-07-10",18900
"2018-07-11",18300
"2018-07-12",18650
"2018-07-13",18900
"2018-07-16",20000
"2018-07-17",19600
"2018-07-18",19050
"2018-07-19",18400
"2018-07-20",18400
"2018-07-23",17650
"2018-07-24",17700
"2018-07-25",17450
"2018-07-26",17750
"2018-07-27",17850
"2018-07-30",17800
"2018-07-31",17900
"2018-08-01",18250
"2018-08-02",18150
"2018-08-03",18250
"2018-08-06",18450
"2018-08-07",18750
"2018-08-08",18900
"2018-08-09",18550
"2018-08-10",18150
"2018-08-13",17500
"2018-08-14",17400
"2018-08-16",17450
"2018-08-17",17900
"2018-08-20",17800
"2018-08-21",18550
"2018-08-22",18300
"2018-08-23",18400
"2018-08-24",20450
"2018-08-27",20750
"2018-08-28",21150
"2018-08-29",21600
"2018-08-30",20900
"2018-08-31",21150
"2018-09-03",21100
"2018-09-04",21000
"2018-09-05",20600
"2018-09-06",20000
"2018-09-07",19900
"2018-09-10",19750
"2018-09-11",20300
"2018-09-12",20950
"2018-09-13",21600
"2018-09-14",21700
"2018-09-17",21150
"2018-09-18",21350
"2018-09-19",20950
"2018-09-20",21550
"2018-09-21",21550
"2018-09-27",24150
"2018-09-28",23650
"2018-10-01",23400
"2018-10-02",21700
"2018-10-04",22250
"2018-10-05",20550
"2018-10-08",20350
"2018-10-10",18950
"2018-10-11",17600
"2018-10-12",18200
"2018-10-15",17700
"2018-10-16",18350
"2018-10-17",18350
"2018-10-18",18200
"2018-10-19",18700
"2018-10-22",18700
"2018-10-23",17800
"2018-10-24",16900
"2018-10-25",16500
"2018-10-26",15550
"2018-10-29",14650
"2018-10-30",15300
"2018-10-31",15700
"2018-11-01",16150
"2018-11-02",16800
"2018-11-05",17000
"2018-11-06",16850
"2018-11-07",16600
"2018-11-08",17000
"2018-11-09",16700
"2018-11-12",16350
"2018-11-13",16450
"2018-11-14",16550
"2018-11-15",16300
"2018-11-16",16400
"2018-11-19",16950
"2018-11-20",16800
"2018-11-21",16900
"2018-11-22",16800
"2018-11-23",16550
"2018-11-26",16800
"2018-11-27",16800
"2018-11-28",16750
"2018-11-29",16750
"2018-11-30",16700
"2018-12-03",17000
"2018-12-04",16750
"2018-12-05",16650
"2018-12-06",16250
"2018-12-07",16500
"2018-12-10",15850
"2018-12-11",15850
"2018-12-12",16050
"2018-12-13",16150
"2018-12-14",15850
"2018-12-17",15500
"2018-12-18",15500
"2018-12-19",15900
"2018-12-20",15800
"2018-12-21",15800
"2018-12-24",15650
"2018-12-26",15450
"2018-12-27",15750
"2018-12-28",15800
"2019-01-02",15800
"2019-01-03",15700
"2019-01-04",15750
"2019-01-07",15850
"2019-01-08",15700
"2019-01-09",15900
"2019-01-10",15900
"2019-01-11",15950
"2019-01-14",15950
"2019-01-15",16300
"2019-01-16",16550
"2019-01-17",16550
"2019-01-18",16900
"2019-01-21",16500
"2019-01-22",17750
"2019-01-23",17550
"2019-01-24",18000
"2019-01-25",17650
"2019-01-28",17700
"2019-01-29",17450
"2019-01-30",17350
"2019-01-31",17400
"2019-02-01",17400
"2019-02-07",17600
"2019-02-08",17850
"2019-02-11",18050
"2019-02-12",17900
"2019-02-13",17950
"2019-02-14",17800
"2019-02-15",17700
"2019-02-18",17950
"2019-02-19",18000
"2019-02-20",18600
"2019-02-21",18450
"2019-02-22",18450
"2019-02-25",18500
"2019-02-26",18300
"2019-02-27",18450
"2019-02-28",18400
"2019-03-04",18900
"2019-03-05",19400
"2019-03-06",19300
"2019-03-07",18700
"2019-03-08",18700
"2019-03-11",19000
"2019-03-12",19100
"2019-03-13",19350
"2019-03-14",19300
"2019-03-15",19050
"2019-03-18",19300
"2019-03-19",19300
"2019-03-20",19000
"2019-03-21",18800
"2019-03-22",18250
"2019-03-25",17550
"2019-03-26",17850
"2019-03-27",18300
"2019-03-28",18000
"2019-03-29",18050
"2019-04-01",18100
"2019-04-02",18050
"2019-04-03",18250
"2019-04-04",18250
"2019-04-05",18200
"2019-04-08",18300
"2019-04-09",18200
"2019-04-10",18550
"2019-04-11",18600
"2019-04-12",18500
"2019-04-15",18400
"2019-04-16",18450
"2019-04-17",18800
"2019-04-18",18600
"2019-04-19",18700
"2019-04-22",18850
"2019-04-23",18850
"2019-04-24",18800
"2019-04-25",18750
"2019-04-26",18350
"2019-04-29",18450
"2019-04-30",18500
"2019-05-02",18450
"2019-05-03",18400
"2019-05-07",18300
"2019-05-08",18200
"2019-05-09",17950
"2019-05-10",17600
"2019-05-13",17150
"2019-05-14",17500
"2019-05-15",17600
"2019-05-16",17050
"2019-05-17",17050
"2019-05-20",16900
"2019-05-21",16800
"2019-05-22",16900
"2019-05-23",16500
"2019-05-24",16450
"2019-05-27",16850
"2019-05-28",16850
"2019-05-29",16600
"2019-05-30",16550
"2019-05-31",16750
"2019-06-03",16900
"2019-06-04",17000
"2019-06-05",17000
"2019-06-07",16900
"2019-06-10",16950
"2019-06-11",17350
"2019-06-12",17250
"2019-06-13",17500
"2019-06-14",17700
"2019-06-17",17450
"2019-06-18",17450
"2019-06-19",17400
"2019-06-20",17350
"2019-06-21",17400
"2019-06-24",17450
"2019-06-25",17450
"2019-06-26",17400
"2019-06-27",17100
"2019-06-28",16900
"2019-07-01",17200
"2019-07-02",17550
"2019-07-03",17450
"2019-07-04",17400
"2019-07-05",17500
"2019-07-08",17100
"2019-07-09",16850
"2019-07-10",17050
"2019-07-11",17050
"2019-07-12",17200
"2019-07-15",17150
"2019-07-16",17300
"2019-07-17",17050
"2019-07-18",17050
"2019-07-19",17250
"2019-07-22",17250
"2019-07-23",17050
"2019-07-24",16750
"2019-07-25",16400
"2019-07-26",16050
"2019-07-29",15300
"2019-07-30",15750
"2019-07-31",15700
"2019-08-01",15600
"2019-08-02",15100
"2019-08-05",13900
"2019-08-06",13350
"2019-08-07",13800
"2019-08-08",14200
"2019-08-09",14350
"2019-08-12",14800
"2019-08-13",15100
"2019-08-14",15000
"2019-08-16",15100
"2019-08-19",14950
"2019-08-20",15300
"2019-08-21",15500
"2019-08-22",15500
"2019-08-23",15450
"2019-08-26",14950
"2019-08-27",14950
"2019-08-28",14900
"2019-08-29",15100
"2019-08-30",15150
"2019-09-02",15100
"2019-09-03",15550
"2019-09-04",15550
"2019-09-05",15650
"2019-09-06",15750
"2019-09-09",15650
"2019-09-10",15850
"2019-09-11",16000
"2019-09-16",16200
"2019-09-17",16550
"2019-09-18",16550
"2019-09-19",16600
"2019-09-20",16450
"2019-09-23",16250
"2019-09-24",16250
"2019-09-25",16100
"2019-09-26",16050
"2019-09-27",16050
"2019-09-30",16050
"2019-10-01",16500
"2019-10-02",16300
"2019-10-04",16250
"2019-10-07",16150
"2019-10-08",16150
"2019-10-10",15750
"2019-10-11",16150
"2019-10-14",16200
"2019-10-15",16200
"2019-10-16",16400
"2019-10-17",16100
"2019-10-18",16050
"2019-10-21",15750
"2019-10-22",15800
"2019-10-23",15850
"2019-10-24",15900
"2019-10-25",15800
"2019-10-28",15850
"2019-10-29",15900
"2019-10-30",15800
"2019-10-31",15900
"2019-11-01",16000
"2019-11-04",16100
"2019-11-05",16550
"2019-11-06",17150
"2019-11-07",16750
"2019-11-08",16950
"2019-11-11",17000
"2019-11-12",16950
"2019-11-13",16700
"2019-11-14",17000
"2019-11-15",16950
"2019-11-18",16850
"2019-11-19",16800
"2019-11-20",16350
"2019-11-21",16100
"2019-11-22",16100
"2019-11-25",15900
"2019-11-26",16050
"2019-11-27",16000
"2019-11-28",15600
"2019-11-29",15750
"2019-12-02",15950
"2019-12-03",15900
"2019-12-04",15800
"2019-12-05",15400
"2019-12-06",15600
"2019-12-09",15700
"2019-12-10",15700
"2019-12-11",15750
"2019-12-12",15650
"2019-12-13",15700
"2019-12-16",15750
"2019-12-17",15800
"2019-12-18",15750
"2019-12-19",15950
"2019-12-20",16000
"2019-12-23",15850
"2019-12-24",15800
"2019-12-26",15850
"2019-12-27",15800
"2019-12-30",15950
"2020-01-02",16100
"2020-01-03",16000
"2020-01-06",15800
"2020-01-07",15700
"2020-01-08",14900
"2020-01-09",15350
"2020-01-10",15350
"2020-01-13",15450
"2020-01-14",15400
"2020-01-15",15450
"2020-01-16",15400
"2020-01-17",15500
"2020-01-20",15550
"2020-01-21",15850
"2020-01-22",17400
"2020-01-23",17550
"2020-01-28",18850
"2020-01-29",17450
"2020-01-30",16450
"2020-01-31",16300
"2020-02-03",15600
"2020-02-04",15500
"2020-02-05",15950
"2020-02-06",16500
"2020-02-07",16550
"2020-02-10",16050
"2020-02-11",15900
"2020-02-12",15950
"2020-02-13",15650
"2020-02-14",15750
"2020-02-17",15400
"2020-02-18",15650
"2020-02-19",16150
"2020-02-20",15850
"2020-02-21",15600
"2020-02-24",15200
"2020-02-25",15600
"2020-02-26",15250
"2020-02-27",14850
"2020-02-28",13950
"2020-03-02",14000
"2020-03-03",14400
"2020-03-04",14800
"2020-03-05",15200
"2020-03-06",15550
"2020-03-09",14700
"2020-03-10",14650
"2020-03-11",14050
"2020-03-12",13300
"2020-03-13",12750
"2020-03-16",12150
"2020-03-17",12000
"2020-03-18",11800
"2020-03-19",9860
"2020-03-20",10450
"2020-03-23",9870
"2020-03-24",10900
"2020-03-25",12200
"2020-03-26",12150
"2020-03-27",12250
"2020-03-30",13500
"2020-03-31",13600
"2020-04-01",12900
"2020-04-02",13000
"2020-04-03",13400
"2020-04-06",14450
"2020-04-07",14400
"2020-04-08",14250
"2020-04-09",14550
"2020-04-10",14400
"2020-04-13",13700
"2020-04-14",14000
"2020-04-16",14150
"2020-04-17",13950
"2020-04-20",13850
"2020-04-21",13850
"2020-04-22",13550
"2020-04-23",13850
"2020-04-24",13850
"2020-04-27",14000
"2020-04-28",13850
"2020-04-29",13800
"2020-05-04",13450
"2020-05-06",13600
"2020-05-07",13850
"2020-05-08",14500
"2020-05-11",14250
"2020-05-12",14300
"2020-05-13",14400
"2020-05-14",14500
"2020-05-15",14900
"2020-05-18",14900
"2020-05-19",14550
"2020-05-20",14650
"2020-05-21",14500
"2020-05-22",14200
"2020-05-25",14450
"2020-05-26",14900
"2020-05-27",14850
"2020-05-28",14250
"2020-05-29",14250
"2020-06-01",14350
"2020-06-02",14500
"2020-06-03",14650
"2020-06-04",14550
"2020-06-05",14700
"2020-06-08",15500
"2020-06-09",15900
"2020-06-10",16150
"2020-06-11",16150
"2020-06-12",15750
"2020-06-15",14500
"2020-06-16",15500
"2020-06-17",16750
"2020-06-18",16750
"2020-06-19",16700
"2020-06-22",16450
"2020-06-23",15950
"2020-06-24",16350
"2020-06-25",16150
"2020-06-26",16800
"2020-06-29",17200
"2020-06-30",16550
"2020-07-01",16150
"2020-07-02",16250
"2020-07-03",16100
"2020-07-06",16050
"2020-07-07",16000
"2020-07-08",16200
"2020-07-09",16200
"2020-07-10",15700
"2020-07-13",15950
"2020-07-14",16500
"2020-07-15",16500
"2020-07-16",16550
"2020-07-17",16500
"2020-07-20",16700
"2020-07-21",16950
"2020-07-22",20750
"2020-07-23",20800
"2020-07-24",19500
"2020-07-27",18350
"2020-07-28",18150
"2020-07-29",18350
"2020-07-30",18700
"2020-07-31",18700
"2020-08-03",18350
"2020-08-04",18750
"2020-08-05",19700
"2020-08-06",21000
"2020-08-07",19550
"2020-08-10",19200
"2020-08-11",19500
"2020-08-12",18650
"2020-08-13",18800
"2020-08-14",17950
"2020-08-18",16600
"2020-08-19",17950
"2020-08-20",18050
"2020-08-21",18000
"2020-08-24",18100
"2020-08-25",18650
"2020-08-26",19050
"2020-08-27",18500
"2020-08-28",18500
"2020-08-31",18750
"2020-09-01",18800
"2020-09-02",19250
"2020-09-03",21250
"2020-09-04",20450
"2020-09-07",20150
"2020-09-08",19700
"2020-09-09",19500
"2020-09-10",19250
