"","Price"
"2018-04-24",2780
"2018-04-25",2735
"2018-04-26",2720
"2018-04-27",2765
"2018-04-30",2780
"2018-05-02",2855
"2018-05-03",2890
"2018-05-04",2865
"2018-05-08",2865
"2018-05-09",2805
"2018-05-10",2860
"2018-05-11",2850
"2018-05-14",2820
"2018-05-15",2810
"2018-05-16",2675
"2018-05-17",2695
"2018-05-18",2715
"2018-05-21",2930
"2018-05-23",3125
"2018-05-24",3140
"2018-05-25",3140
"2018-05-28",3300
"2018-05-29",3205
"2018-05-30",3130
"2018-05-31",3350
"2018-06-01",3300
"2018-06-04",3305
"2018-06-05",3275
"2018-06-07",3390
"2018-06-08",3320
"2018-06-11",3215
"2018-06-12",3435
"2018-06-14",3285
"2018-06-15",3140
"2018-06-18",3420
"2018-06-19",3675
"2018-06-20",4025
"2018-06-21",4180
"2018-06-22",4195
"2018-06-25",3800
"2018-06-26",3945
"2018-06-27",4435
"2018-06-28",4545
"2018-06-29",4385
"2018-07-02",3695
"2018-07-03",3860
"2018-07-04",3430
"2018-07-05",3280
"2018-07-06",3410
"2018-07-09",3420
"2018-07-10",3390
"2018-07-11",3530
"2018-07-12",3615
"2018-07-13",3715
"2018-07-16",3585
"2018-07-17",3335
"2018-07-18",3175
"2018-07-19",3130
"2018-07-20",3145
"2018-07-23",3140
"2018-07-24",3200
"2018-07-25",3155
"2018-07-26",3220
"2018-07-27",3300
"2018-07-30",3285
"2018-07-31",3325
"2018-08-01",3450
"2018-08-02",3505
"2018-08-03",3540
"2018-08-06",3730
"2018-08-07",3735
"2018-08-08",3835
"2018-08-09",3740
"2018-08-10",3640
"2018-08-13",3640
"2018-08-14",3870
"2018-08-16",3985
"2018-08-17",3955
"2018-08-20",3815
"2018-08-21",3870
"2018-08-22",3740
"2018-08-23",3805
"2018-08-24",3910
"2018-08-27",3840
"2018-08-28",3820
"2018-08-29",3870
"2018-08-30",4110
"2018-08-31",4040
"2018-09-03",4225
"2018-09-04",4230
"2018-09-05",4205
"2018-09-06",4185
"2018-09-07",4140
"2018-09-10",4140
"2018-09-11",4135
"2018-09-12",4140
"2018-09-13",4060
"2018-09-14",4025
"2018-09-17",3910
"2018-09-18",3880
"2018-09-19",4000
"2018-09-20",3690
"2018-09-21",3715
"2018-09-27",3605
"2018-09-28",3520
"2018-10-01",3565
"2018-10-02",3470
"2018-10-04",3620
"2018-10-05",3525
"2018-10-08",3420
"2018-10-10",3250
"2018-10-11",3040
"2018-10-12",3255
"2018-10-15",3275
"2018-10-16",3350
"2018-10-17",3410
"2018-10-18",3410
"2018-10-19",3445
"2018-10-22",3495
"2018-10-23",3380
"2018-10-24",3295
"2018-10-25",3175
"2018-10-26",3310
"2018-10-29",3195
"2018-10-30",3255
"2018-10-31",3320
"2018-11-01",3380
"2018-11-02",3470
"2018-11-05",3480
"2018-11-06",3465
"2018-11-07",3380
"2018-11-08",3435
"2018-11-09",3365
"2018-11-12",3220
"2018-11-13",3215
"2018-11-14",3155
"2018-11-15",3205
"2018-11-16",3300
"2018-11-19",3450
"2018-11-20",3405
"2018-11-21",3535
"2018-11-22",3430
"2018-11-23",3310
"2018-11-26",3395
"2018-11-27",3510
"2018-11-28",3550
"2018-11-29",3555
"2018-11-30",3730
"2018-12-03",3820
"2018-12-04",3790
"2018-12-05",4020
"2018-12-06",3890
"2018-12-07",3860
"2018-12-10",3845
"2018-12-11",3830
"2018-12-12",3835
"2018-12-13",4000
"2018-12-14",4075
"2018-12-17",4080
"2018-12-18",3880
"2018-12-19",3925
"2018-12-20",3815
"2018-12-21",3810
"2018-12-24",3735
"2018-12-26",3580
"2018-12-27",3600
"2018-12-28",3750
"2019-01-02",3930
"2019-01-03",3585
"2019-01-04",3730
"2019-01-07",4200
"2019-01-08",4090
"2019-01-09",4070
"2019-01-10",4095
"2019-01-11",3980
"2019-01-14",3985
"2019-01-15",4055
"2019-01-16",4150
"2019-01-17",4120
"2019-01-18",4115
"2019-01-21",4105
"2019-01-22",4105
"2019-01-23",4140
"2019-01-24",4030
