"","Price"
"2018-04-24",802
"2018-04-25",786
"2018-04-26",778
"2018-04-27",795
"2018-04-30",809
"2018-05-02",874
"2018-05-03",860
"2018-05-04",859
"2018-05-08",900
"2018-05-09",903
"2018-05-10",920
"2018-05-11",993
"2018-05-14",1210
"2018-05-15",1105
"2018-05-16",1045
"2018-05-17",1050
"2018-05-18",1055
"2018-05-21",1085
"2018-05-23",1110
"2018-05-24",1175
"2018-05-25",1175
"2018-05-28",1140
"2018-05-29",1110
"2018-05-30",1105
"2018-05-31",1145
"2018-06-01",1150
"2018-06-04",1155
"2018-06-05",1180
"2018-06-07",1180
"2018-06-08",1175
"2018-06-11",1160
"2018-06-12",1130
"2018-06-14",1030
"2018-06-15",1050
"2018-06-18",1010
"2018-06-19",995
"2018-06-20",1020
"2018-06-21",1015
"2018-06-22",1025
"2018-06-25",1000
"2018-06-26",971
"2018-06-27",947
"2018-06-28",925
"2018-06-29",956
"2018-07-02",912
"2018-07-03",935
"2018-07-04",975
"2018-07-05",952
"2018-07-06",922
"2018-07-09",889
"2018-07-10",912
"2018-07-11",907
"2018-07-12",904
"2018-07-13",904
"2018-07-16",912
"2018-07-17",904
"2018-07-18",885
"2018-07-19",862
"2018-07-20",827
"2018-07-23",792
"2018-07-24",811
"2018-07-25",800
"2018-07-26",815
"2018-07-27",877
"2018-07-30",875
"2018-07-31",865
"2018-08-01",850
"2018-08-02",845
"2018-08-03",843
"2018-08-06",836
"2018-08-07",836
"2018-08-08",832
"2018-08-09",830
"2018-08-10",822
"2018-08-13",796
"2018-08-14",808
"2018-08-16",781
"2018-08-17",810
"2018-08-20",799
"2018-08-21",803
"2018-08-22",830
"2018-08-23",836
"2018-08-24",843
"2018-08-27",810
"2018-08-28",810
"2018-08-29",810
"2018-08-30",810
"2018-08-31",813
"2018-09-03",801
"2018-09-04",801
"2018-09-05",797
"2018-09-06",783
"2018-09-07",793
"2018-09-10",795
"2018-09-11",799
"2018-09-12",798
"2018-09-13",800
