"","Price"
"2018-04-24",48350
"2018-04-25",47650
"2018-04-26",47700
"2018-04-27",47350
"2018-04-30",49450
"2018-05-02",50400
"2018-05-03",49900
"2018-05-04",48600
"2018-05-08",48200
"2018-05-09",47700
"2018-05-10",48650
"2018-05-11",48300
"2018-05-14",47850
"2018-05-15",47400
"2018-05-16",48400
"2018-05-17",48650
"2018-05-18",48250
"2018-05-21",49150
"2018-05-23",47350
"2018-05-24",47100
"2018-05-25",47400
"2018-05-28",46100
"2018-05-29",45300
"2018-05-30",42750
"2018-05-31",42850
"2018-06-01",44550
"2018-06-04",45700
"2018-06-05",46350
"2018-06-07",46250
"2018-06-08",46800
"2018-06-11",46800
"2018-06-12",46550
"2018-06-14",46300
"2018-06-15",45900
"2018-06-18",46000
"2018-06-19",45300
"2018-06-20",44700
"2018-06-21",43700
"2018-06-22",43850
"2018-06-25",45100
"2018-06-26",44900
"2018-06-27",42950
"2018-06-28",42800
"2018-06-29",42100
"2018-07-02",40900
"2018-07-03",40400
"2018-07-04",41000
"2018-07-05",40300
"2018-07-06",41500
"2018-07-09",41550
"2018-07-10",41600
"2018-07-11",42200
"2018-07-12",41450
"2018-07-13",42800
"2018-07-16",43750
"2018-07-17",44550
"2018-07-18",44300
"2018-07-19",43700
"2018-07-20",43350
"2018-07-23",43750
"2018-07-24",42900
"2018-07-25",44350
"2018-07-26",44200
"2018-07-27",44650
"2018-07-30",44400
"2018-07-31",44400
"2018-08-01",45150
"2018-08-02",43900
"2018-08-03",43000
"2018-08-06",44200
"2018-08-07",45300
"2018-08-08",45250
"2018-08-09",46050
"2018-08-10",46000
"2018-08-13",45250
"2018-08-14",45200
"2018-08-16",45050
"2018-08-17",45150
"2018-08-20",46900
"2018-08-21",46850
"2018-08-22",45550
"2018-08-23",43900
"2018-08-24",44900
"2018-08-27",45450
"2018-08-28",46800
"2018-08-29",46450
"2018-08-30",46150
"2018-08-31",46650
"2018-09-03",46750
"2018-09-04",46700
"2018-09-05",46300
"2018-09-06",46400
"2018-09-07",47000
"2018-09-10",46750
"2018-09-11",45700
"2018-09-12",46000
"2018-09-13",45950
"2018-09-14",46250
"2018-09-17",46300
"2018-09-18",46750
"2018-09-19",49150
"2018-09-20",48900
"2018-09-21",49100
"2018-09-27",50300
"2018-09-28",50100
"2018-10-01",49250
"2018-10-02",49100
"2018-10-04",47750
"2018-10-05",48100
"2018-10-08",47750
"2018-10-10",47600
"2018-10-11",45600
"2018-10-12",45500
"2018-10-15",46250
"2018-10-16",45300
"2018-10-17",46200
"2018-10-18",46850
"2018-10-19",45500
"2018-10-22",45500
"2018-10-23",44500
"2018-10-24",45650
"2018-10-25",44650
"2018-10-26",44400
"2018-10-29",43850
"2018-10-30",40700
"2018-10-31",41400
"2018-11-01",39250
"2018-11-02",39800
"2018-11-05",40600
