"","Price"
"2018-04-24",7990
"2018-04-25",7990
"2018-04-26",7970
"2018-04-27",7970
"2018-04-30",8070
"2018-05-02",8150
"2018-05-03",8010
"2018-05-04",8080
"2018-05-08",8100
"2018-05-09",8200
"2018-05-10",8140
"2018-05-11",8000
"2018-05-14",8120
"2018-05-15",8220
"2018-05-16",8170
"2018-05-17",8090
"2018-05-18",8230
"2018-05-21",8170
"2018-05-23",8200
"2018-05-24",8190
"2018-05-25",8030
"2018-05-28",8010
"2018-05-29",8020
"2018-05-30",8130
"2018-05-31",8100
"2018-06-01",8160
"2018-06-04",8220
"2018-06-05",8120
"2018-06-07",8170
"2018-06-08",8170
"2018-06-11",8400
"2018-06-12",8250
"2018-06-14",8190
"2018-06-15",8150
"2018-06-18",8110
"2018-06-19",8000
"2018-06-20",8090
"2018-06-21",8050
"2018-06-22",7950
"2018-06-25",8040
"2018-06-26",7930
"2018-06-27",7780
"2018-06-28",7780
"2018-06-29",7790
"2018-07-02",7610
"2018-07-03",7740
"2018-07-04",7590
"2018-07-05",7500
"2018-07-06",7560
"2018-07-09",7370
"2018-07-10",7490
"2018-07-11",7420
"2018-07-12",7580
"2018-07-13",7570
"2018-07-16",7480
"2018-07-17",7510
"2018-07-18",7430
"2018-07-19",7370
"2018-07-20",7360
"2018-07-23",7220
"2018-07-24",7290
"2018-07-25",7170
"2018-07-26",7210
"2018-07-27",7230
"2018-07-30",7150
"2018-07-31",7140
"2018-08-01",7180
"2018-08-02",7210
"2018-08-03",7250
"2018-08-06",7300
"2018-08-07",7390
"2018-08-08",7390
"2018-08-09",7320
"2018-08-10",7330
"2018-08-13",7230
"2018-08-14",7250
"2018-08-16",7200
"2018-08-17",7290
"2018-08-20",7270
"2018-08-21",7210
"2018-08-22",7240
"2018-08-23",7240
"2018-08-24",7320
"2018-08-27",7240
"2018-08-28",7210
"2018-08-29",7250
"2018-08-30",7250
"2018-08-31",7240
"2018-09-03",7180
"2018-09-04",7280
"2018-09-05",7250
"2018-09-06",7250
"2018-09-07",7240
"2018-09-10",7320
"2018-09-11",7340
"2018-09-12",7240
"2018-09-13",7300
"2018-09-14",7400
"2018-09-17",7360
"2018-09-18",7360
"2018-09-19",7280
"2018-09-20",7240
"2018-09-21",7300
"2018-09-27",7280
"2018-09-28",7310
"2018-10-01",7360
"2018-10-02",7300
"2018-10-04",7220
"2018-10-05",7200
"2018-10-08",7250
"2018-10-10",7100
"2018-10-11",6760
"2018-10-12",6830
"2018-10-15",6830
"2018-10-16",6990
"2018-10-17",7000
"2018-10-18",6950
"2018-10-19",6880
"2018-10-22",6890
"2018-10-23",6700
"2018-10-24",6740
"2018-10-25",6550
"2018-10-26",6420
"2018-10-29",6260
"2018-10-30",6150
"2018-10-31",6220
"2018-11-01",6430
"2018-11-02",6490
"2018-11-05",6420
"2018-11-06",6480
"2018-11-07",6450
"2018-11-08",6560
"2018-11-09",6480
"2018-11-12",6450
"2018-11-13",6350
"2018-11-14",6480
"2018-11-15",6400
"2018-11-16",6530
"2018-11-19",6530
"2018-11-20",6430
"2018-11-21",6480
"2018-11-22",6450
"2018-11-23",6430
"2018-11-26",6360
"2018-11-27",6360
"2018-11-28",6440
"2018-11-29",6400
"2018-11-30",6430
"2018-12-03",6480
"2018-12-04",6390
"2018-12-05",6370
"2018-12-06",6310
"2018-12-07",6340
"2018-12-10",6320
"2018-12-11",6350
"2018-12-12",6350
"2018-12-13",6410
"2018-12-14",6360
