"","Price"
"2018-04-24",26856
"2018-04-25",26673
"2018-04-26",27908
"2018-04-27",28092
"2018-04-30",26810
"2018-05-02",26627
"2018-05-03",26627
"2018-05-04",26627
"2018-05-08",26902
"2018-05-09",27085
"2018-05-10",27588
"2018-05-11",28549
"2018-05-14",30562
"2018-05-15",29739
"2018-05-16",28686
"2018-05-17",28961
"2018-05-18",29144
"2018-05-21",28732
"2018-05-23",27268
"2018-05-24",27451
"2018-05-25",26444
"2018-05-28",27771
"2018-05-29",28915
"2018-05-30",28275
"2018-05-31",28778
"2018-06-01",29418
"2018-06-04",28732
"2018-06-05",28549
"2018-06-07",29464
"2018-06-08",29739
"2018-06-11",29190
"2018-06-12",29098
"2018-06-14",28458
"2018-06-15",28824
"2018-06-18",28869
"2018-06-19",27680
"2018-06-20",28458
"2018-06-21",28229
"2018-06-22",27176
"2018-06-25",27405
"2018-06-26",26490
"2018-06-27",26399
"2018-06-28",24752
"2018-06-29",24935
"2018-07-02",23974
"2018-07-03",23974
"2018-07-04",24294
"2018-07-05",24020
"2018-07-06",24569
"2018-07-09",24248
"2018-07-10",24980
"2018-07-11",24065
"2018-07-12",24065
"2018-07-13",24203
"2018-07-16",24294
"2018-07-17",24248
"2018-07-18",23745
"2018-07-19",23333
"2018-07-20",23516
"2018-07-23",22235
"2018-07-24",22327
"2018-07-25",22510
"2018-07-26",22967
"2018-07-27",23013
"2018-07-30",22967
"2018-07-31",23516
"2018-08-01",24203
"2018-08-02",24157
"2018-08-03",24065
"2018-08-06",24203
"2018-08-07",24248
"2018-08-08",24203
"2018-08-09",24340
"2018-08-10",24752
"2018-08-13",23562
"2018-08-14",23837
"2018-08-16",23791
"2018-08-17",24203
"2018-08-20",23928
"2018-08-21",24980
"2018-08-22",24569
"2018-08-23",24843
"2018-08-24",25392
"2018-08-27",25712
"2018-08-28",25804
"2018-08-29",25758
"2018-08-30",25804
"2018-08-31",25987
"2018-09-03",25529
"2018-09-04",25804
"2018-09-05",26124
"2018-09-06",25804
"2018-09-07",25575
"2018-09-10",25667
"2018-09-11",25804
"2018-09-12",25850
"2018-09-13",25621
"2018-09-14",25804
"2018-09-17",26033
"2018-09-18",25941
"2018-09-19",26810
"2018-09-20",26078
"2018-09-21",26078
"2018-09-27",26719
"2018-09-28",26536
"2018-10-01",26124
"2018-10-02",25346
"2018-10-04",25301
"2018-10-05",24752
