"","Price"
"2018-04-24",17500
"2018-04-25",17601
"2018-04-26",17903
"2018-04-27",18038
"2018-04-30",17500
"2018-05-02",18644
"2018-05-03",18475
"2018-05-04",18038
"2018-05-08",17769
"2018-05-09",18071
"2018-05-10",17869
"2018-05-11",18038
"2018-05-14",18509
"2018-05-15",18105
"2018-05-16",18273
"2018-05-17",18105
"2018-05-18",18442
"2018-05-21",18509
"2018-05-23",18105
"2018-05-24",18206
"2018-05-25",18811
"2018-05-28",19552
"2018-05-29",19182
"2018-05-30",19620
"2018-05-31",19486
"2018-06-01",19384
"2018-06-04",18980
"2018-06-05",18644
"2018-06-07",18644
"2018-06-08",18273
"2018-06-11",18206
"2018-06-12",18307
"2018-06-14",18407
"2018-06-15",18407
"2018-06-18",18173
"2018-06-19",16894
"2018-06-20",16961
"2018-06-21",16557
"2018-06-22",16725
"2018-06-25",16692
"2018-06-26",16692
"2018-06-27",16759
"2018-06-28",16153
"2018-06-29",15851
"2018-07-02",15581
"2018-07-03",14875
"2018-07-04",15144
"2018-07-05",15144
"2018-07-06",15649
"2018-07-09",15750
"2018-07-10",15649
"2018-07-11",15447
"2018-07-12",15649
"2018-07-13",15783
"2018-07-16",15817
"2018-07-17",15649
"2018-07-18",15481
"2018-07-19",15245
"2018-07-20",15481
"2018-07-23",15346
"2018-07-24",15379
"2018-07-25",15043
"2018-07-26",15245
"2018-07-27",15211
"2018-07-30",15110
"2018-07-31",15447
"2018-08-01",15581
"2018-08-02",15144
"2018-08-03",15346
"2018-08-06",15447
"2018-08-07",15548
"2018-08-08",15379
"2018-08-09",15413
"2018-08-10",15513
"2018-08-13",15144
"2018-08-14",15245
"2018-08-16",15009
"2018-08-17",15379
"2018-08-20",15379
"2018-08-21",15851
"2018-08-22",15615
"2018-08-23",15649
"2018-08-24",16086
"2018-08-27",16523
"2018-08-28",16625
"2018-08-29",17096
"2018-08-30",16961
"2018-08-31",17365
"2018-09-03",17263
"2018-09-04",17533
"2018-09-05",17667
"2018-09-06",17500
"2018-09-07",18173
"2018-09-10",17735
"2018-09-11",17971
"2018-09-12",18004
"2018-09-13",17971
"2018-09-14",18038
"2018-09-17",18004
"2018-09-18",18139
"2018-09-19",18004
"2018-09-20",18341
"2018-09-21",18407
"2018-09-27",18442
"2018-09-28",18577
"2018-10-01",18173
"2018-10-02",17667
"2018-10-04",17634
"2018-10-05",17399
"2018-10-08",16961
"2018-10-10",16759
"2018-10-11",15447
"2018-10-12",15917
"2018-10-15",15783
"2018-10-16",15884
"2018-10-17",15952
"2018-10-18",16355
"2018-10-19",16456
"2018-10-22",16658
"2018-10-23",16086
"2018-10-24",16053
"2018-10-25",15683
"2018-10-26",14908
"2018-10-29",14908
"2018-10-30",14975
"2018-10-31",15009
"2018-11-01",14908
"2018-11-02",15917
"2018-11-05",16053
"2018-11-06",16725
"2018-11-07",16490
"2018-11-08",16759
"2018-11-09",16725
"2018-11-12",16423
"2018-11-13",16995
"2018-11-14",17230
"2018-11-15",17298
"2018-11-16",17634
"2018-11-19",18105
"2018-11-20",18105
"2018-11-21",18173
"2018-11-22",18105
"2018-11-23",17735
"2018-11-26",18105
"2018-11-27",18038
"2018-11-28",17971
"2018-11-29",18071
"2018-11-30",18139
"2018-12-03",18071
"2018-12-04",18173
"2018-12-05",18206
"2018-12-06",17802
"2018-12-07",18475
"2018-12-10",18341
"2018-12-11",18038
"2018-12-12",18105
"2018-12-13",18677
"2018-12-14",18711
"2018-12-17",18745
"2018-12-18",18811
"2018-12-19",19048
"2018-12-20",19384
"2018-12-21",19855
"2018-12-24",19822
"2018-12-26",19317
"2018-12-27",20978
"2018-12-28",21677
"2019-01-02",21677
"2019-01-03",20846
"2019-01-04",21415
"2019-01-07",20934
"2019-01-08",20846
"2019-01-09",21109
"2019-01-10",20496
"2019-01-11",20496
"2019-01-14",20278
"2019-01-15",20410
"2019-01-16",20322
"2019-01-17",20016
"2019-01-18",20234
"2019-01-21",19929
"2019-01-22",20060
"2019-01-23",19929
"2019-01-24",19929
"2019-01-25",20147
"2019-01-28",19929
"2019-01-29",19797
"2019-01-30",19885
"2019-01-31",20322
"2019-02-01",19929
"2019-02-07",20278
"2019-02-08",21021
"2019-02-11",21065
"2019-02-12",20803
"2019-02-13",21371
"2019-02-14",21502
"2019-02-15",21415
"2019-02-18",21371
"2019-02-19",21196
"2019-02-20",20103
"2019-02-21",20016
"2019-02-22",19929
"2019-02-25",19711
"2019-02-26",19711
"2019-02-27",19711
"2019-02-28",19885
"2019-03-04",20322
"2019-03-05",20147
"2019-03-06",19841
"2019-03-07",19711
"2019-03-08",19623
"2019-03-11",19623
"2019-03-12",19841
"2019-03-13",19753
"2019-03-14",19973
"2019-03-15",19753
"2019-03-18",19667
"2019-03-19",19667
"2019-03-20",19229
"2019-03-21",18792
"2019-03-22",18836
"2019-03-25",18399
"2019-03-26",18312
"2019-03-27",18049
"2019-03-28",17394
"2019-03-29",16695
"2019-04-01",16476
"2019-04-02",16127
"2019-04-03",16257
"2019-04-04",16301
"2019-04-05",15908
"2019-04-08",15733
"2019-04-09",15777
"2019-04-10",15821
"2019-04-11",15995
"2019-04-12",15864
"2019-04-15",16433
"2019-04-16",16213
"2019-04-17",16039
"2019-04-18",15821
"2019-04-19",15908
"2019-04-22",16083
"2019-04-23",15908
"2019-04-24",15864
"2019-04-25",15995
"2019-04-26",15952
"2019-04-29",16170
"2019-04-30",16039
"2019-05-02",16083
"2019-05-03",16170
"2019-05-07",15864
"2019-05-08",15733
"2019-05-09",14859
"2019-05-10",15034
"2019-05-13",14203
"2019-05-14",14509
"2019-05-15",15471
"2019-05-16",15121
"2019-05-17",15514
"2019-05-20",15165
"2019-05-21",15078
"2019-05-22",14947
"2019-05-23",14859
"2019-05-24",14728
"2019-05-27",14597
"2019-05-28",14728
"2019-05-29",14291
"2019-05-30",15121
"2019-05-31",16127
"2019-06-03",16170
"2019-06-04",16345
"2019-06-05",16520
"2019-06-07",17044
"2019-06-10",17525
"2019-06-11",17787
"2019-06-12",17787
"2019-06-13",17919
"2019-06-14",17700
"2019-06-17",17176
"2019-06-18",16957
"2019-06-19",16957
"2019-06-20",16607
"2019-06-21",16782
"2019-06-24",16476
"2019-06-25",15646
"2019-06-26",15602
"2019-06-27",15340
"2019-06-28",15296
"2019-07-01",15514
"2019-07-02",15340
"2019-07-03",15165
"2019-07-04",14903
"2019-07-05",15034
"2019-07-08",14597
"2019-07-09",13985
"2019-07-10",14160
"2019-07-11",14335
"2019-07-12",14379
