"","Price"
"2018-04-24",2371
"2018-04-25",2371
"2018-04-26",2479
"2018-04-27",2441
"2018-04-30",2441
"2018-05-02",2396
"2018-05-03",2425
"2018-05-04",2425
"2018-05-08",2311
"2018-05-09",2311
"2018-05-10",2377
"2018-05-11",2409
"2018-05-14",2396
"2018-05-15",2428
"2018-05-16",2212
"2018-05-17",2140
"2018-05-18",2159
"2018-05-21",2155
"2018-05-23",2111
"2018-05-24",2044
"2018-05-25",1991
"2018-05-28",2051
"2018-05-29",2089
"2018-05-30",2041
"2018-05-31",2022
"2018-06-01",2038
"2018-06-04",2162
"2018-06-05",2136
"2018-06-07",2136
"2018-06-08",2127
"2018-06-11",2124
"2018-06-12",2124
"2018-06-14",2060
"2018-06-15",2070
"2018-06-18",1956
"2018-06-19",1962
"2018-06-20",1921
"2018-06-21",1895
"2018-06-22",1851
"2018-06-25",1899
"2018-06-26",1895
"2018-06-27",1927
"2018-06-28",1895
"2018-06-29",1899
"2018-07-02",1810
"2018-07-03",1791
"2018-07-04",1743
"2018-07-05",1740
"2018-07-06",1930
"2018-07-09",1921
"2018-07-10",1978
"2018-07-11",1940
"2018-07-12",1908
"2018-07-13",1991
"2018-07-16",2019
"2018-07-17",2029
"2018-07-18",1978
"2018-07-19",2571
"2018-07-20",2552
"2018-07-23",2631
"2018-07-24",2422
"2018-07-25",2491
"2018-07-26",2453
"2018-07-27",2577
"2018-07-30",2643
"2018-07-31",2586
"2018-08-01",2463
"2018-08-02",2377
"2018-08-03",2409
"2018-08-06",2374
"2018-08-07",2149
"2018-08-08",2130
"2018-08-09",2140
"2018-08-10",2035
"2018-08-13",1924
"2018-08-14",1927
"2018-08-16",1940
"2018-08-17",1949
"2018-08-20",1975
"2018-08-21",2025
"2018-08-22",2060
"2018-08-23",2057
"2018-08-24",2111
"2018-08-27",2174
"2018-08-28",2155
"2018-08-29",2089
"2018-08-30",2105
"2018-08-31",2187
"2018-09-03",2168
"2018-09-04",2228
"2018-09-05",2181
"2018-09-06",2178
"2018-09-07",2111
"2018-09-10",2127
"2018-09-11",2124
"2018-09-12",2070
"2018-09-13",2013
"2018-09-14",2079
"2018-09-17",2025
"2018-09-18",2022
"2018-09-19",2108
"2018-09-20",2086
"2018-09-21",2174
"2018-09-27",2254
"2018-09-28",2244
"2018-10-01",2162
"2018-10-02",2159
"2018-10-04",2133
"2018-10-05",2086
"2018-10-08",2111
"2018-10-10",2029
"2018-10-11",1794
"2018-10-12",1819
"2018-10-15",1823
"2018-10-16",1867
"2018-10-17",1892
"2018-10-18",1880
"2018-10-19",1864
"2018-10-22",1813
"2018-10-23",1743
"2018-10-24",1623
"2018-10-25",1553
"2018-10-26",1480
"2018-10-29",1382
"2018-10-30",1407
"2018-10-31",1496
"2018-11-01",1531
"2018-11-02",1610
"2018-11-05",1661
"2018-11-06",1632
"2018-11-07",1607
"2018-11-08",1737
"2018-11-09",1826
"2018-11-12",1813
"2018-11-13",1800
"2018-11-14",1705
"2018-11-15",1705
"2018-11-16",1696
"2018-11-19",1731
"2018-11-20",1670
"2018-11-21",1813
"2018-11-22",1765
"2018-11-23",1664
"2018-11-26",1632
