"","Price"
"2018-04-24",2016
"2018-04-25",1992
"2018-04-26",2031
"2018-04-27",2045
"2018-04-30",1965
"2018-05-02",1984
"2018-05-03",2066
"2018-05-04",1992
"2018-05-08",1939
"2018-05-09",1987
"2018-05-10",1963
"2018-05-11",1976
"2018-05-14",1931
"2018-05-15",1913
"2018-05-16",1881
"2018-05-17",1892
"2018-05-18",1947
"2018-05-21",1702
"2018-05-23",1680
"2018-05-24",1702
"2018-05-25",1670
"2018-05-28",1649
"2018-05-29",1633
"2018-05-30",1607
"2018-05-31",1620
"2018-06-01",1657
"2018-06-04",1659
"2018-06-05",1636
"2018-06-07",1651
"2018-06-08",1670
"2018-06-11",1644
"2018-06-12",1646
"2018-06-14",1636
"2018-06-15",1633
"2018-06-18",1591
"2018-06-19",1556
"2018-06-20",1586
"2018-06-21",1628
"2018-06-22",1704
"2018-06-25",1688
"2018-06-26",1663
"2018-06-27",1621
"2018-06-28",1568
"2018-06-29",1562
"2018-07-02",1551
"2018-07-03",1506
"2018-07-04",1957
"2018-07-05",1828
"2018-07-06",1719
"2018-07-09",1641
"2018-07-10",1672
"2018-07-11",1621
"2018-07-12",1621
"2018-07-13",1621
"2018-07-16",1602
"2018-07-17",1585
"2018-07-18",1560
"2018-07-19",1571
"2018-07-20",1764
"2018-07-23",1658
"2018-07-24",1585
"2018-07-25",1579
"2018-07-26",1596
"2018-07-27",1630
"2018-07-30",1596
"2018-07-31",1599
"2018-08-01",1599
"2018-08-02",1590
"2018-08-03",1588
"2018-08-06",1585
"2018-08-07",1593
"2018-08-08",1462
"2018-08-09",1467
"2018-08-10",1464
"2018-08-13",1417
"2018-08-14",1434
"2018-08-16",1406
"2018-08-17",1425
"2018-08-20",1425
"2018-08-21",1436
"2018-08-22",1431
"2018-08-23",1428
"2018-08-24",1428
"2018-08-27",1420
"2018-08-28",1439
"2018-08-29",1442
"2018-08-30",1442
"2018-08-31",1445
"2018-09-03",1450
"2018-09-04",1467
"2018-09-05",1450
"2018-09-06",1453
"2018-09-07",1445
"2018-09-10",1448
"2018-09-11",1459
"2018-09-12",1445
"2018-09-13",1450
"2018-09-14",1456
"2018-09-17",1448
"2018-09-18",1428
"2018-09-19",1411
"2018-09-20",1414
"2018-09-21",1417
"2018-09-27",1436
"2018-09-28",1442
"2018-10-01",1422
"2018-10-02",1408
"2018-10-04",1394
"2018-10-05",1372
"2018-10-08",1341
"2018-10-10",1263
"2018-10-11",1190
"2018-10-12",1196
"2018-10-15",1210
"2018-10-16",1224
"2018-10-17",1229
"2018-10-18",1243
"2018-10-19",1218
"2018-10-22",1235
"2018-10-23",1190
"2018-10-24",1212
"2018-10-25",1151
"2018-10-26",1098
"2018-10-29",1016
"2018-10-30",1142
"2018-10-31",1148
"2018-11-01",1148
"2018-11-02",1184
"2018-11-05",1179
"2018-11-06",1159
"2018-11-07",1154
"2018-11-08",1176
"2018-11-09",1173
"2018-11-12",1154
"2018-11-13",1137
"2018-11-14",1137
"2018-11-15",1128
"2018-11-16",1142
"2018-11-19",1156
"2018-11-20",1168
"2018-11-21",1162
"2018-11-22",1156
"2018-11-23",1131
"2018-11-26",1134
"2018-11-27",1128
"2018-11-28",1145
"2018-11-29",1142
"2018-11-30",1131
"2018-12-03",1148
"2018-12-04",1176
"2018-12-05",1173
"2018-12-06",1123
"2018-12-07",1134
"2018-12-10",1095
"2018-12-11",1086
"2018-12-12",1100
"2018-12-13",1103
"2018-12-14",1084
"2018-12-17",1047
"2018-12-18",1044
"2018-12-19",1050
"2018-12-20",1047
"2018-12-21",1039
"2018-12-24",1016
"2018-12-26",966
"2018-12-27",983
"2018-12-28",1028
"2019-01-02",1109
"2019-01-03",1070
"2019-01-04",1148
"2019-01-07",1114
"2019-01-08",1086
"2019-01-09",1098
"2019-01-10",1117
"2019-01-11",1117
"2019-01-14",1131
"2019-01-15",1126
"2019-01-16",1137
"2019-01-17",1126
"2019-01-18",1131
"2019-01-21",1470
"2019-01-22",1366
"2019-01-23",1350
"2019-01-24",1347
"2019-01-25",1322
"2019-01-28",1285
"2019-01-29",1316
"2019-01-30",1280
"2019-01-31",1249
"2019-02-01",1257
"2019-02-07",924
"2019-02-08",916
"2019-02-11",871
"2019-02-12",854
"2019-02-13",860
"2019-02-14",846
"2019-02-15",846
"2019-02-18",862
"2019-02-19",854
"2019-02-20",854
"2019-02-21",851
"2019-02-22",851
"2019-02-25",854
"2019-02-26",851
"2019-02-27",879
"2019-02-28",840
"2019-03-04",860
"2019-03-05",857
"2019-03-06",865
"2019-03-07",865
"2019-03-08",865
"2019-03-11",874
"2019-03-12",899
"2019-03-13",890
"2019-03-14",888
"2019-03-15",860
"2019-03-18",764
