"","Price"
"2018-04-24",25626
"2018-04-25",26497
"2018-04-26",26588
"2018-04-27",26451
"2018-04-30",26634
"2018-05-02",26313
"2018-05-03",27230
"2018-05-04",27826
"2018-05-08",27597
"2018-05-09",27597
"2018-05-10",28605
"2018-05-11",28605
"2018-05-14",28330
"2018-05-15",28972
"2018-05-16",30852
"2018-05-17",30439
"2018-05-18",30760
"2018-05-21",29889
"2018-05-23",28926
"2018-05-24",29981
"2018-05-25",29706
"2018-05-28",29247
"2018-05-29",29247
"2018-05-30",29431
"2018-05-31",27872
"2018-06-01",27276
"2018-06-04",25030
"2018-06-05",25488
"2018-06-07",25305
"2018-06-08",24938
"2018-06-11",25259
"2018-06-12",25213
"2018-06-14",24938
"2018-06-15",25442
"2018-06-18",25397
"2018-06-19",25442
"2018-06-20",25121
"2018-06-21",24755
"2018-06-22",24892
"2018-06-25",24388
"2018-06-26",24342
"2018-06-27",25213
"2018-06-28",25030
"2018-06-29",25305
"2018-07-02",24755
"2018-07-03",23975
"2018-07-04",23425
"2018-07-05",20262
"2018-07-06",22371
"2018-07-09",20721
"2018-07-10",21133
"2018-07-11",21179
"2018-07-12",20950
"2018-07-13",20812
"2018-07-16",20996
"2018-07-17",21042
"2018-07-18",22417
"2018-07-19",22875
"2018-07-20",22875
"2018-07-23",21546
"2018-07-24",21546
"2018-07-25",21179
"2018-07-26",21408
"2018-07-27",21821
"2018-07-30",21546
"2018-07-31",22371
"2018-08-01",23104
"2018-08-02",22829
"2018-08-03",22921
"2018-08-06",23013
"2018-08-07",24755
"2018-08-08",25167
"2018-08-09",25351
"2018-08-10",25167
"2018-08-13",24709
"2018-08-14",24755
"2018-08-16",24755
"2018-08-17",24571
"2018-08-20",24250
"2018-08-21",23930
"2018-08-22",24342
"2018-08-23",24617
"2018-08-24",24617
"2018-08-27",24526
"2018-08-28",23884
"2018-08-29",23104
"2018-08-30",23104
"2018-08-31",23379
"2018-09-03",23196
"2018-09-04",24938
"2018-09-05",23746
"2018-09-06",22600
"2018-09-07",22417
"2018-09-10",21958
"2018-09-11",22738
"2018-09-12",22142
"2018-09-13",22738
"2018-09-14",22554
"2018-09-17",22188
"2018-09-18",22004
"2018-09-19",22004
"2018-09-20",21454
"2018-09-21",21867
"2018-09-27",21821
"2018-09-28",21637
"2018-10-01",20812
"2018-10-02",21454
"2018-10-04",21454
"2018-10-05",20812
"2018-10-08",21271
"2018-10-10",20766
"2018-10-11",18383
"2018-10-12",18612
