"","Price"
"2018-04-24",8300
"2018-04-25",8290
"2018-04-26",8420
"2018-04-27",8430
"2018-04-30",7810
"2018-05-02",7820
"2018-05-03",7740
"2018-05-04",7690
"2018-05-08",7400
"2018-05-09",7500
"2018-05-10",7760
"2018-05-11",8160
"2018-05-14",8300
"2018-05-15",8300
"2018-05-16",8620
"2018-05-17",8530
"2018-05-18",8650
"2018-05-21",8300
"2018-05-23",8260
"2018-05-24",8240
"2018-05-25",8060
"2018-05-28",8630
"2018-05-29",8590
"2018-05-30",8310
"2018-05-31",7900
"2018-06-01",8260
"2018-06-04",8220
"2018-06-05",8260
"2018-06-07",8590
"2018-06-08",8520
"2018-06-11",8490
"2018-06-12",8420
"2018-06-14",8320
"2018-06-15",8450
"2018-06-18",7980
"2018-06-19",8340
"2018-06-20",8180
"2018-06-21",8140
"2018-06-22",7920
"2018-06-25",8170
"2018-06-26",8380
"2018-06-27",10850
"2018-06-28",11300
"2018-06-29",11600
"2018-07-02",11500
"2018-07-03",11950
"2018-07-04",11500
"2018-07-05",10800
"2018-07-06",10150
"2018-07-09",10250
"2018-07-10",10000
"2018-07-11",9230
"2018-07-12",9290
"2018-07-13",9090
"2018-07-16",9180
"2018-07-17",9150
"2018-07-18",8640
"2018-07-19",8130
"2018-07-20",7840
"2018-07-23",7380
"2018-07-24",7710
"2018-07-25",8030
"2018-07-26",7900
"2018-07-27",7990
"2018-07-30",8000
"2018-07-31",8280
"2018-08-01",8080
"2018-08-02",8030
"2018-08-03",8200
"2018-08-06",8310
"2018-08-07",8400
"2018-08-08",8250
"2018-08-09",8170
"2018-08-10",8080
"2018-08-13",7890
"2018-08-14",7970
"2018-08-16",8100
"2018-08-17",8150
"2018-08-20",8090
"2018-08-21",8150
"2018-08-22",8040
"2018-08-23",8080
"2018-08-24",8120
"2018-08-27",8080
"2018-08-28",7980
"2018-08-29",8000
"2018-08-30",7950
"2018-08-31",7870
"2018-09-03",8040
"2018-09-04",7990
"2018-09-05",7900
"2018-09-06",7850
"2018-09-07",8080
"2018-09-10",8090
"2018-09-11",8060
"2018-09-12",8020
"2018-09-13",7870
"2018-09-14",7870
"2018-09-17",7800
"2018-09-18",7830
"2018-09-19",7930
"2018-09-20",7960
"2018-09-21",8020
"2018-09-27",7940
"2018-09-28",7840
"2018-10-01",7790
"2018-10-02",7760
"2018-10-04",7750
"2018-10-05",7560
"2018-10-08",7550
"2018-10-10",7740
"2018-10-11",7400
"2018-10-12",7600
"2018-10-15",7640
"2018-10-16",7600
"2018-10-17",7540
"2018-10-18",7300
"2018-10-19",8080
"2018-10-22",8350
"2018-10-23",8240
"2018-10-24",7820
"2018-10-25",7840
"2018-10-26",7810
"2018-10-29",7600
"2018-10-30",7790
"2018-10-31",7960
"2018-11-01",7900
"2018-11-02",8020
"2018-11-05",8370
"2018-11-06",8450
"2018-11-07",8560
"2018-11-08",8570
"2018-11-09",8160
"2018-11-12",8210
"2018-11-13",8370
"2018-11-14",8850
"2018-11-15",8620
"2018-11-16",8830
"2018-11-19",8640
"2018-11-20",8350
"2018-11-21",8650
"2018-11-22",8610
"2018-11-23",8670
"2018-11-26",8560
"2018-11-27",8700
"2018-11-28",8550
"2018-11-29",8590
"2018-11-30",8660
"2018-12-03",8870
"2018-12-04",8830
"2018-12-05",8710
"2018-12-06",8630
"2018-12-07",8640
"2018-12-10",8730
"2018-12-11",8640
"2018-12-12",8770
"2018-12-13",8680
"2018-12-14",8680
"2018-12-17",8940
"2018-12-18",8900
"2018-12-19",8600
"2018-12-20",9400
"2018-12-21",9080
"2018-12-24",8710
"2018-12-26",8430
"2018-12-27",9000
"2018-12-28",8900
"2019-01-02",8900
"2019-01-03",9340
"2019-01-04",10250
"2019-01-07",10250
"2019-01-08",9980
"2019-01-09",9850
"2019-01-10",9740
"2019-01-11",9500
"2019-01-14",9630
"2019-01-15",9860
"2019-01-16",9980
"2019-01-17",11100
"2019-01-18",11100
"2019-01-21",11300
"2019-01-22",10800
"2019-01-23",9740
"2019-01-24",10300
"2019-01-25",10150
"2019-01-28",9280
"2019-01-29",9300
"2019-01-30",9190
"2019-01-31",8870
"2019-02-01",9300
"2019-02-07",10350
"2019-02-08",10400
"2019-02-11",12250
"2019-02-12",12550
"2019-02-13",12250
"2019-02-14",12250
"2019-02-15",11950
"2019-02-18",11300
"2019-02-19",11850
"2019-02-20",11650
"2019-02-21",11000
"2019-02-22",11100
"2019-02-25",11500
"2019-02-26",11150
"2019-02-27",10950
"2019-02-28",9980
"2019-03-04",10150
"2019-03-05",10200
"2019-03-06",10000
"2019-03-07",10250
"2019-03-08",10350
"2019-03-11",9940
"2019-03-12",9350
"2019-03-13",9340
"2019-03-14",9070
"2019-03-15",7540
"2019-03-18",5420
"2019-03-19",5420
"2019-03-20",5420
"2019-03-21",5420
"2019-03-22",5420
"2019-03-25",5420
"2019-03-26",5420
"2019-03-27",5420
"2019-03-28",5420
"2019-03-29",5420
"2019-04-01",5420
"2019-04-02",5420
"2019-04-03",5420
"2019-04-04",5420
"2019-04-05",5420
"2019-04-08",5420
"2019-04-09",5420
"2019-04-10",5420
"2019-04-11",5420
"2019-04-12",5420
"2019-04-15",5420
"2019-04-16",5420
"2019-04-17",5420
"2019-04-18",5420
"2019-04-19",5420
"2019-04-22",5420
"2019-04-23",5420
"2019-04-24",5420
"2019-04-25",5420
"2019-04-26",5420
"2019-04-29",5420
"2019-04-30",5420
"2019-05-02",5420
"2019-05-03",5420
"2019-05-07",5420
"2019-05-08",5420
"2019-05-09",5420
"2019-05-10",5420
"2019-05-13",5420
"2019-05-14",5420
"2019-05-15",5420
"2019-05-16",5420
"2019-05-17",5420
"2019-05-20",5420
"2019-05-21",5420
"2019-05-22",5420
"2019-05-23",5420
"2019-05-24",5420
"2019-05-27",5420
"2019-05-28",5420
"2019-05-29",5420
"2019-05-30",5420
"2019-05-31",5420
"2019-06-03",5420
"2019-06-04",5420
"2019-06-05",5420
"2019-06-07",5420
"2019-06-10",5420
"2019-06-11",5420
"2019-06-12",5420
"2019-06-13",5420
"2019-06-14",5420
"2019-06-17",5420
"2019-06-18",5420
"2019-06-19",5420
"2019-06-20",5420
"2019-06-21",5420
"2019-06-24",5420
"2019-06-25",5420
"2019-06-26",5420
"2019-06-27",5420
"2019-06-28",5420
"2019-07-01",5420
"2019-07-02",5420
"2019-07-03",5420
"2019-07-04",5420
"2019-07-05",5420
"2019-07-08",5420
"2019-07-09",5420
"2019-07-10",5420
"2019-07-11",5420
"2019-07-12",5420
"2019-07-15",5420
"2019-07-16",5420
"2019-07-17",5420
"2019-07-18",5420
"2019-07-19",5420
"2019-07-22",5420
"2019-07-23",5420
"2019-07-24",5420
"2019-07-25",5420
"2019-07-26",5420
"2019-07-29",5420
"2019-07-30",5420
"2019-07-31",5420
"2019-08-01",5420
"2019-08-02",5420
"2019-08-05",5420
"2019-08-06",5420
"2019-08-07",5420
"2019-08-08",5420
"2019-08-09",5420
"2019-08-12",5420
"2019-08-13",5420
"2019-08-14",5420
"2019-08-16",5420
"2019-08-19",5420
"2019-08-20",5420
"2019-08-21",5420
"2019-08-22",5420
"2019-08-23",5420
"2019-08-26",5420
"2019-08-27",5420
"2019-08-28",5420
"2019-08-29",5420
"2019-08-30",5420
"2019-09-02",5420
"2019-09-03",5420
"2019-09-04",5420
"2019-09-05",5420
"2019-09-06",5420
"2019-09-09",5420
"2019-09-10",5420
"2019-09-11",5420
"2019-09-16",5420
"2019-09-17",5420
"2019-09-18",5420
"2019-09-19",5420
"2019-09-20",5420
"2019-09-23",5420
"2019-09-24",5420
"2019-09-25",5420
"2019-09-26",5420
"2019-09-27",5420
"2019-09-30",5420
"2019-10-01",5420
"2019-10-02",5420
"2019-10-04",5420
"2019-10-07",5420
"2019-10-08",5420
"2019-10-10",5420
"2019-10-11",5420
"2019-10-14",5420
"2019-10-15",5420
"2019-10-16",5420
"2019-10-17",5420
"2019-10-18",5420
"2019-10-21",5420
"2019-10-22",5420
"2019-10-23",5420
"2019-10-24",5420
"2019-10-25",5420
"2019-10-28",5420
"2019-10-29",5420
"2019-10-30",5420
"2019-10-31",5420
"2019-11-01",5420
"2019-11-04",5420
"2019-11-05",5420
"2019-11-06",5420
"2019-11-07",5420
"2019-11-08",5420
"2019-11-11",5420
"2019-11-12",5420
"2019-11-13",5420
"2019-11-14",5420
"2019-11-15",5420
"2019-11-18",5420
"2019-11-19",5420
"2019-11-20",5420
"2019-11-21",5420
"2019-11-22",5420
"2019-11-25",5420
"2019-11-26",5420
"2019-11-27",5420
"2019-11-28",5420
"2019-11-29",5420
"2019-12-02",5420
"2019-12-03",5420
"2019-12-04",5420
"2019-12-05",5420
"2019-12-06",5420
"2019-12-09",5420
"2019-12-10",5420
"2019-12-11",5420
"2019-12-12",5420
"2019-12-13",5420
"2019-12-16",5420
"2019-12-17",5420
"2019-12-18",5420
"2019-12-19",5420
"2019-12-20",5420
"2019-12-23",5420
"2019-12-24",5420
"2019-12-26",5420
"2019-12-27",5420
"2019-12-30",5420
"2020-01-02",5420
"2020-01-03",5420
"2020-01-06",5420
"2020-01-07",5420
"2020-01-08",5420
"2020-01-09",5420
"2020-01-10",5420
"2020-01-13",5420
"2020-01-14",5420
"2020-01-15",5420
"2020-01-16",5420
"2020-01-17",5420
"2020-01-20",5420
"2020-01-21",5420
"2020-01-22",5420
"2020-01-23",5420
"2020-01-28",5420
"2020-01-29",5420
"2020-01-30",5420
"2020-01-31",5420
"2020-02-03",5420
"2020-02-04",5420
"2020-02-05",5420
"2020-02-06",5420
"2020-02-07",5420
"2020-02-10",5420
"2020-02-11",5420
"2020-02-12",5420
"2020-02-13",5420
"2020-02-14",5420
"2020-02-17",5420
"2020-02-18",5420
"2020-02-19",5420
"2020-02-20",5420
"2020-02-21",5420
"2020-02-24",5420
"2020-02-25",5420
"2020-02-26",5420
"2020-02-27",5420
"2020-02-28",5420
"2020-03-02",5420
"2020-03-03",5420
"2020-03-04",5420
"2020-03-05",5420
"2020-03-06",5420
"2020-03-09",5420
"2020-03-10",5420
"2020-03-11",5420
"2020-03-12",5420
"2020-03-13",5420
"2020-03-16",5420
"2020-03-17",5420
"2020-03-18",5420
"2020-03-19",5420
"2020-03-20",5420
"2020-03-23",5420
"2020-03-24",5420
"2020-03-25",5420
"2020-03-26",5420
"2020-03-27",5420
"2020-03-30",5420
"2020-03-31",5420
"2020-04-01",5420
"2020-04-02",5420
"2020-04-03",5420
"2020-04-06",5420
"2020-04-07",5420
"2020-04-08",5420
"2020-04-09",5420
"2020-04-10",5420
"2020-04-13",5420
"2020-04-14",5420
"2020-04-16",5420
"2020-04-17",5420
"2020-04-20",5420
"2020-04-21",5420
"2020-04-22",5420
"2020-04-23",5420
"2020-04-24",5420
"2020-04-27",5420
"2020-04-28",5420
"2020-04-29",5420
"2020-05-04",5420
"2020-05-06",5420
"2020-05-07",5420
"2020-05-08",5420
"2020-05-11",5420
"2020-05-12",5420
"2020-05-13",5420
"2020-05-14",5420
"2020-05-15",5420
"2020-05-18",5420
"2020-05-19",5420
"2020-05-20",5420
"2020-05-21",5420
"2020-05-22",5420
"2020-05-25",5420
"2020-05-26",5420
"2020-05-27",5420
"2020-05-28",5420
"2020-05-29",5420
"2020-06-01",5420
"2020-06-02",5420
"2020-06-03",5420
"2020-06-04",5420
"2020-06-05",5420
"2020-06-08",5420
"2020-06-09",5420
"2020-06-10",5420
"2020-06-11",5420
"2020-06-12",5420
"2020-06-15",5420
"2020-06-16",5420
"2020-06-17",5420
"2020-06-18",5420
"2020-06-19",5420
"2020-06-22",5420
"2020-06-23",5420
"2020-06-24",5420
"2020-06-25",5420
"2020-06-26",5420
"2020-06-29",5420
"2020-06-30",5420
"2020-07-01",5420
"2020-07-02",5420
"2020-07-03",5420
"2020-07-06",5420
"2020-07-07",5420
"2020-07-08",5420
"2020-07-09",5420
"2020-07-10",5420
"2020-07-13",5420
"2020-07-14",5420
"2020-07-15",5420
"2020-07-16",5420
"2020-07-17",5420
"2020-07-20",5420
"2020-07-21",5420
"2020-07-22",5420
"2020-07-23",5420
"2020-07-24",5420
"2020-07-27",5420
"2020-07-28",5420
"2020-07-29",5420
"2020-07-30",5420
"2020-07-31",5420
"2020-08-03",5420
"2020-08-04",5420
"2020-08-05",5420
"2020-08-06",5420
"2020-08-07",5420
"2020-08-10",5420
"2020-08-11",5420
"2020-08-12",5420
"2020-08-13",5420
"2020-08-14",5420
"2020-08-18",5420
"2020-08-19",5420
"2020-08-20",5420
"2020-08-21",5420
"2020-08-24",5420
"2020-08-25",5420
"2020-08-26",5420
"2020-08-27",5420
"2020-08-28",5420
"2020-08-31",5420
"2020-09-01",5420
"2020-09-02",5420
"2020-09-03",5420
"2020-09-04",5420
"2020-09-07",5420
"2020-09-08",5420
"2020-09-09",5420
"2020-09-10",5420
"2020-09-11",5420
"2020-09-14",5420
"2020-09-15",5420
"2020-09-16",5420
"2020-09-17",5420
"2020-09-18",5420
"2020-09-21",5420
"2020-09-22",5420
"2020-09-23",5420
"2020-09-24",5420
"2020-09-25",5420
"2020-09-28",5420
"2020-09-29",5420
"2020-10-05",5420
"2020-10-06",5420
"2020-10-07",5420
"2020-10-08",5420
"2020-10-12",5420
"2020-10-13",5420
"2020-10-14",5420
"2020-10-15",5420
"2020-10-16",5420
"2020-10-19",5420
"2020-10-20",5420
"2020-10-21",5420
"2020-10-22",5420
"2020-10-23",5420
"2020-10-26",5420
"2020-10-27",5420
"2020-10-28",5420
"2020-10-29",5420
"2020-10-30",5420
"2020-11-02",5420
"2020-11-03",5420
"2020-11-04",5420
"2020-11-05",5420
"2020-11-06",5420
"2020-11-09",5420
"2020-11-10",5420
"2020-11-11",5420
"2020-11-12",5420
"2020-11-13",5420
"2020-11-16",5420
"2020-11-17",5420
"2020-11-18",5420
"2020-11-19",5420
"2020-11-20",5420
"2020-11-23",5420
"2020-11-24",5420
"2020-11-25",5420
"2020-11-26",5420
"2020-11-27",5420
"2020-11-30",5420
"2020-12-01",5420
"2020-12-02",5420
"2020-12-03",5420
"2020-12-04",5420
"2020-12-07",5420
"2020-12-08",5420
"2020-12-09",5420
"2020-12-10",5420
"2020-12-11",5420
"2020-12-14",5420
"2020-12-15",5420
"2020-12-16",5420
"2020-12-17",5420
"2020-12-18",5420
"2020-12-21",5420
"2020-12-22",5420
"2020-12-23",5420
"2020-12-24",5420
"2020-12-28",5420
"2020-12-29",5420
"2020-12-30",5420
"2021-01-04",5420
"2021-01-05",5420
"2021-01-06",5420
"2021-01-07",5420
"2021-01-08",5420
"2021-01-11",5420
"2021-01-12",5420
"2021-01-13",5420
"2021-01-14",5420
"2021-01-15",5420
"2021-01-18",5420
"2021-01-19",5420
"2021-01-20",5420
"2021-01-21",5420
"2021-01-22",5420
"2021-01-25",5420
"2021-01-26",5420
"2021-01-27",5420
"2021-01-28",5420
"2021-01-29",5420
"2021-02-01",5420
"2021-02-02",5420
"2021-02-03",5420
"2021-02-04",5420
"2021-02-05",5420
"2021-02-08",5420
"2021-02-09",5420
"2021-02-10",5420
"2021-02-15",5420
"2021-02-16",5420
"2021-02-17",5420
"2021-02-18",5420
"2021-02-19",5420
"2021-02-22",5420
"2021-02-23",5420
"2021-02-24",5420
"2021-02-25",5420
"2021-02-26",5420
"2021-03-02",5420
"2021-03-03",5420
"2021-03-04",5420
"2021-03-05",5420
"2021-03-08",5420
"2021-03-09",5420
"2021-03-10",5420
"2021-03-11",5420
"2021-03-12",5420
"2021-03-15",5420
"2021-03-16",5420
"2021-03-17",5420
"2021-03-18",5420
"2021-03-19",5420
"2021-03-22",5420
"2021-03-23",5420
"2021-03-24",5420
"2021-03-25",5420
"2021-03-26",5420
"2021-03-29",5420
"2021-03-30",5420
"2021-03-31",5420
"2021-04-01",5420
"2021-04-02",5420
"2021-04-05",5420
"2021-04-06",5420
"2021-04-07",5420
"2021-04-08",5420
"2021-04-09",5420
"2021-04-12",5420
"2021-04-13",5420
"2021-04-14",5420
"2021-04-15",5420
"2021-04-16",5420
"2021-04-19",5420
"2021-04-20",5420
"2021-04-21",5420
"2021-04-22",5420
"2021-04-23",5420
