"","Price"
"2018-04-24",10300
"2018-04-25",9970
"2018-04-26",9500
"2018-04-27",9150
"2018-04-30",10200
"2018-05-02",10650
"2018-05-03",10350
"2018-05-04",11000
"2018-05-08",10400
"2018-05-09",10500
"2018-05-10",11200
"2018-05-11",11050
"2018-05-14",12150
"2018-05-15",12200
"2018-05-16",10850
"2018-05-17",10800
"2018-05-18",10800
"2018-05-21",10850
"2018-05-23",10450
"2018-05-24",10100
"2018-05-25",9130
"2018-05-28",11300
"2018-05-29",10900
"2018-05-30",12600
"2018-05-31",12700
"2018-06-01",12250
"2018-06-04",11900
"2018-06-05",11550
"2018-06-07",11150
"2018-06-08",10650
"2018-06-11",10900
"2018-06-12",10550
"2018-06-14",9640
"2018-06-15",10050
"2018-06-18",9770
"2018-06-19",9610
"2018-06-20",9800
"2018-06-21",9420
"2018-06-22",9080
"2018-06-25",9210
"2018-06-26",9030
"2018-06-27",8850
"2018-06-28",8460
"2018-06-29",8840
"2018-07-02",8290
"2018-07-03",8420
"2018-07-04",8490
"2018-07-05",8180
"2018-07-06",8670
"2018-07-09",8070
"2018-07-10",8250
"2018-07-11",8550
"2018-07-12",8470
"2018-07-13",8750
"2018-07-16",8700
"2018-07-17",8670
"2018-07-18",8360
"2018-07-19",8330
"2018-07-20",8250
"2018-07-23",7930
"2018-07-24",8420
"2018-07-25",8410
"2018-07-26",8640
"2018-07-27",8770
"2018-07-30",8940
"2018-07-31",8630
"2018-08-01",8640
"2018-08-02",8500
"2018-08-03",8500
"2018-08-06",8660
"2018-08-07",8510
"2018-08-08",8550
"2018-08-09",8490
"2018-08-10",8550
"2018-08-13",8240
"2018-08-14",8330
"2018-08-16",8370
"2018-08-17",8670
"2018-08-20",8780
"2018-08-21",8800
"2018-08-22",8800
"2018-08-23",8700
"2018-08-24",8700
"2018-08-27",8250
"2018-08-28",8130
"2018-08-29",8190
"2018-08-30",8160
"2018-08-31",8430
"2018-09-03",8390
"2018-09-04",8590
"2018-09-05",8560
"2018-09-06",8570
"2018-09-07",8820
"2018-09-10",9200
"2018-09-11",9670
"2018-09-12",9460
"2018-09-13",9410
"2018-09-14",9370
"2018-09-17",9400
"2018-09-18",9500
"2018-09-19",9200
"2018-09-20",8960
"2018-09-21",9320
"2018-09-27",9190
"2018-09-28",8910
"2018-10-01",8740
"2018-10-02",8720
"2018-10-04",8740
"2018-10-05",8490
"2018-10-08",8380
"2018-10-10",7740
"2018-10-11",7090
"2018-10-12",7200
"2018-10-15",7110
"2018-10-16",7250
"2018-10-17",7520
"2018-10-18",7450
"2018-10-19",7490
"2018-10-22",7260
"2018-10-23",7100
"2018-10-24",6950
"2018-10-25",6700
"2018-10-26",6340
"2018-10-29",5770
"2018-10-30",6020
"2018-10-31",5970
"2018-11-01",5990
"2018-11-02",6350
"2018-11-05",6350
"2018-11-06",6340
"2018-11-07",6170
"2018-11-08",6250
"2018-11-09",6180
"2018-11-12",6100
"2018-11-13",5980
"2018-11-14",5840
"2018-11-15",5860
"2018-11-16",6080
"2018-11-19",6130
"2018-11-20",6070
"2018-11-21",6100
"2018-11-22",6050
"2018-11-23",5940
"2018-11-26",5930
"2018-11-27",5900
"2018-11-28",5900
"2018-11-29",6040
"2018-11-30",6010
"2018-12-03",6170
"2018-12-04",6400
"2018-12-05",6400
"2018-12-06",6280
"2018-12-07",6380
"2018-12-10",6150
"2018-12-11",6030
"2018-12-12",6000
"2018-12-13",6180
"2018-12-14",6120
"2018-12-17",6070
"2018-12-18",5960
"2018-12-19",5990
"2018-12-20",5990
"2018-12-21",5970
"2018-12-24",5910
"2018-12-26",5660
"2018-12-27",5690
"2018-12-28",5730
"2019-01-02",5650
"2019-01-03",5730
"2019-01-04",5690
"2019-01-07",5800
"2019-01-08",6200
"2019-01-09",6290
"2019-01-10",6210
"2019-01-11",6690
"2019-01-14",6720
"2019-01-15",6780
"2019-01-16",7210
