"","Price"
"2018-04-24",4850
"2018-04-25",4900
"2018-04-26",4890
"2018-04-27",4850
"2018-04-30",4900
"2018-05-02",4960
"2018-05-03",4960
"2018-05-04",4900
"2018-05-08",4900
"2018-05-09",4850
"2018-05-10",4850
"2018-05-11",4850
"2018-05-14",4900
"2018-05-15",5000
"2018-05-16",5000
"2018-05-17",5000
"2018-05-18",4900
"2018-05-21",5000
"2018-05-23",4700
"2018-05-24",4700
"2018-05-25",5060
"2018-05-28",5000
"2018-05-29",4900
"2018-05-30",4800
"2018-05-31",4605
"2018-06-01",4695
"2018-06-04",4795
"2018-06-05",4695
"2018-06-07",4590
"2018-06-08",4580
"2018-06-11",4800
"2018-06-12",4840
"2018-06-14",4895
"2018-06-15",5000
"2018-06-18",4950
"2018-06-19",4925
"2018-06-20",4995
"2018-06-21",5000
"2018-06-22",4990
"2018-06-25",5000
"2018-06-26",4480
"2018-06-27",4265
"2018-06-28",4300
"2018-06-29",4300
"2018-07-02",4290
"2018-07-03",4290
"2018-07-04",4345
"2018-07-05",4340
"2018-07-06",4495
"2018-07-09",4360
"2018-07-10",4445
"2018-07-11",5050
"2018-07-12",5000
"2018-07-13",5050
"2018-07-16",5000
"2018-07-17",4900
"2018-07-18",4900
"2018-07-19",4900
"2018-07-20",4800
"2018-07-23",4800
"2018-07-24",4700
"2018-07-25",4700
"2018-07-26",4900
"2018-07-27",4900
"2018-07-30",4900
"2018-07-31",4900
"2018-08-01",4900
"2018-08-02",4900
"2018-08-03",4750
"2018-08-06",5000
"2018-08-07",5000
"2018-08-08",4950
"2018-08-09",5000
"2018-08-10",4900
"2018-08-13",5000
"2018-08-14",5000
"2018-08-16",4900
"2018-08-17",4900
"2018-08-20",4950
"2018-08-21",4900
"2018-08-22",4900
"2018-08-23",4950
"2018-08-24",5000
"2018-08-27",4950
"2018-08-28",5060
"2018-08-29",4945
"2018-08-30",4950
"2018-08-31",5000
"2018-09-03",4700
"2018-09-04",4800
"2018-09-05",4800
"2018-09-06",4800
"2018-09-07",4800
"2018-09-10",4800
"2018-09-11",4600
"2018-09-12",4700
"2018-09-13",4600
"2018-09-14",4500
"2018-09-17",4495
"2018-09-18",4490
"2018-09-19",4500
"2018-09-20",4400
"2018-09-21",4500
"2018-09-27",4500
"2018-09-28",4500
