"","Price"
"2018-04-24",14650
"2018-04-25",14350
"2018-04-26",14600
"2018-04-27",14450
"2018-04-30",13900
"2018-05-02",13800
"2018-05-03",13900
"2018-05-04",13650
"2018-05-08",13250
"2018-05-09",13200
"2018-05-10",13900
"2018-05-11",14200
"2018-05-14",13700
"2018-05-15",13900
"2018-05-16",13100
"2018-05-17",13100
"2018-05-18",13400
"2018-05-21",13850
"2018-05-23",13900
"2018-05-24",13950
"2018-05-25",14050
"2018-05-28",13900
"2018-05-29",14450
"2018-05-30",14000
"2018-05-31",14050
"2018-06-01",14100
"2018-06-04",14200
"2018-06-05",14550
"2018-06-07",14300
"2018-06-08",13850
"2018-06-11",13950
"2018-06-12",14000
"2018-06-14",13900
"2018-06-15",13750
"2018-06-18",12500
"2018-06-19",11900
"2018-06-20",11850
"2018-06-21",11400
"2018-06-22",11600
"2018-06-25",11550
"2018-06-26",11500
"2018-06-27",11550
"2018-06-28",11500
"2018-06-29",11750
"2018-07-02",11350
"2018-07-03",11250
"2018-07-04",11500
"2018-07-05",11550
"2018-07-06",11650
"2018-07-09",11900
"2018-07-10",12100
"2018-07-11",12400
"2018-07-12",12300
"2018-07-13",12100
"2018-07-16",12100
"2018-07-17",12600
"2018-07-18",12500
"2018-07-19",12400
"2018-07-20",12450
"2018-07-23",11700
"2018-07-24",11900
"2018-07-25",11400
"2018-07-26",11650
"2018-07-27",12250
"2018-07-30",12750
"2018-07-31",12850
"2018-08-01",12950
"2018-08-02",12900
"2018-08-03",12850
"2018-08-06",12750
"2018-08-07",12900
"2018-08-08",12800
"2018-08-09",12850
"2018-08-10",12450
"2018-08-13",11950
"2018-08-14",12050
"2018-08-16",12150
"2018-08-17",12100
"2018-08-20",12300
"2018-08-21",12500
"2018-08-22",12350
"2018-08-23",12100
"2018-08-24",12200
"2018-08-27",12500
"2018-08-28",12450
"2018-08-29",13450
"2018-08-30",13200
"2018-08-31",13500
"2018-09-03",13550
"2018-09-04",13300
"2018-09-05",13050
"2018-09-06",12800
"2018-09-07",12400
"2018-09-10",12350
"2018-09-11",12550
"2018-09-12",12200
"2018-09-13",12300
"2018-09-14",12500
"2018-09-17",12250
"2018-09-18",12200
"2018-09-19",11950
"2018-09-20",11800
"2018-09-21",11650
"2018-09-27",11850
"2018-09-28",11800
"2018-10-01",11950
"2018-10-02",11700
"2018-10-04",11350
"2018-10-05",11500
"2018-10-08",11250
"2018-10-10",10600
"2018-10-11",9610
"2018-10-12",9950
"2018-10-15",9710
"2018-10-16",10350
"2018-10-17",10450
"2018-10-18",10300
"2018-10-19",10650
"2018-10-22",10600
"2018-10-23",10550
"2018-10-24",10300
"2018-10-25",10300
"2018-10-26",9960
"2018-10-29",9210
"2018-10-30",9380
"2018-10-31",9770
"2018-11-01",9940
"2018-11-02",10200
"2018-11-05",10200
"2018-11-06",10150
"2018-11-07",10000
"2018-11-08",10150
"2018-11-09",10450
"2018-11-12",10900
"2018-11-13",10650
"2018-11-14",10200
"2018-11-15",10250
"2018-11-16",10350
"2018-11-19",10400
"2018-11-20",10650
"2018-11-21",10600
"2018-11-22",10500
"2018-11-23",10400
"2018-11-26",10550
"2018-11-27",10650
"2018-11-28",11050
"2018-11-29",10800
"2018-11-30",10700
"2018-12-03",11000
"2018-12-04",10700
"2018-12-05",10450
"2018-12-06",10050
"2018-12-07",10150
"2018-12-10",9840
"2018-12-11",9790
"2018-12-12",10200
"2018-12-13",10200
"2018-12-14",9980
"2018-12-17",10000
"2018-12-18",9900
"2018-12-19",9910
"2018-12-20",9840
"2018-12-21",9860
"2018-12-24",9820
"2018-12-26",9630
"2018-12-27",9730
"2018-12-28",10000
"2019-01-02",9830
"2019-01-03",9600
