"","Price"
"2018-04-24",78700
"2018-04-25",78200
"2018-04-26",78600
"2018-04-27",76000
"2018-04-30",80000
"2018-05-02",80900
"2018-05-03",79100
"2018-05-04",78300
"2018-05-08",78300
"2018-05-09",78300
"2018-05-10",79800
"2018-05-11",79600
"2018-05-14",81900
"2018-05-15",82400
"2018-05-16",82200
"2018-05-17",83000
"2018-05-18",84700
"2018-05-21",87200
"2018-05-23",90000
"2018-05-24",88800
"2018-05-25",84800
"2018-05-28",88500
"2018-05-29",87500
"2018-05-30",87200
"2018-05-31",87300
"2018-06-01",89900
"2018-06-04",88400
"2018-06-05",90900
"2018-06-07",90700
"2018-06-08",89500
"2018-06-11",90000
"2018-06-12",90000
"2018-06-14",88300
"2018-06-15",85000
"2018-06-18",81400
"2018-06-19",81500
"2018-06-20",86800
"2018-06-21",90400
"2018-06-22",93600
"2018-06-25",90400
"2018-06-26",89700
"2018-06-27",88500
"2018-06-28",88500
"2018-06-29",89200
"2018-07-02",92200
"2018-07-03",95800
"2018-07-04",96500
"2018-07-05",94700
"2018-07-06",96700
"2018-07-09",96700
"2018-07-10",99700
"2018-07-11",97900
"2018-07-12",101500
"2018-07-13",100500
"2018-07-16",95200
"2018-07-17",90200
"2018-07-18",89100
"2018-07-19",88000
"2018-07-20",85100
"2018-07-23",84400
"2018-07-24",83700
"2018-07-25",87100
"2018-07-26",85600
"2018-07-27",84900
"2018-07-30",82000
"2018-07-31",81200
"2018-08-01",82700
"2018-08-02",80700
"2018-08-03",86100
"2018-08-06",86000
"2018-08-07",86400
"2018-08-08",87700
"2018-08-09",88000
"2018-08-10",87800
"2018-08-13",87600
"2018-08-14",89600
"2018-08-16",87100
"2018-08-17",84400
"2018-08-20",81900
"2018-08-21",87100
"2018-08-22",83700
"2018-08-23",85500
"2018-08-24",84200
"2018-08-27",82000
"2018-08-28",84200
"2018-08-29",83300
"2018-08-30",82800
"2018-08-31",85500
"2018-09-03",89400
"2018-09-04",87200
"2018-09-05",87700
"2018-09-06",87600
"2018-09-07",86900
"2018-09-10",85900
"2018-09-11",86700
"2018-09-12",86200
"2018-09-13",87500
"2018-09-14",85900
"2018-09-17",84900
"2018-09-18",85800
"2018-09-19",84800
"2018-09-20",83600
"2018-09-21",82300
"2018-09-27",83600
"2018-09-28",83100
"2018-10-01",83200
"2018-10-02",80500
"2018-10-04",78500
"2018-10-05",79400
"2018-10-08",82000
"2018-10-10",81000
"2018-10-11",79500
"2018-10-12",82600
"2018-10-15",79700
"2018-10-16",78700
"2018-10-17",83000
"2018-10-18",80100
"2018-10-19",83600
"2018-10-22",82600
"2018-10-23",83300
"2018-10-24",84700
"2018-10-25",82900
"2018-10-26",79000
"2018-10-29",79700
"2018-10-30",80300
"2018-10-31",75700
