"","Price"
"2018-04-24",243
"2018-04-25",246
"2018-04-26",243
"2018-04-27",245
"2018-04-30",242
"2018-05-02",264
"2018-05-03",250
"2018-05-04",248
"2018-05-08",252
"2018-05-09",249
"2018-05-10",250
"2018-05-11",253
"2018-05-14",251
"2018-05-15",257
"2018-05-16",251
"2018-05-17",254
"2018-05-18",262
"2018-05-21",263
"2018-05-23",260
"2018-05-24",255
"2018-05-25",252
"2018-05-28",260
"2018-05-29",253
"2018-05-30",247
"2018-05-31",250
"2018-06-01",253
"2018-06-04",255
"2018-06-05",255
"2018-06-07",265
"2018-06-08",258
"2018-06-11",259
"2018-06-12",254
"2018-06-14",249
"2018-06-15",250
"2018-06-18",240
"2018-06-19",238
"2018-06-20",242
"2018-06-21",238
"2018-06-22",235
"2018-06-25",237
"2018-06-26",236
"2018-06-27",233
"2018-06-28",230
"2018-06-29",225
"2018-07-02",215
"2018-07-03",226
"2018-07-04",225
"2018-07-05",220
"2018-07-06",237
"2018-07-09",235
"2018-07-10",240
"2018-07-11",237
"2018-07-12",234
"2018-07-13",234
"2018-07-16",233
"2018-07-17",232
"2018-07-18",228
"2018-07-19",225
"2018-07-20",225
"2018-07-23",218
"2018-07-24",220
"2018-07-25",218
"2018-07-26",218
"2018-07-27",219
"2018-07-30",220
"2018-07-31",220
"2018-08-01",221
"2018-08-02",222
"2018-08-03",222
"2018-08-06",224
"2018-08-07",220
"2018-08-08",221
"2018-08-09",220
"2018-08-10",220
"2018-08-13",215
"2018-08-14",216
"2018-08-16",213
"2018-08-17",213
"2018-08-20",216
"2018-08-21",218
"2018-08-22",220
"2018-08-23",219
"2018-08-24",223
"2018-08-27",219
"2018-08-28",219
"2018-08-29",219
"2018-08-30",219
"2018-08-31",220
"2018-09-03",220
"2018-09-04",220
"2018-09-05",218
"2018-09-06",217
"2018-09-07",219
"2018-09-10",218
"2018-09-11",218
"2018-09-12",217
"2018-09-13",217
"2018-09-14",218
"2018-09-17",216
"2018-09-18",215
"2018-09-19",214
"2018-09-20",210
"2018-09-21",210
"2018-09-27",211
"2018-09-28",208
"2018-10-01",210
"2018-10-02",208
"2018-10-04",205
"2018-10-05",202
"2018-10-08",200
"2018-10-10",191
"2018-10-11",182
"2018-10-12",187
"2018-10-15",185
"2018-10-16",188
"2018-10-17",193
"2018-10-18",192
"2018-10-19",191
"2018-10-22",190
"2018-10-23",183
"2018-10-24",181
"2018-10-25",175
"2018-10-26",163
"2018-10-29",153
"2018-10-30",161
"2018-10-31",165
"2018-11-01",180
"2018-11-02",184
"2018-11-05",182
"2018-11-06",181
"2018-11-07",177
"2018-11-08",182
"2018-11-09",185
"2018-11-12",184
"2018-11-13",210
"2018-11-14",201
"2018-11-15",207
"2018-11-16",207
"2018-11-19",215
"2018-11-20",209
"2018-11-21",208
"2018-11-22",206
"2018-11-23",198
"2018-11-26",197
"2018-11-27",199
"2018-11-28",197
"2018-11-29",199
"2018-11-30",198
"2018-12-03",199
"2018-12-04",200
"2018-12-05",199
"2018-12-06",194
"2018-12-07",190
"2018-12-10",187
"2018-12-11",188
"2018-12-12",191
"2018-12-13",192
"2018-12-14",188
"2018-12-17",189
"2018-12-18",187
"2018-12-19",189
"2018-12-20",186
"2018-12-21",182
"2018-12-24",176
"2018-12-26",170
"2018-12-27",172
"2018-12-28",177
"2019-01-02",177
"2019-01-03",173
"2019-01-04",172
"2019-01-07",175
"2019-01-08",175
"2019-01-09",178
"2019-01-10",177
"2019-01-11",178
"2019-01-14",181
"2019-01-15",183
"2019-01-16",184
"2019-01-17",183
"2019-01-18",182
"2019-01-21",181
"2019-01-22",182
"2019-01-23",181
"2019-01-24",181
"2019-01-25",181
"2019-01-28",181
"2019-01-29",181
"2019-01-30",182
"2019-01-31",182
"2019-02-01",183
"2019-02-07",184
"2019-02-08",184
"2019-02-11",185
"2019-02-12",183
"2019-02-13",185
"2019-02-14",204
"2019-02-15",201
"2019-02-18",203
"2019-02-19",200
"2019-02-20",196
"2019-02-21",201
"2019-02-22",198
"2019-02-25",199
"2019-02-26",200
"2019-02-27",198
"2019-02-28",185
"2019-03-04",191
"2019-03-05",193
"2019-03-06",194
"2019-03-07",190
"2019-03-08",188
"2019-03-11",195
"2019-03-12",194
"2019-03-13",192
"2019-03-14",197
"2019-03-15",195
"2019-03-18",193
"2019-03-19",193
"2019-03-20",191
"2019-03-21",189
"2019-03-22",187
"2019-03-25",181
"2019-03-26",184
"2019-03-27",184
"2019-03-28",184
"2019-03-29",186
"2019-04-01",186
"2019-04-02",186
"2019-04-03",186
"2019-04-04",193
"2019-04-05",198
"2019-04-08",196
"2019-04-09",193
"2019-04-10",196
"2019-04-11",197
"2019-04-12",196
"2019-04-15",197
"2019-04-16",197
"2019-04-17",200
"2019-04-18",203
"2019-04-19",203
"2019-04-22",201
"2019-04-23",204
"2019-04-24",204
"2019-04-25",200
"2019-04-26",199
"2019-04-29",200
"2019-04-30",200
"2019-05-02",201
"2019-05-03",201
"2019-05-07",198
"2019-05-08",198
"2019-05-09",195
"2019-05-10",194
"2019-05-13",192
"2019-05-14",192
"2019-05-15",196
"2019-05-16",196
"2019-05-17",194
"2019-05-20",192
"2019-05-21",192
"2019-05-22",192
"2019-05-23",192
"2019-05-24",188
"2019-05-27",185
"2019-05-28",187
"2019-05-29",188
"2019-05-30",188
"2019-05-31",192
"2019-06-03",189
"2019-06-04",186
"2019-06-05",187
"2019-06-07",190
"2019-06-10",194
"2019-06-11",194
"2019-06-12",197
"2019-06-13",199
"2019-06-14",201
"2019-06-17",197
"2019-06-18",199
"2019-06-19",205
"2019-06-20",210
"2019-06-21",207
"2019-06-24",209
"2019-06-25",209
"2019-06-26",205
"2019-06-27",205
"2019-06-28",201
"2019-07-01",206
"2019-07-02",206
"2019-07-03",206
"2019-07-04",202
"2019-07-05",201
"2019-07-08",193
"2019-07-09",196
"2019-07-10",198
"2019-07-11",199
"2019-07-12",198
"2019-07-15",197
"2019-07-16",195
"2019-07-17",190
"2019-07-18",190
"2019-07-19",194
"2019-07-22",192
"2019-07-23",190
"2019-07-24",195
"2019-07-25",192
"2019-07-26",187
"2019-07-29",180
"2019-07-30",181
"2019-07-31",184
"2019-08-01",184
"2019-08-02",184
"2019-08-05",175
"2019-08-06",165
"2019-08-07",172
"2019-08-08",175
"2019-08-09",179
"2019-08-12",179
"2019-08-13",179
