"","Price"
"2018-04-24",5410
"2018-04-25",5510
"2018-04-26",6350
"2018-04-27",6900
"2018-04-30",6890
"2018-05-02",6650
"2018-05-03",6780
"2018-05-04",6810
"2018-05-08",6830
"2018-05-09",6620
"2018-05-10",6770
"2018-05-11",6870
"2018-05-14",6900
"2018-05-15",7240
"2018-05-16",7140
"2018-05-17",6800
"2018-05-18",6550
"2018-05-21",6770
"2018-05-23",6600
"2018-05-24",6630
"2018-05-25",6500
"2018-05-28",6670
"2018-05-29",6520
"2018-05-30",6440
"2018-05-31",6360
"2018-06-01",7000
"2018-06-04",7600
"2018-06-05",7310
"2018-06-07",7010
"2018-06-08",6900
"2018-06-11",6880
"2018-06-12",6830
"2018-06-14",6790
"2018-06-15",6600
"2018-06-18",6460
"2018-06-19",6650
"2018-06-20",6550
"2018-06-21",6520
"2018-06-22",6490
"2018-06-25",7350
"2018-06-26",7360
"2018-06-27",6270
"2018-06-28",5890
"2018-06-29",5720
"2018-07-02",5600
"2018-07-03",5530
"2018-07-04",5720
"2018-07-05",5870
"2018-07-06",5800
"2018-07-09",5800
"2018-07-10",5600
"2018-07-11",5590
"2018-07-12",5380
"2018-07-13",5240
"2018-07-16",4995
"2018-07-17",4995
"2018-07-18",5650
"2018-07-19",5450
"2018-07-20",5090
"2018-07-23",4825
"2018-07-24",4515
"2018-07-25",4795
"2018-07-26",5040
"2018-07-27",5220
"2018-07-30",5150
"2018-07-31",5150
"2018-08-01",5520
"2018-08-02",5850
"2018-08-03",5840
"2018-08-06",5920
"2018-08-07",5820
"2018-08-08",5760
"2018-08-09",5710
"2018-08-10",5600
"2018-08-13",5260
"2018-08-14",5150
"2018-08-16",5220
"2018-08-17",5160
"2018-08-20",5340
"2018-08-21",5360
"2018-08-22",5430
"2018-08-23",5410
"2018-08-24",5270
"2018-08-27",5220
"2018-08-28",5020
"2018-08-29",4915
"2018-08-30",4830
"2018-08-31",4885
"2018-09-03",4895
"2018-09-04",4960
"2018-09-05",4880
"2018-09-06",4900
"2018-09-07",4800
"2018-09-10",4805
"2018-09-11",4665
"2018-09-12",4665
"2018-09-13",4720
"2018-09-14",4870
"2018-09-17",4800
"2018-09-18",4790
"2018-09-19",4695
"2018-09-20",4670
"2018-09-21",4675
"2018-09-27",4630
"2018-09-28",4585
"2018-10-01",4650
"2018-10-02",4655
"2018-10-04",4680
"2018-10-05",4610
"2018-10-08",4530
"2018-10-10",4570
"2018-10-11",4490
"2018-10-12",4345
"2018-10-15",4345
"2018-10-16",4350
"2018-10-17",4355
"2018-10-18",4195
"2018-10-19",3950
"2018-10-22",3800
"2018-10-23",4000
"2018-10-24",4650
"2018-10-25",4350
"2018-10-26",4000
"2018-10-29",4040
"2018-10-30",3975
"2018-10-31",3960
"2018-11-01",3980
"2018-11-02",3950
"2018-11-05",3850
"2018-11-06",3795
"2018-11-07",3740
"2018-11-08",3800
"2018-11-09",3805
"2018-11-12",3805
"2018-11-13",3830
"2018-11-14",4135
"2018-11-15",4105
"2018-11-16",4190
"2018-11-19",4080
