"","Price"
"2018-04-24",62600
"2018-04-25",61900
"2018-04-26",65500
"2018-04-27",66700
"2018-04-30",63000
"2018-05-02",60100
"2018-05-03",59800
"2018-05-04",56400
"2018-05-08",52800
"2018-05-09",55100
"2018-05-10",53800
"2018-05-11",55800
"2018-05-14",55900
"2018-05-15",54400
"2018-05-16",53500
"2018-05-17",51700
"2018-05-18",53000
"2018-05-21",53500
"2018-05-23",53800
"2018-05-24",55000
"2018-05-25",54900
"2018-05-28",55000
"2018-05-29",54500
"2018-05-30",55200
"2018-05-31",54600
"2018-06-01",56500
"2018-06-04",55100
"2018-06-05",53700
"2018-06-07",54900
"2018-06-08",54300
"2018-06-11",54400
"2018-06-12",54100
"2018-06-14",54300
"2018-06-15",53400
"2018-06-18",50900
"2018-06-19",47050
"2018-06-20",47550
"2018-06-21",46550
"2018-06-22",47350
"2018-06-25",48350
"2018-06-26",48100
"2018-06-27",49200
"2018-06-28",48100
"2018-06-29",47400
"2018-07-02",44600
"2018-07-03",44100
"2018-07-04",47400
"2018-07-05",47700
"2018-07-06",48550
"2018-07-09",49150
"2018-07-10",49300
"2018-07-11",47450
"2018-07-12",47400
"2018-07-13",48400
"2018-07-16",47550
"2018-07-17",46800
"2018-07-18",45700
"2018-07-19",44650
"2018-07-20",44650
"2018-07-23",42000
"2018-07-24",42050
"2018-07-25",41800
"2018-07-26",43050
"2018-07-27",43100
"2018-07-30",42450
"2018-07-31",42000
"2018-08-01",44500
"2018-08-02",43500
"2018-08-03",44700
"2018-08-06",43750
"2018-08-07",46050
"2018-08-08",45400
"2018-08-09",46600
"2018-08-10",46100
"2018-08-13",43300
"2018-08-14",43350
"2018-08-16",44050
"2018-08-17",53600
"2018-08-20",50100
"2018-08-21",50000
"2018-08-22",48600
"2018-08-23",50700
"2018-08-24",50800
"2018-08-27",51400
"2018-08-28",52000
"2018-08-29",52800
"2018-08-30",52000
"2018-08-31",53500
"2018-09-03",56000
"2018-09-04",57600
"2018-09-05",55700
"2018-09-06",55000
"2018-09-07",56300
"2018-09-10",55100
"2018-09-11",55400
"2018-09-12",62200
"2018-09-13",59900
"2018-09-14",60500
"2018-09-17",59800
"2018-09-18",60600
"2018-09-19",58600
"2018-09-20",59800
"2018-09-21",59900
"2018-09-27",60300
"2018-09-28",61000
"2018-10-01",59200
"2018-10-02",58600
"2018-10-04",58800
"2018-10-05",55200
"2018-10-08",53400
"2018-10-10",53200
"2018-10-11",49750
"2018-10-12",53300
"2018-10-15",51600
"2018-10-16",52300
"2018-10-17",52800
"2018-10-18",51200
"2018-10-19",51600
"2018-10-22",51800
"2018-10-23",48800
"2018-10-24",46700
"2018-10-25",45600
"2018-10-26",42900
"2018-10-29",40550
"2018-10-30",42850
"2018-10-31",42500
"2018-11-01",42600
"2018-11-02",48200
"2018-11-05",50400
"2018-11-06",49600
"2018-11-07",52700
"2018-11-08",52900
"2018-11-09",50200
"2018-11-12",47000
"2018-11-13",48250
"2018-11-14",48150
