"","Price"
"2018-04-24",2440
"2018-04-25",2430
"2018-04-26",2515
"2018-04-27",2545
"2018-04-30",2485
"2018-05-02",2520
"2018-05-03",2555
"2018-05-04",2520
"2018-05-08",2400
"2018-05-09",2450
"2018-05-10",2475
"2018-05-11",2565
"2018-05-14",2505
"2018-05-15",2730
"2018-05-16",2620
"2018-05-17",2860
"2018-05-18",2780
"2018-05-21",2720
"2018-05-23",2695
"2018-05-24",2685
"2018-05-25",2680
"2018-05-28",2750
"2018-05-29",2890
"2018-05-30",3010
"2018-05-31",2935
"2018-06-01",2825
"2018-06-04",2725
"2018-06-05",2800
"2018-06-07",2810
"2018-06-08",2860
"2018-06-11",2700
"2018-06-12",2660
"2018-06-14",2560
"2018-06-15",2585
"2018-06-18",2555
"2018-06-19",2445
"2018-06-20",2460
"2018-06-21",2470
"2018-06-22",2450
"2018-06-25",2815
"2018-06-26",3165
"2018-06-27",3190
"2018-06-28",3700
"2018-06-29",3795
"2018-07-02",3500
"2018-07-03",3570
"2018-07-04",3500
"2018-07-05",3580
"2018-07-06",3750
"2018-07-09",3910
"2018-07-10",3950
"2018-07-11",4130
"2018-07-12",3895
"2018-07-13",4010
"2018-07-16",4160
"2018-07-17",4430
"2018-07-18",4340
"2018-07-19",4340
"2018-07-20",4335
"2018-07-23",3995
"2018-07-24",3960
"2018-07-25",4015
"2018-07-26",4210
"2018-07-27",4385
"2018-07-30",4410
"2018-07-31",4460
"2018-08-01",4275
"2018-08-02",4200
"2018-08-03",4200
"2018-08-06",3825
"2018-08-07",3850
"2018-08-08",3835
"2018-08-09",4040
"2018-08-10",4070
"2018-08-13",4000
"2018-08-14",4000
"2018-08-16",3995
"2018-08-17",3775
"2018-08-20",3815
"2018-08-21",3835
"2018-08-22",4005
"2018-08-23",4000
"2018-08-24",4200
"2018-08-27",4295
"2018-08-28",4170
"2018-08-29",4095
"2018-08-30",4075
"2018-08-31",4075
"2018-09-03",4130
"2018-09-04",4095
"2018-09-05",3985
"2018-09-06",3900
"2018-09-07",3980
"2018-09-10",4020
"2018-09-11",3935
"2018-09-12",3960
"2018-09-13",3855
"2018-09-14",3805
"2018-09-17",3835
"2018-09-18",4190
"2018-09-19",4705
"2018-09-20",4265
"2018-09-21",4245
"2018-09-27",4030
"2018-09-28",3930
"2018-10-01",4175
"2018-10-02",4160
"2018-10-04",3980
"2018-10-05",4050
"2018-10-08",3960
"2018-10-10",3840
"2018-10-11",3580
"2018-10-12",3635
"2018-10-15",3820
"2018-10-16",3945
"2018-10-17",3835
"2018-10-18",3820
"2018-10-19",3590
"2018-10-22",3500
"2018-10-23",3400
"2018-10-24",3290
"2018-10-25",3000
"2018-10-26",3000
"2018-10-29",2900
"2018-10-30",2970
"2018-10-31",2905
"2018-11-01",2990
"2018-11-02",3400
"2018-11-05",3400
"2018-11-06",3200
"2018-11-07",3260
"2018-11-08",3235
"2018-11-09",3200
"2018-11-12",3220
"2018-11-13",3110
"2018-11-14",3410
"2018-11-15",3360
"2018-11-16",3345
"2018-11-19",3290
"2018-11-20",3375
"2018-11-21",3305
"2018-11-22",3290
"2018-11-23",3260
"2018-11-26",3250
"2018-11-27",3415
"2018-11-28",3390
"2018-11-29",3290
"2018-11-30",3200
"2018-12-03",3085
"2018-12-04",3115
"2018-12-05",2995
"2018-12-06",2755
"2018-12-07",2765
"2018-12-10",2740
"2018-12-11",2560
"2018-12-12",2730
"2018-12-13",2665
"2018-12-14",2605
"2018-12-17",2625
"2018-12-18",2670
"2018-12-19",2680
"2018-12-20",2630
"2018-12-21",2590
"2018-12-24",2430
"2018-12-26",2230
"2018-12-27",2260
"2018-12-28",2295
"2019-01-02",2275
"2019-01-03",2220
"2019-01-04",2270
"2019-01-07",2280
"2019-01-08",2215
"2019-01-09",2220
"2019-01-10",2655
"2019-01-11",2675
"2019-01-14",2560
"2019-01-15",2570
"2019-01-16",2630
"2019-01-17",2470
"2019-01-18",2560
"2019-01-21",2650
"2019-01-22",2600
"2019-01-23",2580
"2019-01-24",2720
"2019-01-25",2670
"2019-01-28",2615
"2019-01-29",2585
"2019-01-30",2560
"2019-01-31",2515
"2019-02-01",2530
"2019-02-07",2580
"2019-02-08",2570
"2019-02-11",2535
"2019-02-12",2550
"2019-02-13",2510
"2019-02-14",2510
"2019-02-15",2695
"2019-02-18",2780
"2019-02-19",2740
"2019-02-20",2705
"2019-02-21",2735
"2019-02-22",2745
"2019-02-25",2730
"2019-02-26",2620
"2019-02-27",2595
"2019-02-28",2500
"2019-03-04",2600
"2019-03-05",2600
"2019-03-06",2615
"2019-03-07",2600
"2019-03-08",2580
"2019-03-11",2525
"2019-03-12",2575
"2019-03-13",2595
"2019-03-14",2630
"2019-03-15",2590
"2019-03-18",2570
"2019-03-19",2590
"2019-03-20",2550
"2019-03-21",2565
"2019-03-22",2570
"2019-03-25",2440
"2019-03-26",2515
"2019-03-27",2490
"2019-03-28",2475
"2019-03-29",2465
"2019-04-01",2555
"2019-04-02",2605
"2019-04-03",2630
"2019-04-04",2625
"2019-04-05",2705
"2019-04-08",2790
"2019-04-09",2805
"2019-04-10",2770
"2019-04-11",2860
"2019-04-12",2880
"2019-04-15",2810
"2019-04-16",2750
"2019-04-17",2820
"2019-04-18",2890
"2019-04-19",2890
"2019-04-22",2855
"2019-04-23",2795
"2019-04-24",2800
"2019-04-25",2760
"2019-04-26",2740
"2019-04-29",2760
"2019-04-30",2750
"2019-05-02",2805
"2019-05-03",2795
"2019-05-07",2750
"2019-05-08",2790
"2019-05-09",2795
"2019-05-10",2850
"2019-05-13",2920
"2019-05-14",2925
"2019-05-15",2910
"2019-05-16",2785
"2019-05-17",2770
"2019-05-20",2735
"2019-05-21",2700
"2019-05-22",2750
"2019-05-23",2690
"2019-05-24",2645
"2019-05-27",2585
"2019-05-28",2655
"2019-05-29",2550
"2019-05-30",2570
"2019-05-31",2620
"2019-06-03",2560
"2019-06-04",2550
"2019-06-05",2645
"2019-06-07",2655
"2019-06-10",2705
"2019-06-11",2670
"2019-06-12",2645
"2019-06-13",2670
"2019-06-14",2680
"2019-06-17",2660
"2019-06-18",2620
"2019-06-19",2650
"2019-06-20",2675
"2019-06-21",2675
"2019-06-24",2720
"2019-06-25",2695
"2019-06-26",2660
"2019-06-27",2665
"2019-06-28",2615
"2019-07-01",2570
"2019-07-02",2560
"2019-07-03",2560
"2019-07-04",2585
"2019-07-05",2585
"2019-07-08",2480
"2019-07-09",2455
"2019-07-10",2490
"2019-07-11",2520
"2019-07-12",2530
"2019-07-15",2500
"2019-07-16",2370
"2019-07-17",2350
"2019-07-18",2345
"2019-07-19",2350
"2019-07-22",2365
"2019-07-23",2370
"2019-07-24",2405
"2019-07-25",2365
"2019-07-26",2320
"2019-07-29",2165
"2019-07-30",2205
"2019-07-31",2260
"2019-08-01",2210
"2019-08-02",2200
"2019-08-05",1935
"2019-08-06",1880
"2019-08-07",1935
"2019-08-08",2030
"2019-08-09",2100
"2019-08-12",2115
"2019-08-13",2105
"2019-08-14",2155
"2019-08-16",2190
"2019-08-19",2285
"2019-08-20",2415
"2019-08-21",2405
"2019-08-22",2405
"2019-08-23",2370
"2019-08-26",2245
"2019-08-27",2275
"2019-08-28",2350
"2019-08-29",2305
"2019-08-30",2310
"2019-09-02",2235
"2019-09-03",2300
"2019-09-04",2345
"2019-09-05",2455
"2019-09-06",2420
"2019-09-09",2390
"2019-09-10",2305
"2019-09-11",2385
"2019-09-16",2425
"2019-09-17",2435
"2019-09-18",2380
"2019-09-19",2380
"2019-09-20",2395
"2019-09-23",2435
"2019-09-24",2435
"2019-09-25",2405
"2019-09-26",2375
"2019-09-27",2345
"2019-09-30",2345
"2019-10-01",2355
"2019-10-02",2315
"2019-10-04",2320
"2019-10-07",2250
"2019-10-08",2315
"2019-10-10",2370
"2019-10-11",2350
"2019-10-14",2420
"2019-10-15",2395
"2019-10-16",2375
"2019-10-17",2355
"2019-10-18",2340
"2019-10-21",2290
"2019-10-22",2290
"2019-10-23",2250
"2019-10-24",2250
"2019-10-25",2215
"2019-10-28",2250
"2019-10-29",2260
"2019-10-30",2215
"2019-10-31",2250
"2019-11-01",2280
"2019-11-04",2285
"2019-11-05",2295
"2019-11-06",2320
"2019-11-07",2320
"2019-11-08",2295
"2019-11-11",2335
"2019-11-12",2315
"2019-11-13",2325
"2019-11-14",2310
"2019-11-15",2285
"2019-11-18",2265
"2019-11-19",2265
"2019-11-20",2245
"2019-11-21",2220
"2019-11-22",2210
"2019-11-25",2270
"2019-11-26",2265
"2019-11-27",2280
"2019-11-28",2270
"2019-11-29",2265
"2019-12-02",2285
"2019-12-03",2275
"2019-12-04",2260
"2019-12-05",2245
"2019-12-06",2265
"2019-12-09",2265
"2019-12-10",2270
"2019-12-11",2270
"2019-12-12",2285
"2019-12-13",2300
"2019-12-16",2340
"2019-12-17",2405
"2019-12-18",2400
"2019-12-19",2315
"2019-12-20",2335
"2019-12-23",2335
"2019-12-24",2410
"2019-12-26",2395
"2019-12-27",2375
"2019-12-30",2390
"2020-01-02",2420
"2020-01-03",2415
"2020-01-06",2420
"2020-01-07",2370
"2020-01-08",2270
"2020-01-09",2325
"2020-01-10",2350
"2020-01-13",2355
"2020-01-14",2445
"2020-01-15",2690
"2020-01-16",2750
"2020-01-17",2700
"2020-01-20",2490
"2020-01-21",2570
"2020-01-22",2615
"2020-01-23",2595
"2020-01-28",2515
"2020-01-29",2625
"2020-01-30",2570
"2020-01-31",2460
"2020-02-03",2510
"2020-02-04",2580
"2020-02-05",2580
"2020-02-06",2660
"2020-02-07",2615
"2020-02-10",2640
"2020-02-11",2660
"2020-02-12",2620
"2020-02-13",2630
"2020-02-14",2630
"2020-02-17",2600
"2020-02-18",2555
"2020-02-19",2555
"2020-02-20",2525
"2020-02-21",2460
"2020-02-24",2395
"2020-02-25",2410
"2020-02-26",2430
"2020-02-27",2355
"2020-02-28",2290
"2020-03-02",2325
"2020-03-03",2355
"2020-03-04",2360
"2020-03-05",2370
"2020-03-06",2335
"2020-03-09",2265
"2020-03-10",2195
"2020-03-11",2165
"2020-03-12",2015
"2020-03-13",1860
"2020-03-16",1875
"2020-03-17",1985
"2020-03-18",1800
"2020-03-19",1460
"2020-03-20",1560
"2020-03-23",1520
"2020-03-24",1625
"2020-03-25",1725
"2020-03-26",1670
"2020-03-27",1635
"2020-03-30",1730
"2020-03-31",1910
"2020-04-01",1950
"2020-04-02",1905
"2020-04-03",1870
"2020-04-06",1920
"2020-04-07",1910
"2020-04-08",2020
"2020-04-09",2050
"2020-04-10",2005
"2020-04-13",1880
"2020-04-14",1945
"2020-04-16",1955
"2020-04-17",1985
"2020-04-20",2005
"2020-04-21",1950
"2020-04-22",1950
"2020-04-23",1985
"2020-04-24",2005
"2020-04-27",2200
"2020-04-28",2175
"2020-04-29",2170
"2020-05-04",2170
"2020-05-06",2170
"2020-05-07",2185
"2020-05-08",2240
"2020-05-11",2295
"2020-05-12",2250
"2020-05-13",2235
"2020-05-14",2170
"2020-05-15",2220
"2020-05-18",2225
"2020-05-19",2255
"2020-05-20",2275
"2020-05-21",2270
"2020-05-22",2225
"2020-05-25",2225
"2020-05-26",2240
"2020-05-27",2250
"2020-05-28",2080
"2020-05-29",2155
"2020-06-01",2150
"2020-06-02",2195
"2020-06-03",2230
"2020-06-04",2190
"2020-06-05",2185
"2020-06-08",2150
"2020-06-09",2125
"2020-06-10",2130
"2020-06-11",2115
"2020-06-12",2040
"2020-06-15",1910
"2020-06-16",1995
"2020-06-17",1965
"2020-06-18",2030
"2020-06-19",2050
"2020-06-22",2035
"2020-06-23",2035
"2020-06-24",2005
"2020-06-25",1985
"2020-06-26",2020
"2020-06-29",2000
"2020-06-30",2025
"2020-07-01",1995
"2020-07-02",2010
"2020-07-03",2010
"2020-07-06",2040
"2020-07-07",2070
"2020-07-08",2175
"2020-07-09",2235
"2020-07-10",2365
"2020-07-13",2500
"2020-07-14",2600
"2020-07-15",2725
"2020-07-16",2730
"2020-07-17",2670
"2020-07-20",2815
"2020-07-21",2985
"2020-07-22",2985
"2020-07-23",2965
"2020-07-24",2950
"2020-07-27",2955
"2020-07-28",2725
"2020-07-29",2885
"2020-07-30",3285
"2020-07-31",3700
"2020-08-03",3650
"2020-08-04",3995
"2020-08-05",4130
"2020-08-06",4270
"2020-08-07",4280
"2020-08-10",4280
"2020-08-11",4270
"2020-08-12",4600
"2020-08-13",4915
"2020-08-14",4905
"2020-08-18",4400
"2020-08-19",4425
"2020-08-20",4080
"2020-08-21",4410
"2020-08-24",4290
"2020-08-25",4180
"2020-08-26",4345
"2020-08-27",4330
"2020-08-28",4605
"2020-08-31",5030
"2020-09-01",4990
"2020-09-02",5130
"2020-09-03",5140
"2020-09-04",5120
"2020-09-07",5630
"2020-09-08",5420
"2020-09-09",5660
"2020-09-10",5630
"2020-09-11",5720
"2020-09-14",5870
"2020-09-15",5760
"2020-09-16",5400
"2020-09-17",5440
"2020-09-18",5470
"2020-09-21",5350
"2020-09-22",5540
"2020-09-23",5910
"2020-09-24",6230
"2020-09-25",6850
"2020-09-28",7060
"2020-09-29",6970
"2020-10-05",6780
"2020-10-06",6900
"2020-10-07",7780
"2020-10-08",7650
"2020-10-12",7270
"2020-10-13",7040
"2020-10-14",6920
"2020-10-15",7190
"2020-10-16",6980
"2020-10-19",6430
"2020-10-20",6510
"2020-10-21",6390
"2020-10-22",6290
"2020-10-23",6290
"2020-10-26",6290
"2020-10-27",6120
"2020-10-28",6200
"2020-10-29",6590
"2020-10-30",6950
"2020-11-02",6980
"2020-11-03",7000
"2020-11-04",6900
"2020-11-05",7120
"2020-11-06",7050
"2020-11-09",7530
"2020-11-10",7250
"2020-11-11",7140
"2020-11-12",7130
"2020-11-13",7430
"2020-11-16",7400
"2020-11-17",7410
"2020-11-18",7500
"2020-11-19",7590
"2020-11-20",8460
"2020-11-23",8050
"2020-11-24",8400
"2020-11-25",8250
"2020-11-26",7710
"2020-11-27",7810
"2020-11-30",8260
"2020-12-01",9020
"2020-12-02",9250
"2020-12-03",9220
"2020-12-04",8740
"2020-12-07",8400
"2020-12-08",8850
"2020-12-09",8910
"2020-12-10",8740
"2020-12-11",8890
"2020-12-14",8800
"2020-12-15",8740
"2020-12-16",8750
"2020-12-17",8650
"2020-12-18",8580
"2020-12-21",8490
"2020-12-22",8240
"2020-12-23",8030
"2020-12-24",8040
"2020-12-28",7770
"2020-12-29",8410
"2020-12-30",8750
"2021-01-04",9490
"2021-01-05",9360
"2021-01-06",9990
"2021-01-07",9750
"2021-01-08",9770
"2021-01-11",9680
"2021-01-12",9750
"2021-01-13",11250
"2021-01-14",11500
"2021-01-15",11700
"2021-01-18",10150
"2021-01-19",11300
"2021-01-20",11150
"2021-01-21",11450
"2021-01-22",11450
"2021-01-25",11100
"2021-01-26",10600
"2021-01-27",10400
"2021-01-28",10900
"2021-01-29",10400
"2021-02-01",10350
"2021-02-02",10050
"2021-02-03",10900
"2021-02-04",10850
"2021-02-05",10650
"2021-02-08",10550
"2021-02-09",11200
"2021-02-10",11550
"2021-02-15",12950
"2021-02-16",13650
"2021-02-17",13450
"2021-02-18",13600
"2021-02-19",12900
"2021-02-22",13950
"2021-02-23",13700
"2021-02-24",13400
"2021-02-25",13700
"2021-02-26",14150
"2021-03-02",14500
"2021-03-03",14800
"2021-03-04",14850
"2021-03-05",14850
"2021-03-08",14400
"2021-03-09",13800
"2021-03-10",13600
"2021-03-11",13350
"2021-03-12",13600
"2021-03-15",12950
"2021-03-16",12600
"2021-03-17",12600
"2021-03-18",13200
"2021-03-19",14150
"2021-03-22",14300
"2021-03-23",14450
"2021-03-24",13900
"2021-03-25",13500
"2021-03-26",13600
"2021-03-29",13250
"2021-03-30",13800
"2021-03-31",13750
"2021-04-01",14400
"2021-04-02",14400
"2021-04-05",14900
"2021-04-06",14600
"2021-04-07",14750
"2021-04-08",14300
"2021-04-09",14400
"2021-04-12",13550
"2021-04-13",13600
"2021-04-14",13500
"2021-04-15",13000
"2021-04-16",13300
"2021-04-19",13050
"2021-04-20",13050
"2021-04-21",12850
"2021-04-22",13500
"2021-04-23",14250
