"","Price"
"2018-04-24",28800
"2018-04-25",28650
"2018-04-26",29200
"2018-04-27",29000
"2018-04-30",28100
"2018-05-02",28000
"2018-05-03",28400
"2018-05-04",27650
"2018-05-08",26500
"2018-05-09",26700
"2018-05-10",27100
"2018-05-11",26900
"2018-05-14",27100
"2018-05-15",26800
"2018-05-16",26500
"2018-05-17",26000
"2018-05-18",27000
"2018-05-21",27450
"2018-05-23",27350
"2018-05-24",27350
"2018-05-25",27550
"2018-05-28",28000
"2018-05-29",27750
"2018-05-30",26900
"2018-05-31",27800
"2018-06-01",27700
"2018-06-04",27350
"2018-06-05",27400
"2018-06-07",27850
"2018-06-08",27900
"2018-06-11",28200
"2018-06-12",27500
"2018-06-14",27300
"2018-06-15",27850
"2018-06-18",26300
"2018-06-19",24700
"2018-06-20",25400
"2018-06-21",25300
"2018-06-22",25300
"2018-06-25",25000
"2018-06-26",25250
"2018-06-27",25000
"2018-06-28",25800
"2018-06-29",25950
"2018-07-02",26100
"2018-07-03",25800
"2018-07-04",25900
"2018-07-05",25650
"2018-07-06",25850
"2018-07-09",26700
"2018-07-10",26750
"2018-07-11",25750
"2018-07-12",26050
"2018-07-13",26100
"2018-07-16",25850
"2018-07-17",25200
"2018-07-18",25200
"2018-07-19",26200
"2018-07-20",26150
"2018-07-23",26750
"2018-07-24",26000
"2018-07-25",25050
"2018-07-26",25350
"2018-07-27",26400
"2018-07-30",26450
"2018-07-31",26300
"2018-08-01",26900
"2018-08-02",27600
"2018-08-03",27700
"2018-08-06",26900
"2018-08-07",26850
"2018-08-08",27100
"2018-08-09",27900
"2018-08-10",27850
"2018-08-13",27100
"2018-08-14",27600
"2018-08-16",27150
"2018-08-17",27400
"2018-08-20",27500
"2018-08-21",28400
"2018-08-22",27800
"2018-08-23",27550
"2018-08-24",27650
"2018-08-27",26450
"2018-08-28",26250
"2018-08-29",26550
"2018-08-30",26950
"2018-08-31",28050
"2018-09-03",27900
"2018-09-04",29950
"2018-09-05",30850
"2018-09-06",32550
"2018-09-07",32250
"2018-09-10",31300
"2018-09-11",30600
"2018-09-12",30050
"2018-09-13",30550
"2018-09-14",29600
"2018-09-17",28900
"2018-09-18",29850
"2018-09-19",29250
"2018-09-20",28950
"2018-09-21",29200
"2018-09-27",29200
"2018-09-28",28350
"2018-10-01",28500
"2018-10-02",27800
"2018-10-04",26850
"2018-10-05",26100
"2018-10-08",25900
"2018-10-10",24950
"2018-10-11",21950
"2018-10-12",22500
"2018-10-15",22000
"2018-10-16",22300
"2018-10-17",22100
"2018-10-18",22150
"2018-10-19",20900
"2018-10-22",20900
"2018-10-23",19500
"2018-10-24",19050
"2018-10-25",19350
"2018-10-26",19600
"2018-10-29",18550
"2018-10-30",19600
"2018-10-31",20750
"2018-11-01",21150
"2018-11-02",21850
"2018-11-05",22400
"2018-11-06",22450
"2018-11-07",23000
"2018-11-08",23000
"2018-11-09",23400
"2018-11-12",22350
"2018-11-13",23100
"2018-11-14",24550
"2018-11-15",25000
"2018-11-16",25200
"2018-11-19",23750
"2018-11-20",23050
"2018-11-21",23000
"2018-11-22",22900
"2018-11-23",21950
"2018-11-26",21850
"2018-11-27",22200
"2018-11-28",21800
"2018-11-29",21450
"2018-11-30",20800
"2018-12-03",22500
"2018-12-04",22250
"2018-12-05",21300
"2018-12-06",20500
"2018-12-07",20600
"2018-12-10",20000
"2018-12-11",19900
"2018-12-12",20350
"2018-12-13",20650
"2018-12-14",20400
"2018-12-17",19900
"2018-12-18",19750
"2018-12-19",19950
"2018-12-20",19150
"2018-12-21",20050
"2018-12-24",19900
"2018-12-26",19500
"2018-12-27",19700
"2018-12-28",21050
"2019-01-02",20550
"2019-01-03",20850
"2019-01-04",20100
"2019-01-07",20500
"2019-01-08",20350
"2019-01-09",20700
"2019-01-10",20700
"2019-01-11",21950
"2019-01-14",22750
"2019-01-15",23250
"2019-01-16",23100
"2019-01-17",22350
"2019-01-18",22500
"2019-01-21",23700
"2019-01-22",23550
"2019-01-23",23200
"2019-01-24",22500
"2019-01-25",22300
"2019-01-28",22600
"2019-01-29",22800
"2019-01-30",22700
"2019-01-31",23050
"2019-02-01",22900
"2019-02-07",24400
"2019-02-08",23550
"2019-02-11",22950
"2019-02-12",22800
"2019-02-13",23450
"2019-02-14",23050
"2019-02-15",22600
"2019-02-18",22600
"2019-02-19",22400
"2019-02-20",22500
"2019-02-21",22100
"2019-02-22",21800
"2019-02-25",21800
"2019-02-26",21400
"2019-02-27",20750
"2019-02-28",20050
"2019-03-04",20350
"2019-03-05",20000
"2019-03-06",20200
"2019-03-07",19900
"2019-03-08",19600
"2019-03-11",19300
"2019-03-12",19750
"2019-03-13",19600
"2019-03-14",20200
"2019-03-15",19900
"2019-03-18",19950
"2019-03-19",19700
"2019-03-20",19400
"2019-03-21",19350
"2019-03-22",19200
"2019-03-25",18650
"2019-03-26",18450
"2019-03-27",18650
"2019-03-28",18450
"2019-03-29",18000
"2019-04-01",18300
"2019-04-02",18600
"2019-04-03",19000
"2019-04-04",18950
"2019-04-05",19450
"2019-04-08",19500
"2019-04-09",19150
"2019-04-10",19200
"2019-04-11",19950
"2019-04-12",23600
"2019-04-15",24350
"2019-04-16",23400
"2019-04-17",23500
"2019-04-18",21300
"2019-04-19",22350
"2019-04-22",21350
"2019-04-23",21600
"2019-04-24",21600
"2019-04-25",21650
"2019-04-26",20800
"2019-04-29",21500
"2019-04-30",21750
"2019-05-02",22100
"2019-05-03",22050
"2019-05-07",21250
"2019-05-08",20800
"2019-05-09",19750
"2019-05-10",19500
"2019-05-13",19000
"2019-05-14",19000
"2019-05-15",19750
"2019-05-16",19950
"2019-05-17",20100
"2019-05-20",19250
"2019-05-21",19250
"2019-05-22",19250
"2019-05-23",18850
"2019-05-24",19000
"2019-05-27",19300
"2019-05-28",19700
"2019-05-29",19800
"2019-05-30",20500
"2019-05-31",20700
"2019-06-03",20700
"2019-06-04",21150
"2019-06-05",21700
"2019-06-07",22200
"2019-06-10",22350
"2019-06-11",22500
"2019-06-12",22300
"2019-06-13",22200
"2019-06-14",22150
"2019-06-17",22000
"2019-06-18",22000
"2019-06-19",22000
"2019-06-20",21950
"2019-06-21",22100
"2019-06-24",22050
"2019-06-25",22000
"2019-06-26",22000
"2019-06-27",21600
"2019-06-28",21800
"2019-07-01",21800
"2019-07-02",21800
"2019-07-03",21900
"2019-07-04",21750
"2019-07-05",22100
"2019-07-08",21250
"2019-07-09",20950
"2019-07-10",21300
"2019-07-11",21400
"2019-07-12",21700
"2019-07-15",21400
"2019-07-16",21150
"2019-07-17",21150
"2019-07-18",21100
"2019-07-19",21350
"2019-07-22",21500
"2019-07-23",21450
"2019-07-24",21100
"2019-07-25",20900
"2019-07-26",20850
"2019-07-29",20200
"2019-07-30",19850
"2019-07-31",20000
"2019-08-01",19850
"2019-08-02",19950
"2019-08-05",19600
"2019-08-06",19600
"2019-08-07",19600
"2019-08-08",20100
"2019-08-09",20050
"2019-08-12",19800
"2019-08-13",20100
"2019-08-14",20150
"2019-08-16",20100
"2019-08-19",20700
"2019-08-20",21200
"2019-08-21",20550
"2019-08-22",22100
