"","Price"
"2020-08-13",11700
"2020-08-14",11800
"2020-08-18",10950
"2020-08-19",11050
"2020-08-20",11200
"2020-08-21",11550
"2020-08-24",12250
"2020-08-25",12500
"2020-08-26",12500
"2020-08-27",12200
"2020-08-28",12650
"2020-08-31",13350
"2020-09-01",13350
"2020-09-02",14000
"2020-09-03",13650
"2020-09-04",13150
"2020-09-07",12550
"2020-09-08",12500
"2020-09-09",13150
"2020-09-10",13600
"2020-09-11",13500
"2020-09-14",13350
"2020-09-15",13400
"2020-09-16",13150
"2020-09-17",13100
"2020-09-18",12700
"2020-09-21",12400
"2020-09-22",12350
"2020-09-23",12350
"2020-09-24",11700
"2020-09-25",11600
"2020-09-28",12100
"2020-09-29",12350
"2020-10-05",12300
"2020-10-06",12150
"2020-10-07",12400
"2020-10-08",13100
"2020-10-12",13400
"2020-10-13",13150
"2020-10-14",13000
"2020-10-15",12350
"2020-10-16",12250
"2020-10-19",12250
"2020-10-20",12500
"2020-10-21",12450
"2020-10-22",11900
"2020-10-23",11950
"2020-10-26",12000
"2020-10-27",11850
"2020-10-28",11850
"2020-10-29",11800
"2020-10-30",11400
"2020-11-02",11200
"2020-11-03",11200
"2020-11-04",11150
"2020-11-05",11300
"2020-11-06",10750
"2020-11-09",10850
"2020-11-10",10950
"2020-11-11",11100
"2020-11-12",11000
"2020-11-13",11400
"2020-11-16",11900
"2020-11-17",11700
"2020-11-18",11750
"2020-11-19",11700
"2020-11-20",12150
"2020-11-23",12050
"2020-11-24",12000
"2020-11-25",11700
"2020-11-26",11950
"2020-11-27",11850
"2020-11-30",11700
"2020-12-01",11700
"2020-12-02",11550
"2020-12-03",11300
"2020-12-04",11250
"2020-12-07",11150
"2020-12-08",11200
"2020-12-09",11400
"2020-12-10",11150
"2020-12-11",11350
"2020-12-14",11400
"2020-12-15",11500
"2020-12-16",11400
"2020-12-17",11250
"2020-12-18",11200
"2020-12-21",10800
"2020-12-22",10600
"2020-12-23",10600
"2020-12-24",10750
"2020-12-28",10350
"2020-12-29",10400
"2020-12-30",10700
"2021-01-04",10450
"2021-01-05",10450
"2021-01-06",10600
"2021-01-07",10900
"2021-01-08",10700
"2021-01-11",10300
"2021-01-12",11000
"2021-01-13",10950
"2021-01-14",11150
"2021-01-15",10800
"2021-01-18",10900
"2021-01-19",10850
"2021-01-20",12200
"2021-01-21",12100
"2021-01-22",12550
"2021-01-25",12800
"2021-01-26",12250
"2021-01-27",11750
"2021-01-28",11100
"2021-01-29",10850
"2021-02-01",11050
"2021-02-02",11850
"2021-02-03",11800
"2021-02-04",11350
"2021-02-05",10950
"2021-02-08",10950
"2021-02-09",10900
"2021-02-10",10850
"2021-02-15",11000
"2021-02-16",10900
"2021-02-17",11450
"2021-02-18",11450
"2021-02-19",11350
"2021-02-22",11100
"2021-02-23",11000
"2021-02-24",10600
"2021-02-25",10850
"2021-02-26",10500
"2021-03-02",10650
"2021-03-03",10850
"2021-03-04",10900
"2021-03-05",11000
"2021-03-08",11050
"2021-03-09",11100
"2021-03-10",10700
"2021-03-11",10750
"2021-03-12",10900
"2021-03-15",10950
"2021-03-16",11100
"2021-03-17",11100
"2021-03-18",11100
"2021-03-19",10950
"2021-03-22",10900
"2021-03-23",10850
"2021-03-24",10800
"2021-03-25",10900
"2021-03-26",10800
"2021-03-29",10750
"2021-03-30",10650
"2021-03-31",11400
"2021-04-01",11350
"2021-04-02",11700
"2021-04-05",11900
"2021-04-06",12000
"2021-04-07",11700
"2021-04-08",11600
"2021-04-09",11650
"2021-04-12",11900
"2021-04-13",11850
"2021-04-14",11950
"2021-04-15",12400
"2021-04-16",12450
"2021-04-19",12000
"2021-04-20",12150
"2021-04-21",11750
"2021-04-22",12000
"2021-04-23",11850
