"","Price"
"2018-04-24",1610
"2018-04-25",1545
"2018-04-26",1495
"2018-04-27",1490
"2018-04-30",1475
"2018-05-02",1510
"2018-05-03",1500
"2018-05-04",1550
"2018-05-08",1520
"2018-05-09",1530
"2018-05-10",1560
"2018-05-11",1570
"2018-05-14",1580
"2018-05-15",1540
"2018-05-16",1525
"2018-05-17",1495
"2018-05-18",1510
"2018-05-21",1610
"2018-05-23",1580
"2018-05-24",1600
"2018-05-25",1510
"2018-05-28",1570
"2018-05-29",1545
"2018-05-30",1515
"2018-05-31",1590
"2018-06-01",1555
"2018-06-04",1530
"2018-06-05",1530
"2018-06-07",1525
"2018-06-08",1510
"2018-06-11",1485
"2018-06-12",1465
"2018-06-14",1480
"2018-06-15",1495
"2018-06-18",1435
"2018-06-19",1365
"2018-06-20",1380
"2018-06-21",1365
"2018-06-22",1350
"2018-06-25",1380
"2018-06-26",1360
"2018-06-27",1350
"2018-06-28",1345
"2018-06-29",1345
"2018-07-02",1340
"2018-07-03",1330
"2018-07-04",1330
"2018-07-05",1330
"2018-07-06",1340
"2018-07-09",1330
"2018-07-10",1350
"2018-07-11",1330
"2018-07-12",1345
"2018-07-13",1350
"2018-07-16",1345
"2018-07-17",1335
"2018-07-18",1330
"2018-07-19",1330
"2018-07-20",1330
"2018-07-23",1310
"2018-07-24",1310
"2018-07-25",1300
"2018-07-26",1300
"2018-07-27",1300
"2018-07-30",1300
"2018-07-31",1305
"2018-08-01",1310
"2018-08-02",1320
"2018-08-03",1320
"2018-08-06",1325
"2018-08-07",1315
"2018-08-08",1320
"2018-08-09",1310
"2018-08-10",1315
"2018-08-13",1300
"2018-08-14",1320
"2018-08-16",1335
"2018-08-17",1350
"2018-08-20",1345
"2018-08-21",1350
"2018-08-22",1360
"2018-08-23",1360
"2018-08-24",1345
"2018-08-27",1330
"2018-08-28",1350
"2018-08-29",1350
"2018-08-30",1355
"2018-08-31",1355
"2018-09-03",1340
"2018-09-04",1365
"2018-09-05",1375
"2018-09-06",1365
"2018-09-07",1370
"2018-09-10",1375
"2018-09-11",1385
"2018-09-12",1395
"2018-09-13",1400
"2018-09-14",1410
"2018-09-17",1395
"2018-09-18",1385
"2018-09-19",1385
"2018-09-20",1375
"2018-09-21",1390
"2018-09-27",1420
"2018-09-28",1450
"2018-10-01",1440
"2018-10-02",1420
"2018-10-04",1400
"2018-10-05",1370
"2018-10-08",1375
"2018-10-10",1320
"2018-10-11",1300
"2018-10-12",1340
"2018-10-15",1300
"2018-10-16",1305
"2018-10-17",1320
"2018-10-18",1320
"2018-10-19",1320
"2018-10-22",1330
"2018-10-23",1295
"2018-10-24",1305
"2018-10-25",1290
"2018-10-26",1280
"2018-10-29",1250
"2018-10-30",1275
"2018-10-31",1290
"2018-11-01",1290
"2018-11-02",1295
"2018-11-05",1305
"2018-11-06",1300
"2018-11-07",1305
"2018-11-08",1310
"2018-11-09",1360
"2018-11-12",1390
"2018-11-13",1390
"2018-11-14",1355
"2018-11-15",1375
"2018-11-16",1400
"2018-11-19",1395
"2018-11-20",1380
"2018-11-21",1355
"2018-11-22",1355
"2018-11-23",1350
"2018-11-26",1350
"2018-11-27",1370
"2018-11-28",1360
"2018-11-29",1365
"2018-11-30",1350
"2018-12-03",1360
"2018-12-04",1385
"2018-12-05",1370
"2018-12-06",1390
"2018-12-07",1385
"2018-12-10",1380
"2018-12-11",1360
"2018-12-12",1385
"2018-12-13",1400
"2018-12-14",1385
"2018-12-17",1375
"2018-12-18",1410
"2018-12-19",1405
"2018-12-20",1390
"2018-12-21",1385
"2018-12-24",1375
"2018-12-26",1365
"2018-12-27",1360
"2018-12-28",1390
"2019-01-02",1390
"2019-01-03",1390
"2019-01-04",1370
"2019-01-07",1420
"2019-01-08",1470
"2019-01-09",1460
"2019-01-10",1425
"2019-01-11",1405
"2019-01-14",1400
"2019-01-15",1395
"2019-01-16",1455
"2019-01-17",1460
"2019-01-18",1465
"2019-01-21",1470
"2019-01-22",1475
"2019-01-23",1485
"2019-01-24",1460
"2019-01-25",1520
"2019-01-28",1505
"2019-01-29",1540
"2019-01-30",1505
"2019-01-31",1485
"2019-02-01",1470
"2019-02-07",1490
"2019-02-08",1475
"2019-02-11",1480
"2019-02-12",1505
"2019-02-13",1515
"2019-02-14",1520
"2019-02-15",1505
"2019-02-18",1505
"2019-02-19",1535
"2019-02-20",1550
"2019-02-21",1530
"2019-02-22",1495
"2019-02-25",1495
"2019-02-26",1375
"2019-02-27",1385
"2019-02-28",1380
"2019-03-04",1415
"2019-03-05",1410
"2019-03-06",1415
"2019-03-07",1415
"2019-03-08",1415
"2019-03-11",1390
"2019-03-12",1410
"2019-03-13",1405
"2019-03-14",1410
"2019-03-15",1405
"2019-03-18",1405
"2019-03-19",1400
