"","Price"
"2018-04-24",3590
"2018-04-25",3595
"2018-04-26",3650
"2018-04-27",3635
"2018-04-30",3590
"2018-05-02",3650
"2018-05-03",3700
"2018-05-04",3690
"2018-05-08",3695
"2018-05-09",3625
"2018-05-10",3650
"2018-05-11",3675
"2018-05-14",3675
"2018-05-15",3645
"2018-05-16",3450
"2018-05-17",3415
"2018-05-18",3400
"2018-05-21",3440
"2018-05-23",3465
"2018-05-24",3505
"2018-05-25",3420
"2018-05-28",3500
"2018-05-29",3560
"2018-05-30",3520
"2018-05-31",3490
"2018-06-01",3535
"2018-06-04",3610
"2018-06-05",3665
"2018-06-07",3690
"2018-06-08",3695
"2018-06-11",3635
"2018-06-12",3635
"2018-06-14",3610
"2018-06-15",3605
"2018-06-18",3430
"2018-06-19",3305
"2018-06-20",3330
"2018-06-21",3305
"2018-06-22",3305
"2018-06-25",3300
"2018-06-26",3295
"2018-06-27",3235
"2018-06-28",3215
"2018-06-29",3130
"2018-07-02",3080
"2018-07-03",3015
"2018-07-04",2945
"2018-07-05",2950
"2018-07-06",2990
"2018-07-09",3005
"2018-07-10",3040
"2018-07-11",3040
"2018-07-12",3065
"2018-07-13",3100
"2018-07-16",3220
"2018-07-17",3180
"2018-07-18",3120
"2018-07-19",3120
"2018-07-20",3150
"2018-07-23",3025
"2018-07-24",3015
"2018-07-25",2930
"2018-07-26",2945
"2018-07-27",2955
"2018-07-30",2955
"2018-07-31",2960
"2018-08-01",3105
"2018-08-02",3045
"2018-08-03",3100
"2018-08-06",3070
"2018-08-07",3105
"2018-08-08",3090
"2018-08-09",3100
"2018-08-10",3090
"2018-08-13",2970
"2018-08-14",2970
"2018-08-16",2970
"2018-08-17",2970
"2018-08-20",2990
"2018-08-21",3010
"2018-08-22",3025
"2018-08-23",3000
"2018-08-24",2970
"2018-08-27",3010
"2018-08-28",2980
"2018-08-29",2995
"2018-08-30",3000
"2018-08-31",3040
"2018-09-03",3055
"2018-09-04",3030
"2018-09-05",3060
"2018-09-06",3045
"2018-09-07",3010
"2018-09-10",3020
"2018-09-11",3020
"2018-09-12",3035
"2018-09-13",3020
"2018-09-14",3070
"2018-09-17",3095
"2018-09-18",3120
"2018-09-19",3070
"2018-09-20",3070
"2018-09-21",3025
"2018-09-27",3030
"2018-09-28",3020
"2018-10-01",3020
"2018-10-02",3030
"2018-10-04",2905
"2018-10-05",2825
"2018-10-08",2780
"2018-10-10",2695
"2018-10-11",2555
"2018-10-12",2570
"2018-10-15",2560
"2018-10-16",2590
"2018-10-17",2630
"2018-10-18",2590
"2018-10-19",2600
"2018-10-22",2610
"2018-10-23",2525
"2018-10-24",2435
"2018-10-25",2345
"2018-10-26",2295
"2018-10-29",2170
"2018-10-30",2235
"2018-10-31",2320
"2018-11-01",2320
"2018-11-02",2380
"2018-11-05",2415
"2018-11-06",2480
"2018-11-07",2515
"2018-11-08",2555
"2018-11-09",2560
"2018-11-12",2555
"2018-11-13",2545
"2018-11-14",2480
"2018-11-15",2460
"2018-11-16",2525
"2018-11-19",2540
"2018-11-20",2530
"2018-11-21",2520
"2018-11-22",2515
"2018-11-23",2500
"2018-11-26",2500
"2018-11-27",2520
"2018-11-28",2510
"2018-11-29",2470
"2018-11-30",2455
"2018-12-03",2490
"2018-12-04",2505
"2018-12-05",2525
"2018-12-06",2520
"2018-12-07",2520
"2018-12-10",2470
"2018-12-11",2370
"2018-12-12",2470
"2018-12-13",2470
"2018-12-14",2450
"2018-12-17",2440
"2018-12-18",2435
"2018-12-19",2420
"2018-12-20",2425
"2018-12-21",2465
"2018-12-24",2455
"2018-12-26",2415
"2018-12-27",2375
"2018-12-28",2385
"2019-01-02",2395
"2019-01-03",2390
"2019-01-04",2370
"2019-01-07",2365
"2019-01-08",2410
"2019-01-09",2410
"2019-01-10",2410
"2019-01-11",2495
"2019-01-14",2555
"2019-01-15",2540
"2019-01-16",2580
"2019-01-17",2575
"2019-01-18",2585
"2019-01-21",2620
"2019-01-22",2635
"2019-01-23",2675
"2019-01-24",2655
"2019-01-25",2640
"2019-01-28",2640
"2019-01-29",2620
"2019-01-30",2625
"2019-01-31",2635
"2019-02-01",2635
"2019-02-07",2670
"2019-02-08",2680
"2019-02-11",2700
"2019-02-12",2720
"2019-02-13",2700
"2019-02-14",2730
"2019-02-15",2770
"2019-02-18",2770
"2019-02-19",2765
"2019-02-20",2785
"2019-02-21",2690
"2019-02-22",2660
"2019-02-25",2630
"2019-02-26",2635
"2019-02-27",2650
"2019-02-28",2555
"2019-03-04",2595
"2019-03-05",2595
