"","Price"
"2018-04-24",24301
"2018-04-25",23863
"2018-04-26",23644
"2018-04-27",23699
"2018-04-30",25013
"2018-05-02",23808
"2018-05-03",23535
"2018-05-04",22550
"2018-05-08",22331
"2018-05-09",22331
"2018-05-10",22988
"2018-05-11",23042
"2018-05-14",22604
"2018-05-15",22550
"2018-05-16",21729
"2018-05-17",21455
"2018-05-18",22057
"2018-05-21",22057
"2018-05-23",21893
"2018-05-24",22057
"2018-05-25",21510
"2018-05-28",21564
"2018-05-29",22057
"2018-05-30",21291
"2018-05-31",21346
"2018-06-01",21729
"2018-06-04",23316
"2018-06-05",27530
"2018-06-07",23644
"2018-06-08",22988
"2018-06-11",22659
"2018-06-12",21838
"2018-06-14",21619
"2018-06-15",21619
"2018-06-18",20962
"2018-06-19",20853
"2018-06-20",20579
"2018-06-21",19320
"2018-06-22",19977
"2018-06-25",19649
"2018-06-26",19375
"2018-06-27",19047
"2018-06-28",18062
"2018-06-29",18171
"2018-07-02",17131
"2018-07-03",17843
"2018-07-04",18062
"2018-07-05",17241
"2018-07-06",17788
"2018-07-09",17569
"2018-07-10",17952
"2018-07-11",17460
"2018-07-12",17733
"2018-07-13",18664
"2018-07-16",19156
"2018-07-17",18883
"2018-07-18",20141
"2018-07-19",20579
"2018-07-20",18554
"2018-07-23",17460
"2018-07-24",17460
"2018-07-25",17460
"2018-07-26",18116
"2018-07-27",18554
"2018-07-30",18609
"2018-07-31",18171
"2018-08-01",18390
"2018-08-02",18718
"2018-08-03",18390
"2018-08-06",18116
"2018-08-07",18171
"2018-08-08",17350
"2018-08-09",17460
"2018-08-10",17022
"2018-08-13",15544
"2018-08-14",15653
"2018-08-16",15051
"2018-08-17",15051
"2018-08-20",14997
"2018-08-21",15216
"2018-08-22",15216
"2018-08-23",15489
"2018-08-24",15434
"2018-08-27",15325
"2018-08-28",15051
"2018-08-29",15708
"2018-08-30",15708
"2018-08-31",16639
"2018-09-03",17022
"2018-09-04",16803
"2018-09-05",17022
"2018-09-06",16310
"2018-09-07",16091
"2018-09-10",15544
"2018-09-11",15872
"2018-09-12",15325
"2018-09-13",15927
"2018-09-14",15763
"2018-09-17",15325
"2018-09-18",14668
"2018-09-19",14668
"2018-09-20",13355
"2018-09-21",13464
"2018-09-27",13464
"2018-09-28",13245
"2018-10-01",13026
"2018-10-02",12862
"2018-10-04",12588
"2018-10-05",12315
"2018-10-08",12753
"2018-10-10",11932
"2018-10-11",11220
"2018-10-12",11767
"2018-10-15",11713
"2018-10-16",12315
"2018-10-17",12369
"2018-10-18",11877
"2018-10-19",11494
"2018-10-22",11767
"2018-10-23",11384
"2018-10-24",11001
"2018-10-25",10782
"2018-10-26",10344
"2018-10-29",8757
"2018-10-30",9195
"2018-10-31",9578
"2018-11-01",9961
"2018-11-02",10399
"2018-11-05",10618
"2018-11-06",10946
"2018-11-07",10673
"2018-11-08",11111
"2018-11-09",11056
"2018-11-12",10728
"2018-11-13",10837
