"","Price"
"2018-04-24",67844
"2018-04-25",73184
"2018-04-26",78272
"2018-04-27",78837
"2018-04-30",76702
"2018-05-02",74629
"2018-05-03",72242
"2018-05-04",69227
"2018-05-08",70985
"2018-05-09",77958
"2018-05-10",76387
"2018-05-11",76764
"2018-05-14",76512
"2018-05-15",75384
"2018-05-16",75534
"2018-05-17",74103
"2018-05-18",72597
"2018-05-21",73199
"2018-05-23",71091
"2018-05-24",72974
"2018-05-25",71843
"2018-05-28",70112
"2018-05-29",71166
"2018-05-30",70488
"2018-05-31",72823
"2018-06-01",72296
"2018-06-04",69660
"2018-06-05",70865
"2018-06-07",71542
"2018-06-08",69660
"2018-06-11",67325
"2018-06-12",69585
"2018-06-14",69284
"2018-06-15",72597
"2018-06-18",68305
"2018-06-19",64764
"2018-06-20",66497
"2018-06-21",65969
"2018-06-22",68079
"2018-06-25",69811
"2018-06-26",70564
"2018-06-27",70789
"2018-06-28",69434
"2018-06-29",68983
"2018-07-02",65367
"2018-07-03",66120
"2018-07-04",72597
"2018-07-05",71693
"2018-07-06",73275
"2018-07-09",76061
"2018-07-10",80580
"2018-07-11",78772
"2018-07-12",80128
"2018-07-13",80504
"2018-07-16",79224
"2018-07-17",77868
"2018-07-18",78094
"2018-07-19",75985
"2018-07-20",75985
"2018-07-23",72371
"2018-07-24",71843
"2018-07-25",70037
"2018-07-26",73425
"2018-07-27",72521
"2018-07-30",70262
"2018-07-31",72521
"2018-08-01",73049
"2018-08-02",70337
"2018-08-03",70789
"2018-08-06",69510
"2018-08-07",70638
"2018-08-08",70188
"2018-08-09",71392
"2018-08-10",68079
"2018-08-13",64915
"2018-08-14",68153
"2018-08-16",69510
"2018-08-17",70939
"2018-08-20",70412
"2018-08-21",73049
"2018-08-22",71091
"2018-08-23",71542
"2018-08-24",72447
"2018-08-27",73425
"2018-08-28",72823
"2018-08-29",73124
"2018-08-30",73501
"2018-08-31",74857
"2018-09-03",74630
"2018-09-04",75534
"2018-09-05",73275
"2018-09-06",72447
"2018-09-07",72371
"2018-09-10",70789
"2018-09-11",72070
"2018-09-12",74329
"2018-09-13",75233
"2018-09-14",75760
"2018-09-17",73275
"2018-09-18",73726
"2018-09-19",73049
"2018-09-20",72748
"2018-09-21",74555
"2018-09-27",74781
"2018-09-28",74555
"2018-10-01",72597
"2018-10-02",70037
"2018-10-04",70789
"2018-10-05",68983
"2018-10-08",68380
"2018-10-10",66120
"2018-10-11",58741
"2018-10-12",60096
"2018-10-15",55502
"2018-10-16",57159
"2018-10-17",57987
"2018-10-18",57536
"2018-10-19",57987
"2018-10-22",57083
"2018-10-23",56029
"2018-10-24",57309
"2018-10-25",55653
"2018-10-26",51059
"2018-10-29",49176
"2018-10-30",51662
"2018-10-31",50833
"2018-11-01",50758
"2018-11-02",53243
"2018-11-05",53318
"2018-11-06",57837
"2018-11-07",53770
"2018-11-08",52565
"2018-11-09",50908
"2018-11-12",52942
"2018-11-13",51360
"2018-11-14",53770
"2018-11-15",53544
"2018-11-16",54749
"2018-11-19",55200
"2018-11-20",53921
"2018-11-21",54222
"2018-11-22",53921
"2018-11-23",53921
"2018-11-26",54372
"2018-11-27",54975
"2018-11-28",55050
"2018-11-29",54749
"2018-11-30",54824
"2018-12-03",55427
"2018-12-04",55427
"2018-12-05",55427
"2018-12-06",54749
"2018-12-07",55803
"2018-12-10",57913
"2018-12-11",62054
"2018-12-12",63109
"2018-12-13",62054
"2018-12-14",60849
"2018-12-17",60246
"2018-12-18",60547
"2018-12-19",61828
"2018-12-20",62054
"2018-12-21",61904
"2018-12-24",62807
"2018-12-26",61828
"2018-12-27",59097
"2018-12-28",59262
"2019-01-02",56282
"2019-01-03",53303
"2019-01-04",55372
"2019-01-07",56697
"2019-01-08",55951
"2019-01-09",57524
"2019-01-10",56779
"2019-01-11",57110
"2019-01-14",56531
"2019-01-15",57110
"2019-01-16",57275
"2019-01-17",56200
"2019-01-18",55041
"2019-01-21",54875
"2019-01-22",55703
"2019-01-23",55207
"2019-01-24",56365
"2019-01-25",56614
"2019-01-28",56614
"2019-01-29",56614
"2019-01-30",56117
"2019-01-31",56117
"2019-02-01",55537
"2019-02-07",56200
"2019-02-08",56448
"2019-02-11",58600
"2019-02-12",57772
"2019-02-13",58434
"2019-02-14",58848
"2019-02-15",57938
"2019-02-18",59097
"2019-02-19",58268
"2019-02-20",59262
"2019-02-21",58186
"2019-02-22",58104
"2019-02-25",58104
"2019-02-26",58517
"2019-02-27",57855
"2019-02-28",60669
"2019-03-04",61165
"2019-03-05",61083
"2019-03-06",60835
"2019-03-07",59511
"2019-03-08",59179
"2019-03-11",59594
"2019-03-12",60338
"2019-03-13",61579
"2019-03-14",60669
"2019-03-15",61579
"2019-03-18",61745
"2019-03-19",60090
"2019-03-20",59179
"2019-03-21",59014
"2019-03-22",59675
"2019-03-25",58021
"2019-03-26",57855
"2019-03-27",55703
"2019-03-28",55124
"2019-03-29",55124
"2019-04-01",55703
"2019-04-02",55207
"2019-04-03",55537
"2019-04-04",55620
"2019-04-05",55455
"2019-04-08",54875
"2019-04-09",54378
"2019-04-10",55868
"2019-04-11",55868
"2019-04-12",55124
"2019-04-15",55786
"2019-04-16",55124
"2019-04-17",54544
"2019-04-18",53800
"2019-04-19",54048
"2019-04-22",54710
"2019-04-23",54213
"2019-04-24",53965
"2019-04-25",53385
"2019-04-26",52971
"2019-04-29",53800
"2019-04-30",53220
"2019-05-02",53137
"2019-05-03",55124
"2019-05-07",53965
"2019-05-08",52971
"2019-05-09",51564
"2019-05-10",50903
"2019-05-13",49247
"2019-05-14",48999
"2019-05-15",52061
"2019-05-16",50488
"2019-05-17",48585
"2019-05-20",46764
"2019-05-21",47095
"2019-05-22",47178
"2019-05-23",46433
"2019-05-24",46599
"2019-05-27",46516
"2019-05-28",47840
"2019-05-29",45440
"2019-05-30",45191
"2019-05-31",46184
"2019-06-03",46433
"2019-06-04",46599
"2019-06-05",46350
"2019-06-07",47178
"2019-06-10",46930
"2019-06-11",48006
"2019-06-12",47343
"2019-06-13",47261
"2019-06-14",46847
"2019-06-17",46019
"2019-06-18",46019
"2019-06-19",46764
"2019-06-20",48088
"2019-06-21",47674
"2019-06-24",48006
"2019-06-25",47261
"2019-06-26",47757
"2019-06-27",47757
"2019-06-28",47426
"2019-07-01",48337
"2019-07-02",49081
"2019-07-03",48667
"2019-07-04",47840
"2019-07-05",48254
"2019-07-08",46184
"2019-07-09",45771
"2019-07-10",45936
"2019-07-11",46681
"2019-07-12",46764
"2019-07-15",46267
"2019-07-16",46267
"2019-07-17",45523
"2019-07-18",45109
"2019-07-19",45854
"2019-07-22",45523
"2019-07-23",44777
"2019-07-24",43619
"2019-07-25",41633
"2019-07-26",41716
"2019-07-29",40598
"2019-07-30",40681
"2019-07-31",40764
"2019-08-01",40556
"2019-08-02",40349
"2019-08-05",35880
"2019-08-06",34763
"2019-08-07",36418
"2019-08-08",37908
"2019-08-09",37577
"2019-08-12",37535
"2019-08-13",37163
"2019-08-14",36749
"2019-08-16",36170
"2019-08-19",35631
"2019-08-20",36915
"2019-08-21",38942
"2019-08-22",38364
"2019-08-23",37825
"2019-08-26",35176
"2019-08-27",35756
"2019-08-28",36956
"2019-08-29",36749
"2019-08-30",37618
"2019-09-02",37867
"2019-09-03",37660
"2019-09-04",38239
"2019-09-05",38239
"2019-09-06",37412
"2019-09-09",36832
"2019-09-10",35922
"2019-09-11",36253
"2019-09-16",36542
"2019-09-17",37535
"2019-09-18",36832
"2019-09-19",36418
"2019-09-20",36791
"2019-09-23",36170
"2019-09-24",36211
"2019-09-25",34763
"2019-09-26",35714
"2019-09-27",35218
"2019-09-30",35052
"2019-10-01",35839
"2019-10-02",35259
"2019-10-04",35176
"2019-10-07",35259
"2019-10-08",35425
"2019-10-10",35135
"2019-10-11",35756
"2019-10-14",36625
"2019-10-15",38322
"2019-10-16",39066
"2019-10-17",38281
"2019-10-18",37742
"2019-10-21",37163
"2019-10-22",37287
"2019-10-23",37990
"2019-10-24",37329
"2019-10-25",36956
"2019-10-28",38032
"2019-10-29",37577
"2019-10-30",37535
"2019-10-31",38694
"2019-11-01",38736
"2019-11-04",38694
"2019-11-05",39108
"2019-11-06",39356
"2019-11-07",39066
"2019-11-08",38611
"2019-11-11",38570
"2019-11-12",38819
"2019-11-13",38984
"2019-11-14",40349
"2019-11-15",40681
"2019-11-18",42791
"2019-11-19",42294
"2019-11-20",43950
"2019-11-21",44694
"2019-11-22",44612
"2019-11-25",44694
"2019-11-26",44694
"2019-11-27",44943
"2019-11-28",44943
"2019-11-29",44116
"2019-12-02",44447
"2019-12-03",44033
"2019-12-04",44116
"2019-12-05",44198
"2019-12-06",44943
"2019-12-09",45606
"2019-12-10",45440
"2019-12-11",45854
"2019-12-12",46516
"2019-12-13",46267
"2019-12-16",46350
"2019-12-17",47923
"2019-12-18",47509
"2019-12-19",49661
"2019-12-20",49330
"2019-12-23",48833
"2019-12-24",49081
"2019-12-26",49330
"2019-12-27",48784
"2019-12-30",49148
"2020-01-02",48966
"2020-01-03",50513
"2020-01-06",48238
"2020-01-07",48875
"2020-01-08",48147
"2020-01-09",49239
"2020-01-10",49239
"2020-01-13",48966
"2020-01-14",48329
"2020-01-15",47328
"2020-01-16",48147
"2020-01-17",47965
"2020-01-20",47054
"2020-01-21",46872
"2020-01-22",47783
"2020-01-23",46963
"2020-01-28",46053
"2020-01-29",46690
"2020-01-30",45143
"2020-01-31",43687
"2020-02-03",43823
"2020-02-04",45280
"2020-02-05",44825
"2020-02-06",45507
"2020-02-07",45052
"2020-02-10",45098
"2020-02-11",45371
"2020-02-12",45052
"2020-02-13",45189
"2020-02-14",44825
"2020-02-17",44279
"2020-02-18",43641
"2020-02-19",45598
"2020-02-20",45962
"2020-02-21",43778
"2020-02-24",41184
"2020-02-25",42049
"2020-02-26",42140
"2020-02-27",41730
"2020-02-28",40001
"2020-03-02",41457
"2020-03-03",42185
"2020-03-04",42731
"2020-03-05",43095
"2020-03-06",42549
"2020-03-09",40365
"2020-03-10",41730
"2020-03-11",39910
"2020-03-12",43095
"2020-03-13",37634
"2020-03-16",38590
"2020-03-17",40638
"2020-03-18",36588
"2020-03-19",30899
"2020-03-20",33266
"2020-03-23",30535
"2020-03-24",32856
"2020-03-25",35314
"2020-03-26",35450
"2020-03-27",41230
"2020-03-30",42504
"2020-03-31",41503
"2020-04-01",38954
"2020-04-02",38818
"2020-04-03",38909
"2020-04-06",40183
"2020-04-07",40592
"2020-04-08",41139
"2020-04-09",41503
"2020-04-10",41685
"2020-04-13",41139
"2020-04-14",41366
"2020-04-16",40456
"2020-04-17",40957
"2020-04-20",43050
"2020-04-21",42231
"2020-04-22",42231
"2020-04-23",44870
"2020-04-24",43914
"2020-04-27",44415
"2020-04-28",44825
"2020-04-29",44142
"2020-05-04",42731
