"","Price"
"2018-04-24",6250
"2018-04-25",6130
"2018-04-26",6170
"2018-04-27",6360
"2018-04-30",6170
"2018-05-02",6100
"2018-05-03",6200
"2018-05-04",6140
"2018-05-08",6040
"2018-05-09",6030
"2018-05-10",6220
"2018-05-11",6210
"2018-05-14",6100
"2018-05-15",6110
"2018-05-16",5900
"2018-05-17",5570
"2018-05-18",5700
"2018-05-21",5660
"2018-05-23",5780
"2018-05-24",5710
"2018-05-25",5580
"2018-05-28",5570
"2018-05-29",5550
"2018-05-30",5400
"2018-05-31",5370
"2018-06-01",5510
"2018-06-04",5550
"2018-06-05",5630
"2018-06-07",5750
"2018-06-08",5930
"2018-06-11",5780
"2018-06-12",5760
"2018-06-14",5600
"2018-06-15",5540
"2018-06-18",5270
"2018-06-19",5110
"2018-06-20",5150
"2018-06-21",4950
"2018-06-22",4800
"2018-06-25",4940
"2018-06-26",5180
"2018-06-27",5150
"2018-06-28",5210
"2018-06-29",5180
"2018-07-02",5130
"2018-07-03",5060
"2018-07-04",5130
"2018-07-05",5080
"2018-07-06",5210
"2018-07-09",5290
"2018-07-10",5410
"2018-07-11",5370
"2018-07-12",5380
"2018-07-13",5470
"2018-07-16",5410
"2018-07-17",5420
"2018-07-18",5370
"2018-07-19",5300
"2018-07-20",5400
"2018-07-23",5260
"2018-07-24",5190
"2018-07-25",5000
"2018-07-26",5050
"2018-07-27",5340
"2018-07-30",5280
"2018-07-31",5370
"2018-08-01",5390
"2018-08-02",5420
"2018-08-03",5430
"2018-08-06",5530
"2018-08-07",5710
"2018-08-08",5730
"2018-08-09",5690
"2018-08-10",5520
"2018-08-13",5270
"2018-08-14",5190
"2018-08-16",5120
"2018-08-17",5230
"2018-08-20",5100
"2018-08-21",5170
"2018-08-22",5200
"2018-08-23",5160
"2018-08-24",5140
"2018-08-27",5170
"2018-08-28",5160
"2018-08-29",5260
"2018-08-30",5320
"2018-08-31",5280
"2018-09-03",5200
"2018-09-04",5200
"2018-09-05",5170
"2018-09-06",5170
"2018-09-07",5170
"2018-09-10",5080
"2018-09-11",5060
"2018-09-12",5050
"2018-09-13",5030
"2018-09-14",5060
"2018-09-17",5000
"2018-09-18",4930
"2018-09-19",4815
"2018-09-20",4790
"2018-09-21",4910
"2018-09-27",4890
"2018-09-28",4905
"2018-10-01",4890
"2018-10-02",4875
"2018-10-04",4725
"2018-10-05",4605
"2018-10-08",4500
"2018-10-10",4345
"2018-10-11",4085
"2018-10-12",4165
"2018-10-15",4200
"2018-10-16",4375
"2018-10-17",4410
"2018-10-18",4415
"2018-10-19",4420
"2018-10-22",4415
"2018-10-23",4375
"2018-10-24",4350
"2018-10-25",4150
"2018-10-26",4060
"2018-10-29",3700
"2018-10-30",3810
"2018-10-31",4010
"2018-11-01",4160
"2018-11-02",4250
"2018-11-05",4215
"2018-11-06",4170
"2018-11-07",4225
"2018-11-08",4300
"2018-11-09",4215
"2018-11-12",4140
"2018-11-13",4105
