"","Price"
"2018-04-24",14500
"2018-04-25",13650
"2018-04-26",12850
"2018-04-27",13200
"2018-04-30",15050
"2018-05-02",14000
"2018-05-03",12650
"2018-05-04",13150
"2018-05-08",12000
"2018-05-09",12700
"2018-05-10",12650
"2018-05-11",12900
"2018-05-14",13200
"2018-05-15",15000
"2018-05-16",12350
"2018-05-17",12800
"2018-05-18",12950
"2018-05-21",13200
"2018-05-23",13200
"2018-05-24",13300
"2018-05-25",10650
"2018-05-28",13800
"2018-05-29",14050
"2018-05-30",14150
"2018-05-31",14050
"2018-06-01",13350
"2018-06-04",12400
"2018-06-05",12400
"2018-06-07",12350
"2018-06-08",12300
"2018-06-11",13100
"2018-06-12",12850
"2018-06-14",10600
"2018-06-15",11000
"2018-06-18",10900
"2018-06-19",10950
"2018-06-20",11200
"2018-06-21",10800
"2018-06-22",9730
"2018-06-25",9870
"2018-06-26",9180
"2018-06-27",8830
"2018-06-28",8640
"2018-06-29",9100
"2018-07-02",8300
"2018-07-03",8380
"2018-07-04",8470
"2018-07-05",7960
"2018-07-06",8160
"2018-07-09",7120
"2018-07-10",7350
"2018-07-11",7600
"2018-07-12",7530
"2018-07-13",7840
"2018-07-16",8010
"2018-07-17",7950
"2018-07-18",7570
"2018-07-19",7560
"2018-07-20",7320
"2018-07-23",6760
"2018-07-24",7530
"2018-07-25",7450
"2018-07-26",8130
"2018-07-27",8220
"2018-07-30",8320
"2018-07-31",8080
"2018-08-01",8430
"2018-08-02",8380
"2018-08-03",8380
"2018-08-06",8400
"2018-08-07",8270
"2018-08-08",8330
"2018-08-09",8240
"2018-08-10",8840
"2018-08-13",8390
"2018-08-14",8640
"2018-08-16",9520
"2018-08-17",9710
"2018-08-20",9610
"2018-08-21",9640
"2018-08-22",9890
"2018-08-23",9840
"2018-08-24",10150
"2018-08-27",9180
"2018-08-28",8800
"2018-08-29",8690
"2018-08-30",8930
"2018-08-31",9150
"2018-09-03",9450
"2018-09-04",9710
"2018-09-05",9850
"2018-09-06",12250
"2018-09-07",12650
"2018-09-10",12900
"2018-09-11",12650
"2018-09-12",13200
"2018-09-13",13000
"2018-09-14",12550
"2018-09-17",12600
"2018-09-18",12100
"2018-09-19",11000
"2018-09-20",11650
"2018-09-21",12150
"2018-09-27",11700
"2018-09-28",11250
"2018-10-01",11200
"2018-10-02",11150
"2018-10-04",11350
"2018-10-05",11150
"2018-10-08",11000
"2018-10-10",9060
"2018-10-11",8620
"2018-10-12",8960
"2018-10-15",8990
"2018-10-16",9070
"2018-10-17",9450
"2018-10-18",9380
"2018-10-19",9530
"2018-10-22",8860
"2018-10-23",8690
