"","Price"
"2018-04-24",3055
"2018-04-25",3040
"2018-04-26",3065
"2018-04-27",3070
"2018-04-30",3055
"2018-05-02",3110
"2018-05-03",3125
"2018-05-04",3120
"2018-05-08",3060
"2018-05-09",3005
"2018-05-10",3015
"2018-05-11",3005
"2018-05-14",3000
"2018-05-15",3040
"2018-05-16",3015
"2018-05-17",3010
"2018-05-18",3010
"2018-05-21",2990
"2018-05-23",3005
"2018-05-24",2970
"2018-05-25",2925
"2018-05-28",2995
"2018-05-29",2930
"2018-05-30",2890
"2018-05-31",2890
"2018-06-01",2915
"2018-06-04",2915
"2018-06-05",2935
"2018-06-07",2965
"2018-06-08",3120
"2018-06-11",3165
"2018-06-12",3115
"2018-06-14",3195
"2018-06-15",3325
"2018-06-18",3150
"2018-06-19",3045
"2018-06-20",3160
"2018-06-21",3090
"2018-06-22",2970
"2018-06-25",3000
"2018-06-26",3090
"2018-06-27",3090
"2018-06-28",3210
"2018-06-29",3460
"2018-07-02",3500
"2018-07-03",3500
"2018-07-04",3605
"2018-07-05",3415
"2018-07-06",3330
"2018-07-09",3300
"2018-07-10",3520
"2018-07-11",3365
"2018-07-12",3450
"2018-07-13",3390
"2018-07-16",3310
"2018-07-17",3240
"2018-07-18",3180
"2018-07-19",3115
"2018-07-20",3130
"2018-07-23",2980
"2018-07-24",2975
"2018-07-25",2815
"2018-07-26",2870
"2018-07-27",2870
"2018-07-30",2885
"2018-07-31",2915
"2018-08-01",2985
"2018-08-02",2970
"2018-08-03",2955
"2018-08-06",2955
"2018-08-07",2935
"2018-08-08",2915
"2018-08-09",2885
"2018-08-10",2880
"2018-08-13",2770
"2018-08-14",2760
"2018-08-16",2680
"2018-08-17",2730
"2018-08-20",2730
"2018-08-21",2760
"2018-08-22",2760
"2018-08-23",2785
"2018-08-24",2785
"2018-08-27",2745
"2018-08-28",2740
"2018-08-29",2755
"2018-08-30",2815
"2018-08-31",2805
"2018-09-03",2785
"2018-09-04",2770
"2018-09-05",2790
"2018-09-06",2840
"2018-09-07",2865
"2018-09-10",2800
"2018-09-11",2805
"2018-09-12",2795
"2018-09-13",2770
"2018-09-14",2800
"2018-09-17",2760
"2018-09-18",2770
"2018-09-19",2755
"2018-09-20",2735
"2018-09-21",2740
"2018-09-27",2695
"2018-09-28",2715
"2018-10-01",2690
"2018-10-02",2650
"2018-10-04",2530
"2018-10-05",2460
"2018-10-08",2430
"2018-10-10",2420
"2018-10-11",2255
"2018-10-12",2300
"2018-10-15",2220
"2018-10-16",2300
"2018-10-17",2315
"2018-10-18",2295
"2018-10-19",2285
"2018-10-22",2295
"2018-10-23",2200
