"","Price"
"2018-04-24",2290
"2018-04-25",2245
"2018-04-26",2280
"2018-04-27",2235
"2018-04-30",2380
"2018-05-02",2420
"2018-05-03",2345
"2018-05-04",2470
"2018-05-08",2355
"2018-05-09",2350
"2018-05-10",2375
"2018-05-11",2380
"2018-05-14",2325
"2018-05-15",2380
"2018-05-16",2235
"2018-05-17",2270
"2018-05-18",2270
"2018-05-21",2355
"2018-05-23",2310
"2018-05-24",2245
"2018-05-25",2215
"2018-05-28",2310
"2018-05-29",2270
"2018-05-30",2195
"2018-05-31",2450
"2018-06-01",2435
"2018-06-04",3165
"2018-06-05",3080
"2018-06-07",3170
"2018-06-08",2850
"2018-06-11",2835
"2018-06-12",2645
"2018-06-14",2600
"2018-06-15",2615
"2018-06-18",2585
"2018-06-19",2490
"2018-06-20",2450
"2018-06-21",2470
"2018-06-22",2385
"2018-06-25",2390
"2018-06-26",2355
"2018-06-27",2265
"2018-06-28",2230
"2018-06-29",2300
"2018-07-02",2090
"2018-07-03",2115
"2018-07-04",2190
"2018-07-05",2160
"2018-07-06",2240
"2018-07-09",2140
"2018-07-10",2205
"2018-07-11",2205
"2018-07-12",2300
"2018-07-13",2315
"2018-07-16",2315
"2018-07-17",2315
"2018-07-18",2250
"2018-07-19",2175
"2018-07-20",2140
"2018-07-23",2060
"2018-07-24",2180
"2018-07-25",2175
"2018-07-26",2170
"2018-07-27",2260
"2018-07-30",2235
"2018-07-31",2270
"2018-08-01",2310
"2018-08-02",2280
"2018-08-03",2280
"2018-08-06",2350
"2018-08-07",2350
"2018-08-08",2430
"2018-08-09",2440
"2018-08-10",2340
"2018-08-13",2180
"2018-08-14",2180
"2018-08-16",2190
"2018-08-17",2230
"2018-08-20",2250
"2018-08-21",2280
"2018-08-22",2425
"2018-08-23",2395
"2018-08-24",2430
"2018-08-27",2410
"2018-08-28",2410
"2018-08-29",2410
"2018-08-30",2360
"2018-08-31",2385
"2018-09-03",2365
"2018-09-04",2395
"2018-09-05",2475
"2018-09-06",2425
"2018-09-07",2365
"2018-09-10",2370
"2018-09-11",2510
"2018-09-12",2445
"2018-09-13",2580
